Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,Target,Model Year,Manufacture,Model
0.0,0.0,0.0,0.0,75000.0,2.94,1.0,1.0,2.0,137.23,0.0,2.73,3.0,65.0,0.0,2,3570.8571428571427,1.0,2013,9,7
0.0,0.0,0.0,0.0,125000.0,2.68,1.0,1.0,4.0,113.28,0.0,26.69,3.0,45.0,1.0,3,14769.23076923077,1.0,2012,12,11
0.0,1.0,0.0,0.0,125000.0,2.67,1.0,1.0,3.0,119.94,1.0,2.87,4.0,75.0,0.0,2,10348.363636363636,1.0,2014,9,7
0.0,0.0,0.0,0.0,275000.0,1.53,1.0,1.0,4.0,370.32,3.0,41.61,1.0,45.0,0.0,1,14319.272727272728,1.0,2014,11,9
0.0,0.0,1.0,0.0,125000.0,2.79,1.0,1.0,3.0,152.43,2.0,5.41,1.0,55.0,1.0,1,6300.0,1.0,2014,12,11
0.0,0.0,1.0,0.0,325000.0,2.6,1.0,1.0,4.0,189.26,0.0,9.74,3.0,45.0,1.0,2,10588.235294117649,1.0,2013,12,11
0.0,0.0,0.0,0.0,375000.0,1.73,1.0,1.0,4.0,74.83,0.0,19.6,4.0,45.0,1.0,2,8075.199999999999,1.0,2014,9,7
0.0,0.0,1.0,0.0,225000.0,2.84,1.0,1.0,4.0,139.19,0.0,15.29,1.0,65.0,1.0,2,6054.545454545455,1.0,2015,2,0
0.0,0.0,0.0,0.0,225000.0,2.63,1.0,1.0,4.0,810.57,0.0,15.09,2.0,65.0,0.0,2,7636.363636363636,1.0,2014,9,7
0.0,0.0,0.0,0.0,175000.0,2.75,1.0,1.0,4.0,209.24,0.0,23.1,2.0,35.0,0.0,2,10736.842105263157,1.0,2013,9,7
0.0,0.0,0.0,0.0,325000.0,2.82,1.0,1.0,4.0,89.7,1.0,25.72,2.0,45.0,0.0,2,9815.428571428572,1.0,2014,4,4
1.0,0.0,0.0,0.0,75000.0,-1.44,1.0,0.0,3.0,75.14,1.0,15.66,2.0,75.0,0.0,2,6375.0,1.0,2014,4,4
0.0,1.0,0.0,0.0,275000.0,2.64,1.0,1.0,4.0,124.42,1.0,3.52,3.0,55.0,0.0,4,15360.0,1.0,2013,11,9
0.0,0.0,1.0,0.0,125000.0,2.85,1.0,1.0,4.0,402.18,0.0,16.83,5.0,35.0,0.0,2,9276.923076923078,1.0,2013,9,7
0.0,0.0,0.0,0.0,275000.0,2.69,1.0,1.0,3.0,479.16,0.0,36.49,6.0,45.0,0.0,4,9000.0,1.0,2014,2,0
0.0,0.0,0.0,0.0,325000.0,0.92,1.0,1.0,4.0,172.58,0.0,11.85,5.0,45.0,1.0,3,12468.0,1.0,2013,9,7
0.0,0.0,1.0,0.0,125000.0,0.0,1.0,1.0,3.0,188.76,0.0,5.65,2.0,75.0,0.0,2,10480.5,1.0,2012,9,7
0.0,0.0,0.0,0.0,225000.0,1.28,1.0,1.0,2.0,424.99,10.0,41.58,2.0,45.0,1.0,3,12800.0,1.0,2014,9,7
0.0,0.0,1.0,1.0,225000.0,2.8,1.0,1.0,3.0,179.31,0.0,20.04,3.0,55.0,0.0,3,8628.571428571428,1.0,2013,9,7
0.0,0.0,0.0,0.0,175000.0,-0.56,1.0,1.0,4.0,492.58,0.0,14.32,3.0,55.0,0.0,2,8285.714285714286,1.0,2013,9,7
0.0,0.0,0.0,0.0,175000.0,-0.53,1.0,1.0,3.0,391.4,0.0,9.54,2.0,35.0,0.0,3,15221.052631578948,1.0,2013,9,7
0.0,0.0,0.0,0.0,175000.0,2.39,1.0,1.0,4.0,104.51,2.0,12.99,2.0,55.0,1.0,2,14667.5,1.0,2013,11,9
0.0,0.0,0.0,0.0,75000.0,2.64,1.0,1.0,3.0,417.03,0.0,5.25,5.0,55.0,0.0,3,10956.444444444443,1.0,2012,9,7
1.0,0.0,0.0,0.0,325000.0,-1.74,1.0,1.0,4.0,347.32,0.0,21.35,4.0,35.0,0.0,3,13107.692307692309,1.0,2014,3,5
0.0,0.0,0.0,0.0,125000.0,1.36,1.0,1.0,4.0,202.76,0.0,0.2,4.0,35.0,0.0,3,-11000.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,125000.0,2.74,0.0,1.0,3.0,174.58,0.0,20.07,4.0,45.0,0.0,2,11572.615384615385,1.0,2014,2,0
0.0,1.0,1.0,0.0,500000.0,-1.88,1.0,1.0,4.0,223.85,1.0,22.09,2.0,55.0,0.0,2,6300.0,1.0,2014,11,9
0.0,0.0,0.0,0.0,175000.0,0.69,1.0,1.0,4.0,87.42,0.0,19.37,3.0,35.0,0.0,2,9714.285714285714,1.0,2014,9,7
0.0,0.0,0.0,0.0,500000.0,-1.5,1.0,1.0,4.0,209.87,0.0,7.68,5.0,45.0,0.0,2,5856.0,1.0,2013,11,9
0.0,0.0,0.0,0.0,500000.0,2.85,1.0,1.0,3.0,214.33,4.0,10.44,2.0,55.0,1.0,2,12000.0,1.0,2012,12,11
0.0,0.0,0.0,0.0,75000.0,2.09,0.0,0.0,3.0,57.66,2.0,2.18,1.0,45.0,1.0,1,6769.714285714285,1.0,2014,9,7
0.0,0.0,1.0,0.0,175000.0,2.59,0.0,0.0,4.0,26.2,0.0,0.71,4.0,45.0,1.0,2,9600.0,1.0,2014,12,11
1.0,0.0,0.0,0.0,175000.0,2.78,1.0,1.0,4.0,318.42,0.0,18.15,4.0,35.0,0.0,3,8000.0,1.0,2014,2,0
0.0,1.0,0.0,0.0,500000.0,2.82,1.0,1.0,4.0,425.16,0.0,11.36,3.0,45.0,0.0,3,5440.5,1.0,2013,2,0
0.0,0.0,0.0,0.0,325000.0,2.76,1.0,1.0,4.0,130.02,0.0,47.15,4.0,55.0,0.0,3,23556.70588235294,1.0,2012,11,9
0.0,0.0,0.0,0.0,75000.0,2.79,0.0,1.0,3.0,260.02,0.0,2.88,2.0,65.0,0.0,5,31272.70588235294,1.0,2014,9,7
0.0,0.0,0.0,0.0,225000.0,1.69,0.0,1.0,4.0,471.02,0.0,5.27,4.0,55.0,0.0,3,9200.0,1.0,2014,9,7
0.0,0.0,0.0,0.0,325000.0,2.48,1.0,1.0,3.0,191.6,0.0,6.02,3.0,55.0,0.0,3,11971.304347826086,1.0,2013,9,7
0.0,0.0,1.0,0.0,225000.0,2.76,1.0,1.0,4.0,203.31,0.0,14.45,3.0,55.0,1.0,3,9500.0,1.0,2013,9,7
0.0,0.0,0.0,0.0,275000.0,2.61,1.0,1.0,3.0,869.56,0.0,7.2,6.0,45.0,0.0,3,11788.235294117649,1.0,2013,9,7
1.0,0.0,1.0,0.0,275000.0,2.48,1.0,1.0,4.0,386.09,4.0,39.0,4.0,55.0,0.0,4,20210.52631578948,1.0,2013,11,9
0.0,0.0,0.0,0.0,325000.0,-1.03,1.0,1.0,4.0,212.69,0.0,25.43,3.0,45.0,0.0,3,15310.344827586208,1.0,2012,9,7
0.0,0.0,0.0,0.0,125000.0,0.46,0.0,0.0,3.0,402.43,0.0,4.57,2.0,35.0,0.0,2,4231.578947368422,1.0,2013,2,0
0.0,0.0,0.0,0.0,175000.0,2.7,0.0,0.0,4.0,82.76,0.0,12.95,3.0,35.0,0.0,2,5500.0,1.0,2014,9,7
0.0,0.0,0.0,0.0,175000.0,2.49,1.0,1.0,3.0,124.02,0.0,23.76,4.0,45.0,0.0,2,11247.5,1.0,2013,4,4
0.0,0.0,0.0,0.0,75000.0,2.65,1.0,1.0,3.0,245.94,0.0,2.84,2.0,65.0,1.0,2,6509.217391304348,1.0,2013,9,7
0.0,0.0,0.0,0.0,125000.0,2.48,1.0,1.0,2.0,3060.47,0.0,12.06,2.0,65.0,1.0,3,4701.473684210527,1.0,2013,10,18
0.0,0.0,1.0,0.0,125000.0,2.78,1.0,1.0,3.0,582.59,0.0,17.23,2.0,65.0,0.0,3,9660.774193548388,1.0,2012,9,7
0.0,0.0,0.0,0.0,175000.0,2.68,1.0,1.0,4.0,286.59,0.0,22.69,3.0,65.0,0.0,2,24173.14285714285,1.0,2012,3,5
0.0,0.0,0.0,0.0,225000.0,1.84,1.0,1.0,3.0,755.9,0.0,22.37,2.0,45.0,0.0,2,9101.64705882353,1.0,2013,2,0
0.0,0.0,0.0,0.0,125000.0,2.68,1.0,1.0,2.0,108.53,0.0,16.98,2.0,25.0,0.0,2,8650.666666666668,1.0,2014,0,20
0.0,0.0,1.0,0.0,125000.0,1.14,1.0,1.0,4.0,1561.72,0.0,15.53,2.0,65.0,0.0,2,9265.935483870968,1.0,2013,4,4
1.0,0.0,0.0,0.0,175000.0,1.4,1.0,1.0,3.0,886.46,1.0,36.94,3.0,35.0,0.0,3,13519.5,1.0,2013,9,7
0.0,0.0,0.0,0.0,225000.0,2.77,1.0,1.0,3.0,201.39,0.0,5.35,4.0,35.0,0.0,2,7777.777777777777,1.0,2011,9,7
0.0,0.0,0.0,0.0,475000.0,1.64,1.0,1.0,4.0,360.06,0.0,2.28,4.0,45.0,1.0,3,7058.823529411765,1.0,2013,9,7
0.0,0.0,0.0,0.0,375000.0,0.21,1.0,0.0,4.0,81.01,0.0,9.96,2.0,35.0,0.0,2,4933.333333333333,1.0,2014,9,7
0.0,0.0,0.0,0.0,175000.0,2.7,1.0,1.0,2.0,92.85,0.0,7.36,4.0,55.0,0.0,3,7547.333333333334,1.0,2013,9,7
0.0,0.0,0.0,0.0,500000.0,1.06,1.0,1.0,4.0,427.92,1.0,29.19,4.0,45.0,0.0,3,5723.076923076923,1.0,2014,11,9
0.0,0.0,0.0,0.0,175000.0,0.74,1.0,1.0,3.0,128.92,0.0,1.59,4.0,45.0,1.0,3,7375.0,1.0,2013,9,7
0.0,0.0,0.0,0.0,175000.0,1.23,1.0,1.0,3.0,210.38,0.0,20.67,2.0,75.0,0.0,3,9742.857142857143,1.0,2013,9,7
0.0,0.0,0.0,0.0,175000.0,2.65,1.0,1.0,3.0,714.63,1.0,14.77,2.0,55.0,1.0,2,11079.6,1.0,2014,2,0
0.0,0.0,1.0,0.0,175000.0,2.85,1.0,1.0,4.0,535.67,0.0,18.52,4.0,45.0,1.0,2,11441.142857142857,1.0,2014,2,0
0.0,0.0,1.0,0.0,475000.0,2.63,1.0,1.0,4.0,374.81,0.0,11.41,3.0,45.0,1.0,2,5945.64705882353,1.0,2013,2,0
0.0,0.0,0.0,0.0,175000.0,2.53,1.0,1.0,4.0,52.11,0.0,2.74,3.0,45.0,0.0,2,6051.0,1.0,2014,2,0
0.0,0.0,1.0,0.0,225000.0,2.71,0.0,1.0,4.0,666.03,0.0,15.37,2.0,35.0,0.0,3,6857.142857142857,1.0,2013,9,7
0.0,0.0,1.0,0.0,225000.0,2.73,1.0,1.0,4.0,168.64,0.0,13.91,4.0,55.0,0.0,3,6260.869565217392,1.0,2014,9,7
0.0,0.0,0.0,0.0,125000.0,2.5,1.0,1.0,4.0,400.84,0.0,32.81,2.0,55.0,1.0,4,19565.217391304348,1.0,2011,9,7
0.0,0.0,1.0,0.0,275000.0,2.71,1.0,1.0,3.0,411.16,10.0,24.59,3.0,55.0,1.0,2,25000.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,75000.0,1.58,0.0,1.0,3.0,140.13,0.0,20.86,3.0,45.0,0.0,2,10255.384615384615,1.0,2014,3,5
0.0,0.0,0.0,0.0,375000.0,2.53,1.0,1.0,3.0,1043.85,0.0,10.44,1.0,75.0,0.0,3,6500.0,1.0,2015,0,20
0.0,0.0,0.0,0.0,175000.0,2.79,0.0,1.0,3.0,221.11,0.0,11.05,3.0,65.0,1.0,3,8571.428571428572,1.0,2013,2,0
0.0,0.0,0.0,0.0,125000.0,2.76,1.0,1.0,3.0,403.37,0.0,10.42,2.0,45.0,0.0,3,2250.0,1.0,2014,11,9
0.0,0.0,0.0,0.0,500000.0,2.68,1.0,1.0,4.0,100.42,0.0,2.08,3.0,55.0,1.0,3,3238.0,1.0,2013,2,0
0.0,0.0,1.0,0.0,75000.0,2.31,1.0,1.0,4.0,312.09,0.0,3.81,2.0,75.0,0.0,2,6000.0,1.0,2013,12,11
0.0,0.0,0.0,0.0,125000.0,1.74,1.0,1.0,2.0,454.95,0.0,28.99,5.0,55.0,1.0,4,10410.0,1.0,2013,9,7
0.0,0.0,1.0,0.0,175000.0,2.68,1.0,1.0,4.0,62.72,0.0,28.51,7.0,45.0,1.0,3,9876.923076923078,1.0,2013,9,7
0.0,0.0,0.0,0.0,125000.0,2.68,1.0,1.0,2.0,142.45,0.0,9.13,2.0,55.0,0.0,4,9142.857142857143,1.0,2013,3,5
1.0,0.0,0.0,0.0,375000.0,1.84,1.0,1.0,3.0,383.47,18.0,52.62,4.0,45.0,0.0,3,23250.0,1.0,2014,11,9
0.0,0.0,0.0,0.0,175000.0,2.74,1.0,1.0,3.0,399.9,0.0,3.02,1.0,55.0,0.0,2,5560.363636363636,1.0,2013,3,5
0.0,0.0,0.0,0.0,75000.0,2.83,1.0,1.0,3.0,174.53,0.0,14.04,2.0,75.0,0.0,3,7437.272727272727,1.0,2014,10,18
0.0,0.0,0.0,0.0,125000.0,2.08,1.0,1.0,4.0,382.12,0.0,25.98,2.0,55.0,0.0,2,7560.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,75000.0,2.78,0.0,0.0,2.0,43.18,3.0,0.5,2.0,35.0,0.0,1,7498.285714285715,1.0,2014,3,5
0.0,0.0,0.0,0.0,75000.0,2.79,1.0,0.0,4.0,102.63,0.0,17.39,1.0,35.0,0.0,2,13714.285714285714,1.0,2014,9,7
0.0,0.0,1.0,0.0,75000.0,1.33,1.0,1.0,3.0,174.51,2.0,1.75,3.0,35.0,1.0,2,10666.666666666668,1.0,2014,12,11
0.0,0.0,0.0,0.0,125000.0,2.51,1.0,1.0,3.0,352.2,0.0,5.31,4.0,18.0,0.0,5,11350.0,1.0,2014,9,7
0.0,0.0,0.0,0.0,225000.0,1.98,0.0,0.0,3.0,375.17,0.0,17.93,4.0,45.0,1.0,3,10186.5,1.0,2013,9,7
0.0,0.0,0.0,0.0,225000.0,2.85,1.0,1.0,4.0,406.58,0.0,19.11,2.0,65.0,0.0,2,12000.0,1.0,2013,9,7
0.0,0.0,0.0,0.0,375000.0,2.61,1.0,1.0,4.0,144.08,0.0,26.66,4.0,35.0,1.0,2,16800.0,1.0,2014,0,20
0.0,0.0,1.0,0.0,225000.0,2.75,1.0,1.0,4.0,393.14,0.0,23.56,3.0,55.0,0.0,4,5646.666666666666,1.0,2014,4,4
0.0,0.0,0.0,0.0,175000.0,2.84,1.0,1.0,3.0,247.01,0.0,8.26,4.0,45.0,0.0,3,15300.0,1.0,2015,2,0
0.0,0.0,0.0,0.0,125000.0,2.62,1.0,1.0,3.0,525.34,0.0,3.27,2.0,75.0,0.0,2,6000.0,1.0,2014,11,9
0.0,0.0,0.0,0.0,225000.0,-1.35,1.0,1.0,3.0,497.41,10.0,5.52,4.0,55.0,0.0,3,31636.36363636364,1.0,2013,11,9
0.0,1.0,0.0,0.0,325000.0,2.57,1.0,1.0,3.0,198.56,2.0,13.92,3.0,55.0,0.0,3,13090.909090909092,1.0,2014,11,9
0.0,0.0,0.0,0.0,125000.0,2.81,1.0,1.0,3.0,427.0,1.0,3.43,1.0,55.0,1.0,1,9837.6,1.0,2014,1,14
0.0,0.0,1.0,0.0,500000.0,2.62,1.0,1.0,4.0,74.15,0.0,22.26,2.0,45.0,0.0,4,6533.333333333334,1.0,2014,2,0
0.0,0.0,0.0,0.0,325000.0,2.27,1.0,1.0,4.0,587.01,10.0,17.67,3.0,75.0,0.0,4,17647.058823529413,1.0,2013,11,9
0.0,0.0,0.0,0.0,375000.0,2.71,1.0,1.0,4.0,353.98,2.0,2.7,2.0,65.0,1.0,3,7030.5,1.0,2014,11,9
0.0,0.0,0.0,0.0,500000.0,0.24,1.0,1.0,4.0,580.95,0.0,9.67,4.0,45.0,0.0,4,15529.41176470588,1.0,2014,4,4
0.0,0.0,0.0,0.0,125000.0,1.31,1.0,1.0,3.0,95.95,1.0,16.59,6.0,45.0,0.0,3,15000.0,1.0,2013,12,11
0.0,0.0,0.0,0.0,325000.0,2.63,1.0,1.0,3.0,357.97,0.0,16.45,4.0,35.0,0.0,2,8062.5,1.0,2012,9,7
0.0,0.0,0.0,0.0,125000.0,2.78,1.0,1.0,4.0,176.67,0.0,3.57,4.0,45.0,1.0,2,4704.0,1.0,2013,9,7
0.0,0.0,0.0,0.0,425000.0,1.99,1.0,1.0,3.0,178.44,0.0,9.68,2.0,55.0,0.0,2,10891.578947368422,1.0,2013,2,0
0.0,0.0,1.0,0.0,75000.0,2.58,1.0,0.0,3.0,462.57,0.0,4.95,2.0,65.0,1.0,2,11625.0,1.0,2014,1,14
1.0,0.0,0.0,0.0,275000.0,-1.33,1.0,0.0,3.0,283.62,2.0,8.4,3.0,55.0,0.0,4,12480.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,0.0,1.0,1.0,4.0,965.85,0.0,21.2,5.0,35.0,0.0,3,11550.315789473683,1.0,2014,3,5
0.0,0.0,0.0,0.0,175000.0,1.11,1.0,1.0,3.0,184.45,0.0,9.02,1.0,55.0,1.0,2,8751.5,1.0,2013,9,7
1.0,1.0,0.0,0.0,125000.0,2.73,0.0,0.0,3.0,130.97,0.0,30.85,2.0,25.0,0.0,2,5076.923076923077,1.0,2014,3,5
0.0,0.0,0.0,0.0,125000.0,-3.0,1.0,1.0,4.0,217.65,0.0,9.31,5.0,35.0,0.0,3,7714.285714285715,1.0,2013,9,7
0.0,0.0,0.0,0.0,175000.0,2.7,1.0,1.0,4.0,498.54,0.0,25.05,3.0,55.0,0.0,3,16941.176470588234,1.0,2014,9,7
0.0,0.0,0.0,0.0,125000.0,2.69,1.0,1.0,3.0,988.82,3.0,20.55,2.0,75.0,0.0,5,14676.0,1.0,2014,11,9
0.0,0.0,1.0,0.0,225000.0,2.95,1.0,1.0,3.0,193.37,0.0,3.82,3.0,55.0,1.0,2,4000.0,1.0,2015,0,20
0.0,0.0,1.0,0.0,225000.0,2.62,1.0,1.0,4.0,402.09,1.0,8.04,2.0,45.0,0.0,4,8000.0,1.0,2014,11,9
0.0,1.0,0.0,0.0,125000.0,2.71,1.0,1.0,3.0,282.76,0.0,9.8,1.0,55.0,0.0,2,10117.5,1.0,2013,9,7
0.0,0.0,0.0,0.0,75000.0,0.0,1.0,1.0,3.0,529.38,0.0,11.09,2.0,55.0,0.0,2,8400.0,1.0,2014,0,20
0.0,0.0,0.0,0.0,75000.0,0.0,1.0,1.0,4.0,189.15,0.0,26.15,2.0,65.0,1.0,3,10615.384615384615,1.0,2014,9,7
0.0,0.0,0.0,0.0,475000.0,2.7,1.0,1.0,3.0,484.09,0.0,25.24,3.0,45.0,1.0,3,13000.0,1.0,2014,0,20
0.0,0.0,0.0,0.0,225000.0,2.92,1.0,1.0,4.0,496.61,0.0,10.77,4.0,35.0,1.0,2,8280.70588235294,1.0,2013,9,7
0.0,0.0,0.0,0.0,75000.0,2.72,1.0,1.0,3.0,283.28,0.0,26.08,1.0,65.0,0.0,2,10617.692307692309,1.0,2013,9,7
0.0,0.0,0.0,0.0,75000.0,2.7,1.0,1.0,3.0,114.2,2.0,10.98,1.0,55.0,1.0,2,10838.709677419356,1.0,2012,9,7
0.0,0.0,0.0,0.0,275000.0,0.92,1.0,1.0,3.0,347.97,3.0,74.42,4.0,45.0,0.0,3,16615.384615384613,1.0,2014,11,9
0.0,0.0,0.0,0.0,225000.0,2.82,1.0,1.0,4.0,338.15,0.0,12.16,2.0,75.0,1.0,3,8035.578947368422,1.0,2013,9,7
0.0,0.0,0.0,0.0,500000.0,2.81,1.0,1.0,3.0,275.49,5.0,13.27,2.0,65.0,0.0,4,12545.454545454546,1.0,2014,11,9
0.0,0.0,0.0,0.0,75000.0,1.01,1.0,0.0,3.0,408.56,0.0,31.61,3.0,35.0,0.0,2,16615.384615384613,1.0,2014,4,4
0.0,0.0,0.0,0.0,175000.0,-1.78,1.0,1.0,3.0,108.99,2.0,2.88,5.0,45.0,0.0,5,11400.0,1.0,2015,2,0
0.0,0.0,1.0,0.0,75000.0,2.72,1.0,1.0,3.0,325.66,3.0,44.71,1.0,80.0,0.0,1,18982.758620689656,1.0,2012,11,9
0.0,0.0,0.0,0.0,75000.0,2.64,1.0,1.0,4.0,1281.58,0.0,28.57,5.0,55.0,0.0,3,7894.736842105263,1.0,2013,9,7
0.0,0.0,0.0,0.0,125000.0,0.0,0.0,1.0,4.0,382.1,0.0,3.3,3.0,55.0,0.0,4,14478.260869565216,1.0,2013,4,4
0.0,0.0,0.0,0.0,125000.0,2.4,0.0,1.0,3.0,363.67,0.0,14.3,4.0,45.0,1.0,2,23294.117647058825,1.0,2013,9,7
0.0,0.0,0.0,0.0,175000.0,0.0,1.0,1.0,4.0,108.0,0.0,14.54,5.0,45.0,0.0,3,11814.285714285714,1.0,2013,9,7
0.0,0.0,0.0,0.0,75000.0,2.76,1.0,1.0,4.0,144.78,0.0,14.58,4.0,55.0,0.0,2,7881.2,1.0,2012,9,7
0.0,0.0,0.0,0.0,425000.0,2.8,1.0,1.0,3.0,224.09,0.0,0.57,4.0,55.0,0.0,4,6281.478260869564,1.0,2011,9,7
0.0,0.0,1.0,0.0,500000.0,1.09,1.0,1.0,4.0,161.81,0.0,13.51,5.0,45.0,0.0,3,4800.0,1.0,2013,9,7
0.0,0.0,1.0,0.0,125000.0,2.7,0.0,1.0,4.0,371.72,0.0,4.58,3.0,35.0,1.0,2,1800.0,1.0,2014,9,7
0.0,0.0,0.0,0.0,75000.0,-3.0,1.0,1.0,2.0,62.51,0.0,5.99,3.0,35.0,0.0,4,8100.0,1.0,2015,0,20
1.0,0.0,0.0,0.0,375000.0,0.28,1.0,1.0,3.0,312.89,1.0,10.41,2.0,55.0,0.0,3,22200.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,125000.0,1.11,1.0,1.0,2.0,303.18,30.0,18.0,4.0,55.0,0.0,3,37609.41176470588,1.0,2011,9,7
0.0,0.0,1.0,0.0,275000.0,2.42,1.0,1.0,3.0,331.4,4.0,7.48,5.0,45.0,1.0,2,18495.42857142857,1.0,2013,11,9
0.0,0.0,0.0,0.0,175000.0,2.44,1.0,1.0,3.0,231.65,0.0,16.1,5.0,55.0,1.0,4,7200.0,1.0,2013,9,7
0.0,0.0,0.0,0.0,500000.0,2.49,1.0,1.0,4.0,358.82,8.0,58.56,1.0,55.0,1.0,2,17488.153846153844,1.0,2013,11,9
0.0,0.0,0.0,0.0,225000.0,2.94,1.0,1.0,4.0,444.53,0.0,13.64,2.0,55.0,0.0,4,7200.0,1.0,2014,9,7
0.0,0.0,0.0,0.0,175000.0,2.75,1.0,1.0,3.0,246.15,0.0,4.03,2.0,55.0,0.0,3,10590.0,1.0,2013,9,7
0.0,1.0,0.0,0.0,125000.0,0.79,0.0,1.0,4.0,682.63,6.0,53.77,8.0,35.0,0.0,3,10666.666666666668,1.0,2014,12,11
0.0,0.0,1.0,0.0,500000.0,1.73,1.0,1.0,4.0,427.72,0.0,2.68,4.0,55.0,0.0,3,9497.5,1.0,2013,11,9
0.0,0.0,0.0,0.0,75000.0,2.83,1.0,0.0,2.0,290.83,0.0,20.86,2.0,45.0,0.0,2,10533.333333333334,1.0,2014,0,20
0.0,0.0,1.0,0.0,125000.0,2.48,1.0,1.0,4.0,88.21,0.0,4.91,4.0,35.0,1.0,2,6976.744186046512,1.0,2011,9,7
0.0,0.0,0.0,0.0,75000.0,2.26,1.0,1.0,4.0,366.45,0.0,23.64,3.0,45.0,1.0,5,11454.545454545454,1.0,2013,9,7
0.0,0.0,0.0,0.0,125000.0,2.73,1.0,1.0,4.0,612.74,0.0,17.94,3.0,35.0,0.0,3,10500.0,1.0,2013,9,7
1.0,0.0,0.0,0.0,275000.0,2.85,1.0,1.0,3.0,250.19,0.0,6.11,4.0,45.0,0.0,2,600.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,125000.0,0.0,1.0,1.0,2.0,1065.47,0.0,33.71,2.0,65.0,0.0,3,13636.363636363636,1.0,2013,2,0
0.0,0.0,1.0,0.0,125000.0,1.2,1.0,1.0,4.0,84.85,1.0,8.76,1.0,65.0,1.0,1,8016.0,1.0,2014,11,9
0.0,0.0,0.0,0.0,225000.0,2.78,1.0,1.0,4.0,949.86,0.0,2.82,4.0,45.0,1.0,2,7203.0,1.0,2011,9,7
0.0,0.0,0.0,0.0,175000.0,2.17,1.0,1.0,3.0,369.11,0.0,2.9,2.0,45.0,1.0,2,4978.723404255319,1.0,2011,9,7
0.0,1.0,0.0,0.0,225000.0,1.24,1.0,1.0,4.0,379.48,10.0,28.12,2.0,75.0,0.0,2,30705.88235294118,1.0,2013,11,9
0.0,0.0,0.0,0.0,175000.0,2.54,1.0,1.0,4.0,126.99,3.0,21.02,2.0,75.0,0.0,1,17355.6,1.0,2013,11,9
0.0,0.0,0.0,0.0,325000.0,-1.37,1.0,1.0,3.0,102.74,0.0,1.99,3.0,35.0,0.0,4,7065.4285714285725,1.0,2014,2,0
0.0,1.0,0.0,0.0,275000.0,0.0,1.0,1.0,4.0,415.94,0.0,11.75,4.0,25.0,0.0,5,3000.0,1.0,2015,2,0
0.0,0.0,1.0,0.0,75000.0,2.79,1.0,1.0,3.0,728.87,0.0,19.06,4.0,35.0,1.0,3,11437.5,1.0,2012,12,11
0.0,0.0,0.0,0.0,225000.0,-3.0,1.0,1.0,4.0,577.24,0.0,5.16,4.0,45.0,0.0,2,8400.0,1.0,2011,9,7
0.0,0.0,0.0,0.0,225000.0,0.0,1.0,1.0,3.0,338.07,0.0,4.03,4.0,35.0,0.0,2,8026.666666666667,1.0,2011,9,7
0.0,0.0,0.0,0.0,225000.0,1.49,1.0,1.0,4.0,316.71,0.0,25.29,3.0,45.0,0.0,2,10483.636363636364,1.0,2014,1,14
1.0,0.0,0.0,0.0,125000.0,2.59,1.0,1.0,4.0,420.1,0.0,5.18,6.0,45.0,0.0,4,12505.263157894737,1.0,2013,9,7
0.0,0.0,0.0,0.0,175000.0,2.82,1.0,1.0,3.0,378.03,0.0,1.81,4.0,55.0,1.0,3,10363.2,1.0,2013,12,11
0.0,0.0,1.0,0.0,325000.0,0.0,1.0,1.0,2.0,187.36,7.0,45.59,3.0,45.0,0.0,2,18500.0,1.0,2013,11,9
0.0,0.0,0.0,0.0,175000.0,-1.62,1.0,1.0,3.0,350.79,0.0,36.63,4.0,55.0,0.0,4,15316.0,1.0,2014,9,7
0.0,0.0,0.0,0.0,125000.0,2.57,1.0,1.0,4.0,629.99,0.0,13.57,2.0,45.0,1.0,3,6750.0,1.0,2013,9,7
0.0,0.0,0.0,0.0,125000.0,-1.57,1.0,1.0,3.0,85.15,0.0,1.75,4.0,45.0,0.0,3,11089.777777777776,1.0,2012,9,7
0.0,0.0,0.0,0.0,275000.0,2.67,1.0,1.0,4.0,218.63,3.0,10.93,4.0,45.0,0.0,2,10202.117647058823,1.0,2013,11,9
0.0,0.0,0.0,0.0,125000.0,0.28,1.0,1.0,2.0,136.74,0.0,24.73,2.0,55.0,1.0,2,14409.857142857143,1.0,2012,9,7
0.0,0.0,0.0,0.0,475000.0,2.71,1.0,1.0,4.0,201.09,0.0,16.05,2.0,75.0,0.0,3,4971.428571428572,1.0,2013,2,0
0.0,0.0,0.0,0.0,175000.0,2.6,0.0,1.0,4.0,206.66,0.0,11.29,3.0,25.0,0.0,3,7411.764705882353,1.0,2014,1,14
