Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,Target,Model Year,Manufacture,Model
0.0,0.0,0.0,0.0,125000.0,2.75,1.0,1.0,3.0,184.16,0.0,32.13,3.0,55.0,0.0,3,21654.545454545456,1.0,2015,0,20
0.0,0.0,1.0,0.0,175000.0,2.8,1.0,1.0,4.0,389.42,0.0,1.42,2.0,65.0,0.0,2,9272.727272727272,1.0,2015,9,7
0.0,0.0,1.0,0.0,475000.0,2.65,1.0,1.0,4.0,370.18,0.0,27.94,7.0,45.0,0.0,5,16500.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,2.78,1.0,1.0,4.0,1276.4,0.0,8.86,3.0,45.0,1.0,2,10628.571428571428,1.0,2015,9,7
0.0,0.0,1.0,0.0,500000.0,1.74,1.0,1.0,4.0,20.14,2.0,41.59,3.0,65.0,0.0,2,13000.0,1.0,2015,11,9
1.0,0.0,0.0,0.0,500000.0,-1.47,1.0,1.0,3.0,985.69,18.0,25.22,7.0,55.0,0.0,4,22400.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,225000.0,0.54,1.0,1.0,4.0,374.85,0.0,28.94,2.0,55.0,0.0,2,31636.36363636364,1.0,2016,9,7
0.0,0.0,0.0,0.0,325000.0,-3.0,1.0,1.0,3.0,203.77,6.0,3.84,3.0,45.0,0.0,3,7714.285714285715,1.0,2016,11,9
0.0,0.0,1.0,0.0,225000.0,2.52,1.0,0.0,4.0,296.37,0.0,3.37,2.0,45.0,0.0,2,4125.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,225000.0,2.53,1.0,1.0,4.0,159.11,0.0,20.41,2.0,55.0,0.0,2,10653.0,1.0,2015,0,20
0.0,0.0,0.0,0.0,500000.0,2.5,1.0,1.0,3.0,111.97,2.0,0.03,5.0,55.0,0.0,5,25400.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,225000.0,-2.94,1.0,1.0,2.0,372.44,20.0,42.77,3.0,55.0,1.0,3,18822.666666666668,1.0,2015,11,9
1.0,0.0,0.0,0.0,500000.0,2.36,1.0,1.0,3.0,166.73,12.0,5.46,2.0,80.0,0.0,3,15101.25,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,2.6,1.0,1.0,4.0,298.79,3.0,1.55,2.0,65.0,0.0,2,5400.0,1.0,2016,11,9
1.0,0.0,0.0,0.0,125000.0,2.77,0.0,1.0,2.0,250.53,0.0,12.27,3.0,55.0,0.0,2,8540.0,1.0,2015,9,7
0.0,1.0,0.0,0.0,175000.0,-1.86,1.0,1.0,3.0,453.91,0.0,19.23,2.0,45.0,1.0,3,12240.0,1.0,2016,13,17
1.0,1.0,0.0,0.0,175000.0,2.76,1.0,1.0,4.0,103.2,0.0,7.02,4.0,45.0,0.0,3,10050.0,1.0,2016,9,7
0.0,0.0,0.0,0.0,225000.0,2.74,1.0,1.0,4.0,409.32,45.0,91.44,3.0,45.0,0.0,2,162000.0,1.0,2016,11,9
0.0,1.0,1.0,0.0,275000.0,1.3,1.0,1.0,3.0,387.89,8.0,13.69,2.0,35.0,0.0,3,13500.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,225000.0,1.66,0.0,1.0,3.0,301.16,0.0,7.79,3.0,35.0,0.0,4,3600.0,1.0,2016,2,0
0.0,0.0,0.0,0.0,175000.0,0.57,0.0,0.0,4.0,398.37,0.0,10.85,2.0,45.0,0.0,2,1122.5806451612902,1.0,2016,2,0
0.0,0.0,0.0,0.0,225000.0,-3.0,1.0,1.0,4.0,371.8,0.0,28.37,5.0,35.0,1.0,2,13028.57142857143,1.0,2015,9,7
0.0,0.0,1.0,0.0,75000.0,2.55,0.0,1.0,4.0,900.56,1.0,18.9,2.0,35.0,1.0,2,7500.0,1.0,2016,13,17
0.0,0.0,0.0,0.0,225000.0,2.84,1.0,1.0,4.0,758.27,0.0,0.11,4.0,55.0,0.0,4,4200.0,1.0,2016,13,17
0.0,1.0,0.0,0.0,225000.0,2.6,1.0,1.0,4.0,372.9,0.0,14.86,3.0,45.0,0.0,3,11000.0,1.0,2016,2,0
0.0,0.0,0.0,0.0,275000.0,2.61,0.0,0.0,4.0,456.9,29.0,9.25,1.0,45.0,0.0,2,13800.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,2.29,1.0,1.0,4.0,124.35,10.0,30.27,5.0,55.0,0.0,4,26640.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,175000.0,2.3,1.0,1.0,4.0,4041.57,0.0,13.85,4.0,45.0,0.0,2,9895.636363636364,1.0,2016,6,13
0.0,1.0,0.0,0.0,500000.0,2.71,1.0,1.0,2.0,211.94,0.0,20.39,3.0,65.0,0.0,5,32592.0,1.0,2017,11,9
0.0,1.0,0.0,0.0,325000.0,1.07,1.0,1.0,2.0,319.71,10.0,17.43,2.0,55.0,1.0,2,11454.545454545454,1.0,2015,11,9
0.0,0.0,0.0,0.0,500000.0,2.72,1.0,1.0,3.0,402.86,0.0,24.91,2.0,45.0,0.0,3,12000.0,1.0,2015,0,20
0.0,0.0,0.0,0.0,275000.0,0.51,1.0,1.0,4.0,376.86,0.0,15.16,4.0,45.0,0.0,2,10285.714285714286,1.0,2016,13,17
0.0,0.0,0.0,0.0,275000.0,2.68,0.0,1.0,4.0,133.34,0.0,27.81,4.0,45.0,0.0,2,12000.0,1.0,2016,13,17
0.0,0.0,1.0,0.0,175000.0,2.77,0.0,0.0,4.0,408.26,0.0,7.06,2.0,35.0,0.0,2,5028.0,1.0,2015,0,20
0.0,0.0,0.0,0.0,175000.0,2.74,1.0,1.0,3.0,404.52,0.0,13.32,3.0,45.0,0.0,2,6300.0,1.0,2016,13,17
0.0,1.0,0.0,0.0,125000.0,2.17,0.0,0.0,2.0,79.02,0.0,13.87,2.0,35.0,1.0,2,10800.0,1.0,2016,2,0
0.0,0.0,1.0,0.0,175000.0,2.65,1.0,1.0,4.0,146.41,0.0,3.34,4.0,45.0,0.0,2,11250.0,1.0,2016,13,17
0.0,0.0,0.0,0.0,125000.0,2.42,1.0,1.0,3.0,504.72,0.0,20.45,2.0,35.0,0.0,3,9840.0,1.0,2016,13,17
0.0,0.0,0.0,0.0,225000.0,0.91,0.0,1.0,3.0,755.15,2.0,10.3,3.0,45.0,1.0,3,10938.0,1.0,2016,9,7
1.0,0.0,0.0,0.0,175000.0,2.52,1.0,0.0,3.0,78.18,0.0,2.89,3.0,35.0,0.0,3,13333.333333333332,1.0,2015,0,20
0.0,0.0,0.0,0.0,125000.0,1.5,1.0,1.0,3.0,364.94,0.0,6.36,5.0,45.0,0.0,3,4893.333333333333,1.0,2016,13,17
0.0,0.0,0.0,0.0,175000.0,2.99,1.0,1.0,4.0,118.41,0.0,21.78,2.0,35.0,0.0,2,14705.142857142857,1.0,2015,9,7
0.0,0.0,0.0,0.0,375000.0,2.78,1.0,0.0,4.0,484.46,0.0,26.26,2.0,35.0,0.0,2,11454.545454545454,1.0,2015,9,7
0.0,1.0,0.0,0.0,175000.0,2.04,1.0,0.0,3.0,359.86,0.0,11.24,4.0,45.0,0.0,2,6666.666666666666,1.0,2015,9,7
0.0,0.0,1.0,0.0,75000.0,0.0,1.0,1.0,2.0,811.33,0.0,16.85,2.0,75.0,0.0,2,11086.0,1.0,2016,9,7
0.0,0.0,0.0,0.0,75000.0,2.74,0.0,0.0,3.0,200.81,0.0,13.89,2.0,35.0,0.0,2,10502.0,1.0,2016,2,0
0.0,1.0,0.0,0.0,275000.0,2.23,1.0,1.0,3.0,205.24,10.0,5.32,2.0,45.0,0.0,2,9272.727272727272,1.0,2015,11,9
0.0,0.0,0.0,0.0,125000.0,0.46,1.0,1.0,3.0,520.61,5.0,14.0,2.0,55.0,0.0,2,13411.764705882351,1.0,2015,11,9
0.0,1.0,0.0,0.0,275000.0,2.56,1.0,0.0,4.0,455.75,0.0,3.63,4.0,35.0,0.0,2,13255.384615384612,1.0,2015,9,7
0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,3.0,347.87,0.0,7.36,2.0,35.0,0.0,2,7000.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,275000.0,2.39,1.0,0.0,3.0,175.21,1.0,16.23,3.0,65.0,0.0,3,10682.4,1.0,2016,6,13
0.0,0.0,1.0,0.0,275000.0,2.97,1.0,1.0,2.0,128.88,0.0,14.72,4.0,55.0,1.0,4,5485.714285714286,1.0,2015,11,9
0.0,0.0,0.0,0.0,275000.0,2.6,1.0,1.0,2.0,361.81,6.0,3.38,3.0,55.0,1.0,4,6619.200000000001,1.0,2015,11,9
0.0,0.0,0.0,0.0,225000.0,2.87,0.0,0.0,3.0,216.89,0.0,7.71,2.0,25.0,0.0,2,3450.8571428571427,1.0,2015,9,7
0.0,0.0,0.0,0.0,75000.0,0.68,0.0,0.0,2.0,74.75,0.0,6.85,2.0,25.0,0.0,2,9066.666666666666,1.0,2016,13,17
0.0,0.0,0.0,0.0,125000.0,-3.0,1.0,0.0,4.0,266.96,0.0,17.35,4.0,35.0,0.0,3,12429.6,1.0,2015,9,7
0.0,0.0,0.0,0.0,175000.0,-2.13,1.0,0.0,2.0,217.75,0.0,28.77,6.0,45.0,0.0,2,17269.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,175000.0,0.3,1.0,1.0,4.0,394.34,0.0,28.04,4.0,35.0,1.0,2,13500.0,1.0,2016,6,13
1.0,1.0,0.0,0.0,275000.0,2.72,1.0,0.0,3.0,274.49,3.0,28.3,2.0,45.0,1.0,3,6000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,225000.0,2.83,1.0,0.0,4.0,474.86,0.0,7.05,5.0,45.0,0.0,3,7237.92,1.0,2015,9,7
0.0,0.0,0.0,0.0,275000.0,2.78,1.0,1.0,3.0,383.75,0.0,5.2,4.0,55.0,0.0,2,8546.76923076923,1.0,2015,9,7
0.0,1.0,0.0,0.0,275000.0,2.59,1.0,1.0,3.0,397.6,0.0,34.96,3.0,45.0,0.0,4,44000.0,1.0,2015,13,17
0.0,0.0,0.0,0.0,225000.0,1.33,1.0,1.0,3.0,530.53,0.0,48.48,2.0,55.0,0.0,4,26250.0,1.0,2015,13,17
0.0,0.0,0.0,0.0,175000.0,2.7,1.0,1.0,4.0,238.26,0.0,5.07,4.0,35.0,0.0,2,16800.0,1.0,2016,13,17
0.0,0.0,0.0,0.0,125000.0,-2.03,1.0,0.0,4.0,148.58,0.0,24.35,1.0,45.0,0.0,2,15000.0,1.0,2015,0,20
0.0,0.0,1.0,0.0,275000.0,0.0,1.0,1.0,3.0,267.8,0.0,13.3,3.0,45.0,0.0,2,8400.0,1.0,2016,2,0
0.0,0.0,0.0,0.0,75000.0,2.6,0.0,0.0,4.0,97.16,1.0,14.02,1.0,55.0,1.0,1,87272.72727272728,1.0,2015,9,7
0.0,0.0,0.0,0.0,275000.0,-2.86,1.0,1.0,4.0,291.65,13.0,30.97,2.0,55.0,0.0,2,25363.63636363636,1.0,2015,11,9
0.0,1.0,0.0,0.0,175000.0,2.6,1.0,1.0,4.0,394.12,0.0,8.83,4.0,55.0,0.0,3,16800.0,1.0,2016,9,7
0.0,1.0,0.0,0.0,475000.0,0.87,1.0,1.0,4.0,242.75,1.0,51.18,4.0,45.0,0.0,2,12000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,2.62,0.0,0.0,3.0,124.15,0.0,2.38,2.0,35.0,0.0,2,3534.8571428571427,1.0,2016,2,0
0.0,0.0,1.0,0.0,175000.0,2.52,1.0,1.0,4.0,233.51,0.0,4.21,4.0,45.0,0.0,2,11280.0,1.0,2016,9,7
0.0,0.0,0.0,0.0,125000.0,1.4,1.0,1.0,4.0,58.96,10.0,2.7,3.0,45.0,0.0,1,6452.727272727273,1.0,2015,11,9
0.0,1.0,0.0,0.0,175000.0,-3.0,1.0,1.0,3.0,416.52,0.0,7.93,4.0,55.0,0.0,2,9526.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,125000.0,2.83,1.0,1.0,3.0,282.58,0.0,22.91,2.0,35.0,0.0,2,7206.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,125000.0,2.82,0.0,0.0,3.0,610.88,5.0,1.54,1.0,35.0,0.0,1,12000.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,2.93,1.0,1.0,4.0,381.72,0.0,23.98,2.0,55.0,1.0,2,26250.0,1.0,2015,9,7
0.0,1.0,0.0,0.0,475000.0,1.72,1.0,1.0,2.0,101.57,20.0,5.11,2.0,75.0,0.0,4,9768.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,125000.0,2.42,0.0,1.0,4.0,227.62,3.0,2.49,5.0,55.0,0.0,3,10500.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,500000.0,2.73,1.0,1.0,4.0,317.57,4.0,9.25,3.0,45.0,0.0,3,21600.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,2.39,1.0,1.0,4.0,362.7,0.0,18.41,4.0,45.0,0.0,2,12734.4,1.0,2015,9,7
0.0,0.0,0.0,0.0,425000.0,2.61,1.0,1.0,4.0,120.86,0.0,8.44,2.0,75.0,1.0,2,3437.1428571428573,1.0,2016,9,7
0.0,0.0,0.0,0.0,225000.0,2.21,1.0,1.0,3.0,484.94,0.0,14.68,2.0,55.0,1.0,5,10500.0,1.0,2015,9,7
0.0,0.0,1.0,0.0,225000.0,2.76,1.0,1.0,4.0,932.96,0.0,6.34,4.0,55.0,1.0,3,3264.0,1.0,2015,9,7
0.0,1.0,1.0,0.0,175000.0,2.45,1.0,1.0,2.0,87.58,3.0,19.5,2.0,25.0,1.0,2,13846.153846153846,1.0,2015,9,7
0.0,0.0,0.0,0.0,275000.0,2.77,0.0,0.0,3.0,133.51,1.0,5.65,2.0,35.0,0.0,2,4000.0,1.0,2016,13,17
0.0,0.0,0.0,0.0,175000.0,1.02,1.0,1.0,4.0,208.79,45.0,17.45,3.0,65.0,0.0,2,5610.909090909091,1.0,2013,9,7
0.0,0.0,0.0,0.0,325000.0,-0.58,1.0,1.0,3.0,311.72,15.0,32.45,5.0,35.0,0.0,2,16200.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,375000.0,2.44,1.0,1.0,4.0,423.41,2.0,18.93,5.0,45.0,0.0,2,12428.57142857143,1.0,2015,11,9
0.0,1.0,0.0,0.0,125000.0,2.45,1.0,1.0,3.0,1727.16,0.0,6.88,5.0,45.0,0.0,2,316112.7272727273,1.0,2015,9,7
0.0,0.0,1.0,0.0,375000.0,2.37,1.0,1.0,4.0,100.94,3.0,2.12,2.0,65.0,0.0,2,9484.8,1.0,2015,11,9
0.0,0.0,0.0,0.0,125000.0,2.62,1.0,1.0,3.0,202.88,4.0,14.29,3.0,45.0,1.0,2,20498.18181818182,1.0,2015,9,7
0.0,1.0,0.0,0.0,500000.0,-0.85,1.0,1.0,4.0,234.06,0.0,15.9,4.0,45.0,1.0,3,11400.0,1.0,2015,0,20
0.0,0.0,0.0,0.0,225000.0,1.26,1.0,1.0,3.0,130.43,6.0,19.89,3.0,65.0,0.0,5,12923.076923076922,1.0,2015,11,9
0.0,0.0,1.0,0.0,325000.0,2.81,1.0,0.0,3.0,215.44,3.0,49.47,3.0,45.0,1.0,2,14328.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,275000.0,2.49,1.0,1.0,4.0,293.82,3.0,5.18,4.0,45.0,1.0,5,10666.666666666668,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,0.52,1.0,1.0,3.0,103.26,0.0,20.13,2.0,35.0,1.0,3,6000.0,1.0,2014,9,7
0.0,0.0,0.0,0.0,75000.0,2.74,1.0,1.0,3.0,376.0,2.0,4.95,1.0,75.0,0.0,1,12009.6,1.0,2016,11,9
0.0,0.0,0.0,0.0,325000.0,1.26,1.0,1.0,3.0,146.23,15.0,2.98,2.0,65.0,0.0,2,14742.857142857143,1.0,2015,11,9
0.0,0.0,0.0,0.0,325000.0,2.65,1.0,1.0,3.0,365.53,0.0,25.55,5.0,55.0,0.0,3,13333.333333333332,1.0,2015,13,17
0.0,0.0,0.0,0.0,225000.0,2.5,0.0,0.0,4.0,542.83,0.0,11.23,4.0,35.0,0.0,2,7272.727272727272,1.0,2013,9,7
0.0,0.0,0.0,1.0,225000.0,-3.0,1.0,1.0,2.0,646.79,0.0,25.53,2.0,55.0,0.0,3,13350.0,1.0,2016,13,17
0.0,0.0,1.0,0.0,275000.0,0.36,1.0,1.0,3.0,372.86,0.0,21.94,4.0,45.0,1.0,3,6685.714285714285,1.0,2015,9,7
0.0,1.0,0.0,0.0,50000.0,2.64,1.0,1.0,3.0,110.15,2.0,6.4,2.0,25.0,0.0,3,7669.09090909091,1.0,2015,2,0
0.0,0.0,0.0,0.0,325000.0,2.67,1.0,1.0,4.0,243.56,0.0,3.96,4.0,45.0,0.0,5,6300.0,1.0,2016,2,0
0.0,0.0,0.0,0.0,75000.0,1.73,0.0,0.0,3.0,243.67,0.0,5.23,2.0,25.0,0.0,2,12375.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,225000.0,0.86,1.0,1.0,4.0,284.22,0.0,19.36,4.0,55.0,0.0,3,12000.0,1.0,2015,9,7
0.0,1.0,0.0,0.0,500000.0,0.0,1.0,1.0,2.0,467.07,15.0,6.21,5.0,55.0,0.0,5,23815.2,1.0,2016,11,9
0.0,0.0,0.0,0.0,275000.0,1.55,1.0,1.0,4.0,460.04,0.0,23.3,2.0,35.0,1.0,2,12190.5,1.0,2015,9,7
0.0,0.0,0.0,0.0,125000.0,1.09,1.0,1.0,4.0,348.97,3.0,3.39,3.0,75.0,0.0,2,10875.0,1.0,2015,11,9
1.0,0.0,0.0,0.0,125000.0,2.59,1.0,1.0,3.0,98.16,0.0,19.66,2.0,65.0,1.0,2,6168.0,1.0,2016,13,17
0.0,0.0,1.0,0.0,175000.0,0.64,1.0,1.0,3.0,542.83,0.0,19.37,3.0,65.0,0.0,3,10285.714285714286,1.0,2015,9,7
0.0,0.0,0.0,0.0,175000.0,-2.44,1.0,1.0,3.0,145.76,0.0,12.86,4.0,45.0,0.0,2,11400.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,225000.0,2.68,1.0,1.0,4.0,366.21,0.0,13.98,4.0,45.0,0.0,2,14857.142857142857,1.0,2015,9,7
0.0,0.0,0.0,0.0,325000.0,2.59,1.0,1.0,3.0,359.83,1.0,27.61,4.0,35.0,0.0,2,13000.0,1.0,2015,11,9
0.0,0.0,1.0,0.0,75000.0,2.53,1.0,1.0,3.0,388.68,2.0,2.92,2.0,65.0,1.0,2,10023.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,225000.0,0.0,1.0,1.0,3.0,388.2,0.0,25.64,4.0,55.0,1.0,4,18958.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,500000.0,1.31,1.0,1.0,4.0,817.76,4.0,19.04,5.0,55.0,0.0,4,16363.636363636364,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,-0.41,1.0,1.0,4.0,309.12,0.0,7.65,1.0,35.0,1.0,2,12666.666666666668,1.0,2015,9,7
0.0,0.0,1.0,0.0,375000.0,2.76,1.0,1.0,3.0,427.42,0.0,12.63,3.0,35.0,1.0,3,8856.0,1.0,2016,13,17
0.0,0.0,0.0,0.0,125000.0,2.64,1.0,1.0,4.0,410.92,0.0,20.31,4.0,45.0,1.0,2,9428.571428571428,1.0,2015,9,7
0.0,0.0,0.0,0.0,375000.0,-2.07,1.0,1.0,4.0,113.3,0.0,6.97,3.0,35.0,0.0,2,6600.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,75000.0,2.1,1.0,1.0,3.0,124.7,4.0,1.23,6.0,25.0,0.0,3,4500.0,1.0,2016,11,9
0.0,0.0,1.0,0.0,225000.0,2.27,1.0,1.0,3.0,273.83,0.0,8.52,2.0,45.0,1.0,2,4500.0,1.0,2015,2,0
0.0,0.0,1.0,0.0,175000.0,0.0,1.0,1.0,3.0,259.92,4.0,34.01,3.0,35.0,0.0,4,72528.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,75000.0,2.76,1.0,1.0,4.0,994.96,5.0,22.59,2.0,65.0,0.0,2,10002.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,1.28,1.0,1.0,3.0,139.27,0.0,13.66,1.0,55.0,1.0,2,10092.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,500000.0,2.11,1.0,1.0,4.0,454.36,3.0,16.02,2.0,65.0,0.0,5,10532.4,1.0,2016,11,9
0.0,0.0,0.0,0.0,225000.0,2.16,1.0,1.0,3.0,294.96,1.0,22.59,3.0,55.0,0.0,2,16170.0,1.0,2015,11,9
1.0,0.0,0.0,0.0,175000.0,2.79,1.0,1.0,2.0,139.5,0.0,10.14,2.0,35.0,1.0,2,9729.0,1.0,2015,0,20
0.0,0.0,0.0,0.0,500000.0,-2.1,1.0,1.0,4.0,238.59,2.0,17.83,3.0,55.0,0.0,3,14200.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,425000.0,0.39,1.0,1.0,3.0,255.15,1.0,19.93,4.0,45.0,0.0,2,15000.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,275000.0,-2.14,1.0,1.0,3.0,1085.62,2.0,19.71,4.0,45.0,0.0,2,15360.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,1.48,0.0,0.0,4.0,966.7,0.0,13.95,2.0,35.0,1.0,2,13500.0,1.0,2016,13,17
0.0,0.0,1.0,0.0,275000.0,2.62,1.0,1.0,4.0,316.46,6.0,47.93,6.0,45.0,1.0,3,22666.666666666668,1.0,2015,11,9
0.0,0.0,0.0,0.0,325000.0,-2.76,1.0,1.0,2.0,296.56,2.0,49.1,3.0,45.0,0.0,4,14400.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,275000.0,1.4,1.0,1.0,3.0,178.13,0.0,22.31,3.0,45.0,0.0,2,12500.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,75000.0,2.75,1.0,0.0,2.0,119.95,1.0,4.73,5.0,65.0,1.0,1,5827.200000000001,1.0,2016,13,17
0.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,3.0,435.27,0.0,17.74,2.0,25.0,1.0,2,10400.0,1.0,2016,2,0
0.0,0.0,0.0,0.0,175000.0,2.69,1.0,1.0,3.0,80.04,2.0,8.99,4.0,55.0,1.0,2,8000.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,500000.0,2.58,1.0,1.0,4.0,252.43,6.0,10.01,1.0,55.0,1.0,1,6000.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,125000.0,0.28,1.0,1.0,3.0,1596.29,1.0,21.46,4.0,35.0,0.0,3,15300.0,1.0,2016,9,7
0.0,0.0,0.0,0.0,125000.0,1.22,1.0,1.0,4.0,377.67,0.0,37.15,5.0,25.0,0.0,3,10500.0,1.0,2015,9,7
0.0,1.0,0.0,0.0,325000.0,2.7,1.0,1.0,4.0,193.56,4.0,42.05,2.0,55.0,0.0,4,14196.461538461535,1.0,2014,11,9
0.0,0.0,0.0,0.0,275000.0,2.72,1.0,1.0,4.0,136.99,0.0,20.68,2.0,65.0,0.0,2,8290.90909090909,1.0,2015,11,9
0.0,0.0,0.0,0.0,125000.0,2.63,1.0,1.0,4.0,199.47,0.0,16.68,4.0,65.0,1.0,3,10176.0,1.0,2015,9,7
0.0,1.0,0.0,0.0,325000.0,2.52,1.0,1.0,4.0,110.45,12.0,26.74,3.0,55.0,1.0,3,15500.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,425000.0,1.55,1.0,1.0,4.0,15.55,0.0,671.06,2.0,75.0,0.0,3,4000.0,1.0,2015,9,7
1.0,0.0,0.0,0.0,175000.0,1.2,1.0,1.0,4.0,390.84,20.0,3.52,4.0,35.0,0.0,2,16363.636363636364,1.0,2015,11,9
0.0,0.0,1.0,0.0,125000.0,1.64,1.0,1.0,4.0,736.77,0.0,15.56,2.0,35.0,1.0,2,8640.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,75000.0,1.41,1.0,1.0,3.0,266.9,0.0,15.25,3.0,35.0,0.0,2,8719.5,1.0,2016,2,0
0.0,0.0,0.0,0.0,225000.0,0.74,1.0,1.0,4.0,492.03,0.0,1.8,4.0,55.0,0.0,2,12970.5,1.0,2015,9,7
0.0,0.0,1.0,0.0,500000.0,2.28,1.0,1.0,4.0,368.79,1.0,13.72,2.0,65.0,1.0,2,14341.0,1.0,2015,11,9
1.0,1.0,1.0,0.0,275000.0,2.65,1.0,1.0,3.0,135.33,0.0,46.61,2.0,45.0,0.0,2,13066.666666666668,1.0,2016,9,7
0.0,0.0,0.0,0.0,275000.0,-2.98,1.0,1.0,4.0,496.56,12.0,1.56,1.0,65.0,0.0,2,18304.28571428572,1.0,2015,11,9
0.0,1.0,0.0,0.0,125000.0,0.94,1.0,1.0,4.0,361.62,0.0,5.53,3.0,55.0,1.0,4,6230.0,1.0,2016,2,0
0.0,0.0,0.0,0.0,125000.0,0.14,0.0,0.0,4.0,275.84,0.0,3.82,4.0,45.0,0.0,2,6857.142857142857,1.0,2015,0,20
0.0,0.0,1.0,0.0,275000.0,2.79,1.0,1.0,4.0,492.03,6.0,34.93,3.0,35.0,0.0,3,18101.64705882353,1.0,2015,11,9
0.0,1.0,0.0,0.0,500000.0,2.64,1.0,1.0,4.0,345.91,1.0,6.64,5.0,55.0,0.0,4,4575.0,1.0,2015,11,9
1.0,0.0,1.0,0.0,175000.0,2.78,1.0,1.0,4.0,276.4,0.0,16.39,4.0,55.0,1.0,4,9000.0,1.0,2016,13,17
0.0,0.0,0.0,0.0,225000.0,2.73,1.0,1.0,4.0,354.88,0.0,23.46,5.0,45.0,1.0,3,12510.0,1.0,2015,9,7
0.0,1.0,0.0,0.0,175000.0,2.42,1.0,1.0,3.0,939.67,0.0,1.18,3.0,55.0,0.0,2,15814.5,1.0,2015,9,7
0.0,0.0,1.0,0.0,325000.0,2.76,1.0,1.0,3.0,402.18,4.0,21.22,4.0,45.0,0.0,3,13699.2,1.0,2015,11,9
0.0,0.0,0.0,0.0,75000.0,2.76,1.0,1.0,4.0,377.25,20.0,100.39,1.0,75.0,0.0,2,11750.76923076923,1.0,2015,11,9
0.0,0.0,0.0,0.0,175000.0,2.64,1.0,1.0,3.0,668.65,0.0,7.8,2.0,65.0,0.0,2,6000.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,125000.0,2.65,1.0,1.0,3.0,118.95,0.0,15.62,5.0,35.0,0.0,2,9483.75,1.0,2015,9,7
0.0,1.0,0.0,0.0,275000.0,2.58,1.0,1.0,3.0,113.71,1.0,6.0,2.0,65.0,0.0,2,5965.5,1.0,2015,11,9
0.0,0.0,0.0,0.0,125000.0,2.78,1.0,1.0,3.0,147.44,0.0,15.28,4.0,45.0,0.0,2,10080.0,1.0,2015,9,7
0.0,0.0,0.0,0.0,175000.0,2.78,1.0,0.0,3.0,283.41,0.0,16.06,4.0,35.0,1.0,2,3938.181818181818,1.0,2015,9,7
0.0,0.0,0.0,0.0,325000.0,-2.29,1.0,1.0,3.0,857.56,3.0,14.28,2.0,45.0,0.0,3,12800.0,1.0,2015,11,9
0.0,0.0,0.0,0.0,500000.0,2.65,1.0,1.0,4.0,143.32,2.0,7.2,4.0,45.0,0.0,2,2817.230769230769,1.0,2016,11,9
0.0,0.0,0.0,0.0,375000.0,1.63,1.0,0.0,4.0,401.81,1.0,14.68,5.0,35.0,0.0,2,12000.0,1.0,2015,9,7
