,Month Submitted,Year Submitted,lastpage. Last page,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate,"FCV, BEV Dummy",Model Year,Manufacturer,Model
17096,6,2017,45.0,0,0,0,0,125000.0,2,1,1,3,229.11,0,15.36,4,35,0,2,9000,1.0,2016,Volkswagen,e-Golf
17123,6,2017,45.0,0,0,0,0,175000.0,2,1,1,3,390.69,0,18.44,4,55,0,3,3300,1.0,2016,Volkswagen,e-Golf
17124,6,2017,45.0,0,0,0,0,175000.0,-2,1,0,3,265.59,2,9.7,2,25,0,3,11200,1.0,2016,Tesla,Model X
17127,6,2017,45.0,0,1,0,0,125000.0,2,1,0,3,407.3,0,3.32,4,45,0,2,4536,1.0,2016,Volkswagen,e-Golf
17131,6,2017,45.0,0,0,0,0,175000.0,-1,1,1,4,130.06,0,9.57,2,35,0,2,8000,1.0,2016,Volkswagen,e-Golf
17139,6,2017,45.0,0,1,0,0,225000.0,2,1,1,4,231.09,1,20.9,2,45,1,2,5520,1.0,2016,Nissan,Leaf
17146,6,2017,45.0,0,1,0,0,125000.0,0,1,1,3,581.58,2,12.71,2,65,1,3,11702,1.0,2017,Tesla,Model S
17147,6,2017,45.0,0,0,1,0,125000.0,2,1,0,2,368.96,3,5.12,2,35,0,2,11485,1.0,2016,Volkswagen,e-Golf
17148,6,2017,45.0,1,0,0,0,425000.0,1,1,1,4,69.44,0,21.17,3,35,0,2,7714,1.0,2015,BMW,i3
17150,6,2017,45.0,0,0,1,0,175000.0,2,1,1,4,426.7,0,9.79,2,65,0,2,8913,1.0,2016,Volkswagen,e-Golf
17163,6,2017,45.0,0,0,0,0,125000.0,1,1,0,2,100.05,3,12.72,1,65,0,1,10600,1.0,2016,Tesla,Model X
17164,6,2017,45.0,0,0,0,0,75000.0,2,1,1,4,87.88,0,7.63,4,45,0,2,5944,1.0,2016,Volkswagen,e-Golf
17166,6,2017,45.0,0,0,0,0,50000.0,2,0,1,3,155.85,0,6.12,5,35,0,2,16080,1.0,2016,Volkswagen,e-Golf
17176,6,2017,45.0,0,1,0,0,125000.0,2,1,1,3,226.07,0,9.55,4,55,0,2,7020,1.0,2016,Volkswagen,e-Golf
17186,6,2017,45.0,0,1,0,0,175000.0,1,1,1,4,238.64,6,26.84,5,45,0,2,13000,1.0,2016,Tesla,Model X
17193,6,2017,45.0,0,0,0,0,225000.0,2,1,1,4,435.1,2,30.05,4,55,0,3,15615,1.0,2016,Tesla,Model X
17196,6,2017,45.0,0,0,0,0,125000.0,2,0,0,4,390.49,0,5.27,1,25,0,2,5485,1.0,2016,Volkswagen,e-Golf
17197,6,2017,45.0,0,0,0,0,125000.0,1,1,1,3,348.33,0,13.74,4,45,0,3,8200,1.0,2016,Volkswagen,e-Golf
17200,6,2017,45.0,0,1,0,0,175000.0,2,1,1,4,274.96,0,33.11,4,45,0,2,11250,1.0,2016,Volkswagen,e-Golf
17201,6,2017,45.0,0,0,0,0,75000.0,2,0,1,3,1019.39,1,19.74,2,35,0,3,12000,1.0,2016,Volkswagen,e-Golf
17203,6,2017,45.0,0,0,1,0,375000.0,2,1,1,3,389.82,10,71.59,2,65,1,2,12272,1.0,2016,Tesla,Model X
17204,6,2017,45.0,0,1,0,0,275000.0,0,1,1,4,201.29,3,15.38,2,35,0,2,19200,1.0,2016,Tesla,Model X
17205,6,2017,45.0,0,1,0,0,125000.0,2,1,1,4,350.27,0,12.94,3,35,0,3,6545,1.0,2016,Volkswagen,e-Golf
17209,6,2017,45.0,0,0,0,0,275000.0,2,1,0,4,833.4,0,28.21,2,35,0,2,5200,1.0,2016,Volkswagen,e-Golf
17212,6,2017,45.0,0,1,0,0,325000.0,2,1,1,3,185.94,3,23.82,3,45,0,4,12000,1.0,2017,Tesla,Model X
17213,6,2017,45.0,0,0,0,0,175000.0,-2,0,0,4,215.52,0,4.3,2,25,0,2,6226,1.0,2016,Volkswagen,e-Golf
17215,6,2017,45.0,0,1,1,0,275000.0,2,1,1,3,87.39,0,10.16,2,45,0,2,7772,1.0,2017,BMW,i3
17229,6,2017,45.0,0,0,0,0,75000.0,-2,0,1,4,784.02,1,25.65,4,35,0,2,14589,1.0,2017,Volkswagen,e-Golf
17231,6,2017,45.0,0,0,0,0,175000.0,2,1,1,4,99.08,0,13.78,2,65,0,2,7296,1.0,2016,Volkswagen,e-Golf
17238,6,2017,45.0,0,0,1,0,275000.0,2,0,1,2,101.44,5,4.17,5,45,0,1,9164,1.0,2016,Tesla,Model X
17244,6,2017,45.0,0,0,0,0,175000.0,0,1,0,3,100.16,0,2.51,3,35,0,2,3771,1.0,2016,Volkswagen,e-Golf
17257,6,2017,45.0,0,0,0,0,125000.0,1,1,0,3,394.37,0,4.96,2,35,0,2,4080,1.0,2016,Volkswagen,e-Golf
17261,6,2017,45.0,0,0,0,0,225000.0,-2,1,0,3,479.23,0,15.63,2,45,0,2,6720,1.0,2016,Volkswagen,e-Golf
17263,6,2017,45.0,0,0,0,0,175000.0,2,0,1,4,196.03,0,4.97,3,45,0,3,6857,1.0,2016,Volkswagen,e-Golf
17269,6,2017,45.0,0,1,0,0,275000.0,2,1,1,4,483.53,2,12.47,2,65,1,2,10962,1.0,2016,Tesla,Model X
17270,6,2017,45.0,0,1,0,0,75000.0,0,1,1,3,169.54,0,35.01,4,55,0,2,15069,1.0,2016,Volkswagen,e-Golf
17271,6,2017,45.0,0,0,0,0,175000.0,2,1,1,4,236.26,3,35.87,1,55,1,1,16000,1.0,2016,Tesla,Model X
17272,6,2017,45.0,0,0,0,0,75000.0,1,1,1,2,813.47,2,49.45,2,65,0,4,9004,1.0,2016,Tesla,Model X
17275,6,2017,45.0,0,1,0,0,175000.0,1,1,1,4,106.55,0,40.17,2,45,0,3,13714,1.0,2017,BMW,i3
17283,6,2017,45.0,0,0,1,0,125000.0,0,1,1,3,232.33,0,25.5,3,35,1,3,8800,1.0,2017,Tesla,Model X
17287,6,2017,45.0,0,0,0,0,75000.0,2,0,0,3,280.06,0,14.36,4,35,0,2,9628,1.0,2016,Volkswagen,e-Golf
17288,6,2017,45.0,0,0,0,0,175000.0,2,0,1,2,97.54,0,19.36,4,35,0,2,9200,1.0,2017,BMW,i3
17292,6,2017,45.0,0,0,1,0,50000.0,2,0,1,3,384.37,0,25.33,2,35,0,2,3000,1.0,2016,Volkswagen,e-Golf
17294,6,2017,45.0,0,0,1,0,175000.0,0,1,1,3,389.69,0,15.7,4,45,1,4,9531,1.0,2016,Volkswagen,e-Golf
17297,6,2017,45.0,0,0,0,0,375000.0,2,1,1,3,417.08,2,6.89,4,55,0,2,13252,1.0,2016,Tesla,Model X
17303,6,2017,45.0,0,0,0,0,75000.0,2,0,0,4,433.46,1,46.59,2,35,0,2,10144,1.0,2017,Tesla,Model X
17307,6,2017,45.0,0,0,0,0,225000.0,2,1,1,3,123.43,0,3.45,4,55,1,2,13500,1.0,2017,BMW,i3
17308,6,2017,45.0,0,1,0,0,175000.0,2,1,1,4,847.8,0,9.09,5,55,0,4,15672,1.0,2017,Chevrolet,Bolt EV
17309,6,2017,45.0,0,0,1,0,225000.0,2,1,1,3,386.26,0,17.13,3,45,1,2,12700,1.0,2017,Volkswagen,e-Golf
17314,6,2017,45.0,0,0,0,0,275000.0,2,1,1,4,327.57,0,7.84,2,35,0,2,5454,1.0,2016,BMW,i3
17317,6,2017,45.0,0,0,0,0,225000.0,2,1,1,3,409.29,0,6.68,3,55,0,3,7594,1.0,2016,Volkswagen,e-Golf
17319,6,2017,45.0,0,0,0,0,175000.0,2,1,1,4,211.4,0,15.19,3,35,1,3,6870,1.0,2016,Volkswagen,e-Golf
17329,6,2017,45.0,0,0,0,0,175000.0,2,1,1,2,374.27,4,31.41,4,35,0,3,16285,1.0,2014,,e-Golf
17332,6,2017,45.0,0,0,0,0,225000.0,2,0,0,4,186.0,0,3.55,2,35,0,2,3400,1.0,2016,Volkswagen,e-Golf
17338,6,2017,45.0,1,0,0,0,175000.0,1,1,1,3,365.48,0,20.03,1,55,0,3,10320,1.0,2016,Volkswagen,e-Golf
17340,6,2017,45.0,0,0,0,0,225000.0,2,1,0,3,390.56,4,29.9,4,35,0,1,24000,1.0,2016,Tesla,Model X
17342,6,2017,45.0,0,1,0,0,175000.0,0,1,0,3,97.3,0,22.28,4,45,0,2,12720,1.0,2016,Volkswagen,e-Golf
17349,6,2017,45.0,0,1,0,0,225000.0,2,1,1,3,201.67,0,4.01,2,55,0,2,7569,1.0,2016,Volkswagen,e-Golf
17350,6,2017,45.0,0,0,0,0,125000.0,1,0,0,3,108.21,0,0.96,2,25,1,2,6000,1.0,2016,Volkswagen,e-Golf
17351,6,2017,45.0,0,0,0,0,125000.0,2,1,1,4,512.95,1,13.63,2,65,1,3,10932,1.0,2016,Tesla,Model X
17353,6,2017,45.0,0,1,0,0,125000.0,2,1,1,4,358.39,1,6.83,4,45,0,2,11708,1.0,2016,Tesla,Model X
17354,6,2017,45.0,0,0,0,0,75000.0,2,0,0,3,184.16,0,2.9,1,25,0,2,3600,1.0,2016,Volkswagen,e-Golf
17357,6,2017,45.0,0,0,0,0,175000.0,2,0,1,4,330.55,3,23.02,2,35,0,1,20000,1.0,2016,Tesla,Model X
17362,6,2017,45.0,1,0,0,0,175000.0,1,1,1,3,227.78,0,10.5,4,45,0,3,7200,1.0,2016,Volkswagen,e-Golf
17369,6,2017,45.0,0,0,0,0,325000.0,0,1,0,4,346.79,0,19.55,2,45,1,2,9942,1.0,2016,Volkswagen,e-Golf
17373,6,2017,45.0,0,1,0,0,225000.0,2,1,1,4,378.41,1,2.0,2,65,0,2,9672,1.0,2016,Tesla,Model X
17375,6,2017,45.0,0,0,0,0,325000.0,0,1,1,4,236.41,3,1.68,5,45,0,4,12218,1.0,2016,Tesla,Model X
17377,6,2017,45.0,0,0,0,0,375000.0,1,1,1,4,156.34,0,5.61,4,45,0,2,9360,1.0,2016,Volkswagen,e-Golf
17385,6,2017,45.0,0,0,1,0,75000.0,2,0,0,2,89.16,0,6.18,2,45,0,2,8596,1.0,2016,Volkswagen,e-Golf
17386,6,2017,45.0,1,1,0,0,275000.0,-1,1,0,4,278.99,12,41.1,1,35,0,2,17200,1.0,2017,Tesla,Model X
17387,6,2017,45.0,0,1,1,0,275000.0,2,1,1,3,415.53,5,3.47,4,65,0,4,15110,1.0,2016,Tesla,Model X
17391,6,2017,45.0,0,0,0,0,225000.0,2,1,1,4,968.76,0,12.83,4,45,1,2,3600,1.0,2016,Volkswagen,e-Golf
17394,6,2017,45.0,0,0,1,0,175000.0,1,1,1,3,175.62,0,36.28,4,55,0,2,13371,1.0,2017,Nissan,Leaf
17409,6,2017,45.0,0,0,0,0,225000.0,1,1,1,4,217.15,0,3.95,4,45,1,2,5520,1.0,2016,Volkswagen,e-Golf
17411,6,2017,45.0,0,0,0,0,125000.0,2,1,1,3,138.33,4,16.8,2,55,1,1,20000,1.0,2016,Tesla,Model X
17413,6,2017,45.0,0,1,0,0,275000.0,2,1,1,4,348.17,0,11.45,2,65,0,2,10409,1.0,2016,BMW,i3
17416,6,2017,45.0,0,1,1,0,225000.0,2,1,1,3,111.71,0,5.78,4,45,1,3,9000,1.0,2016,Fiat,500e
17417,6,2017,45.0,1,1,0,0,325000.0,2,1,0,3,117.38,0,0.02,3,55,1,3,2600,1.0,2017,BMW,i3
17426,6,2017,45.0,0,1,0,0,275000.0,2,1,1,3,96.7,0,20.66,3,55,0,2,13333,1.0,2016,Mercedes-Benz,B250e
17430,6,2017,45.0,0,1,0,0,125000.0,2,1,1,3,132.27,2,13.5,3,55,0,4,10166,1.0,2017,Chevrolet,Bolt EV
17432,6,2017,45.0,0,0,0,0,75000.0,0,0,0,4,334.09,0,17.79,2,35,0,2,6666,1.0,2016,Volkswagen,e-Golf
17441,6,2017,45.0,0,0,0,1,125000.0,0,1,1,3,179.78,0,19.91,4,55,0,3,10233,1.0,2016,Volkswagen,e-Golf
17448,6,2017,45.0,0,0,0,0,225000.0,-3,0,1,4,309.36,0,19.88,2,25,0,2,8400,1.0,2016,Volkswagen,e-Golf
17456,6,2017,45.0,0,1,1,0,275000.0,2,1,1,3,477.76,0,11.93,4,55,0,3,8000,1.0,2016,Volkswagen,e-Golf
17462,6,2017,45.0,0,0,1,0,125000.0,2,1,1,3,186.83,3,3.08,5,45,0,3,11346,1.0,2016,Tesla,Model X
17476,6,2017,45.0,0,1,0,0,425000.0,0,1,1,3,465.65,5,11.51,2,25,0,2,16000,1.0,2016,Tesla,Model S
17480,6,2017,45.0,0,0,0,0,125000.0,2,0,1,4,880.33,0,10.28,3,35,0,2,6603,1.0,2016,Volkswagen,e-Golf
17483,6,2017,45.0,0,0,0,0,175000.0,1,1,1,4,230.3,0,13.11,4,35,0,2,9500,1.0,2016,Volkswagen,e-Golf
17484,6,2017,45.0,0,0,0,0,225000.0,0,1,1,3,359.22,0,18.52,4,35,0,4,10000,1.0,2016,BMW,i3
17488,6,2017,45.0,0,0,0,0,325000.0,-3,1,1,4,430.26,3,43.69,4,55,0,2,18400,1.0,2017,Chevrolet,Bolt EV
17490,6,2017,45.0,0,0,0,0,275000.0,2,1,0,4,191.12,0,25.56,5,45,0,2,8800,1.0,2016,Volkswagen,e-Golf
17497,6,2017,45.0,0,1,0,0,175000.0,0,1,1,3,224.78,0,3.5,3,45,0,3,8571,1.0,2016,Nissan,Leaf
17504,6,2017,45.0,0,0,0,0,125000.0,1,1,1,3,447.37,5,7.07,3,55,0,3,16000,1.0,2016,Tesla,Model X
17515,6,2017,45.0,0,0,0,0,275000.0,-1,1,1,4,98.61,3,38.81,3,35,0,2,19500,1.0,2016,Tesla,Model S
17523,6,2017,45.0,0,1,0,0,225000.0,2,0,0,2,236.24,1,12.4,4,45,0,4,7963,1.0,2016,Tesla,Model X
17526,6,2017,45.0,0,1,0,0,225000.0,0,1,1,3,85.92,0,28.14,4,35,0,2,7200,1.0,2016,Volkswagen,e-Golf
17528,6,2017,45.0,0,0,1,0,75000.0,2,0,1,4,224.24,0,13.75,3,45,0,2,9565,1.0,2016,Nissan,Leaf
17532,6,2017,45.0,0,1,0,0,175000.0,2,1,1,3,91.74,0,3.33,3,55,0,2,5424,1.0,2016,Volkswagen,e-Golf
17539,6,2017,45.0,0,0,0,0,175000.0,2,1,1,4,423.18,2,5.21,2,45,0,3,17280,1.0,2016,Tesla,Model X
17540,6,2017,45.0,0,0,0,0,225000.0,0,1,1,4,280.0,0,20.13,4,45,0,3,7714,1.0,2016,Volkswagen,e-Golf
17541,6,2017,45.0,0,0,1,0,325000.0,2,1,1,4,164.26,2,9.72,4,35,0,2,12600,1.0,2016,Tesla,Model X
17542,6,2017,45.0,0,0,1,0,75000.0,-2,1,1,4,376.44,3,5.39,5,35,0,2,14500,1.0,2016,Tesla,Model X
17543,6,2017,45.0,0,0,0,0,175000.0,2,1,1,4,473.27,0,3.16,4,35,0,3,7714,1.0,2016,Volkswagen,e-Golf
17545,6,2017,45.0,0,1,0,0,275000.0,2,1,1,4,127.37,0,8.34,4,55,0,4,6361,1.0,2016,Volkswagen,e-Golf
17548,6,2017,45.0,0,0,1,0,275000.0,1,1,1,4,138.28,0,5.01,2,55,0,2,6000,1.0,2017,BMW,i3
17557,6,2017,45.0,0,0,0,0,325000.0,1,1,1,4,547.25,8,3.38,2,65,0,3,15272,1.0,2016,Tesla,Model X
17558,6,2017,45.0,0,0,0,0,125000.0,0,1,1,4,256.38,0,31.79,4,45,0,3,13000,1.0,2016,Volkswagen,e-Golf
17567,6,2017,45.0,0,0,0,0,225000.0,2,1,1,4,179.28,1,9.7,3,45,1,2,17180,1.0,2016,Tesla,Model X
17571,6,2017,45.0,0,0,0,0,125000.0,2,1,1,3,515.25,3,16.69,3,55,1,3,13102,1.0,2016,Tesla,Model X
17584,6,2017,45.0,0,0,0,0,125000.0,2,1,1,3,506.9,0,26.53,3,25,0,3,10500,1.0,2016,Volkswagen,e-Golf
17589,6,2017,45.0,0,0,0,0,325000.0,1,1,1,3,444.57,0,4.9,4,35,0,4,8200,1.0,2016,Volkswagen,e-Golf
17598,6,2017,45.0,0,0,0,0,375000.0,2,1,1,4,228.34,0,33.87,2,35,0,2,17333,1.0,2016,Nissan,Leaf
17599,6,2017,45.0,0,0,0,0,125000.0,2,1,1,3,253.13,0,31.57,5,45,0,3,16184,1.0,2016,Volkswagen,e-Golf
17601,6,2017,45.0,0,0,1,0,175000.0,2,1,1,4,89.41,0,25.87,4,55,1,4,15617,1.0,2016,Nissan,Leaf
17603,6,2017,45.0,1,0,0,0,175000.0,0,0,0,3,116.04,0,11.93,2,45,0,2,6000,1.0,2016,Smart,fortwo
17607,6,2017,45.0,0,0,1,0,275000.0,1,1,1,3,524.25,10,22.19,5,35,0,3,23604,1.0,2016,Tesla,Model X
17610,6,2017,45.0,0,0,0,0,75000.0,2,1,1,3,120.36,0,13.56,2,55,0,2,9300,1.0,2016,Nissan,Leaf
17624,6,2017,45.0,0,1,0,0,175000.0,2,1,0,4,531.73,0,41.28,2,25,1,2,16500,1.0,2017,BMW,i3
17626,6,2017,45.0,0,0,0,0,225000.0,1,1,1,4,364.06,0,28.63,4,45,0,2,15200,1.0,2017,Chevrolet,Bolt EV
17631,6,2017,45.0,0,0,0,0,175000.0,-2,1,1,4,359.99,0,9.22,2,35,0,2,4000,1.0,2016,Volkswagen,e-Golf
17635,6,2017,45.0,0,0,0,0,75000.0,2,1,0,2,770.29,0,16.56,3,25,0,2,8742,1.0,2016,Volkswagen,e-Golf
17636,6,2017,45.0,0,0,0,0,275000.0,-2,1,0,3,176.63,0,7.92,2,35,0,2,10000,1.0,2016,Volkswagen,e-Golf
17637,6,2017,45.0,1,0,0,0,225000.0,2,0,0,4,368.91,0,15.02,2,35,0,2,13270,1.0,2017,BMW,i3
17649,6,2017,45.0,0,0,0,0,75000.0,1,1,1,4,521.69,3,49.08,1,65,0,2,20000,1.0,2016,Tesla,Model X
17658,6,2017,45.0,0,1,0,0,225000.0,2,1,1,3,102.79,1,27.5,2,65,0,2,20872,1.0,2017,Tesla,Model X
17661,6,2017,45.0,0,1,0,0,225000.0,2,1,1,3,214.54,0,17.91,4,45,1,2,14666,1.0,2016,Nissan,Leaf
17665,6,2017,45.0,0,1,0,0,225000.0,2,1,1,4,164.47,0,27.75,3,55,1,3,14400,1.0,2016,Volkswagen,e-Golf
17667,6,2017,45.0,0,0,0,0,125000.0,2,1,1,4,475.35,0,4.89,4,45,1,2,7000,1.0,2016,Nissan,Leaf
17668,6,2017,45.0,0,0,0,0,175000.0,2,1,1,3,386.19,0,15.72,4,35,1,2,10800,1.0,2016,Volkswagen,e-Golf
17674,6,2017,45.0,0,0,1,0,75000.0,2,1,1,3,379.59,2,3.11,2,65,0,2,11870,1.0,2016,Tesla,Model X
17675,6,2017,45.0,0,0,0,0,225000.0,-2,0,0,3,590.79,1,5.27,4,35,0,4,5280,1.0,2016,Volkswagen,e-Golf
17676,6,2017,45.0,0,1,0,0,425000.0,-2,1,1,4,346.63,6,5.94,4,55,0,4,9333,1.0,2016,Tesla,Model X
17679,6,2017,45.0,1,1,0,0,175000.0,2,1,1,2,466.4,3,7.83,2,65,0,2,15120,1.0,2016,Tesla,Model X
17685,6,2017,45.0,0,1,1,0,75000.0,2,1,1,4,117.35,0,25.74,4,55,0,2,10628,1.0,2017,Mercedes-Benz,B250e
17686,6,2017,45.0,0,1,0,0,375000.0,0,1,1,3,259.23,2,26.36,4,45,0,2,18000,1.0,2016,Tesla,Model X
17687,6,2017,45.0,0,0,0,0,175000.0,1,1,0,4,104.7,0,12.86,3,35,0,2,12000,1.0,2016,Volkswagen,e-Golf
17691,6,2017,45.0,0,0,0,0,175000.0,2,1,0,4,392.02,0,12.92,2,35,1,2,6666,1.0,2016,Volkswagen,e-Golf
17693,6,2017,45.0,0,1,0,0,175000.0,2,1,1,4,222.26,1,16.93,3,45,0,2,12000,1.0,2017,Tesla,Model X
17701,6,2017,45.0,0,0,0,0,225000.0,2,1,1,4,496.54,0,27.44,4,45,1,2,3103,1.0,2017,Chevrolet,Bolt EV
17711,6,2017,45.0,0,0,0,0,175000.0,2,1,1,4,428.17,3,3.35,2,45,0,1,7090,1.0,2016,Tesla,Model X
17716,6,2017,45.0,0,0,0,0,125000.0,1,1,1,3,224.43,0,24.55,3,55,0,2,15000,1.0,2016,Volkswagen,e-Golf
17720,6,2017,45.0,0,0,0,0,275000.0,1,1,0,4,220.05,0,10.09,4,45,0,2,12116,1.0,2016,Tesla,Model X
17721,6,2017,45.0,0,0,1,0,125000.0,2,1,1,4,352.1,0,0.87,4,35,0,2,7440,1.0,2016,Volkswagen,e-Golf
17727,6,2017,45.0,0,0,1,0,275000.0,2,1,1,4,379.71,0,3.73,4,45,0,3,8000,1.0,2016,Mercedes-Benz,B250e
17728,6,2017,45.0,0,1,0,0,175000.0,1,0,0,4,233.27,0,23.55,2,35,0,4,14700,1.0,2016,Tesla,Model S
17732,6,2017,45.0,0,0,0,0,175000.0,2,0,0,4,349.14,0,3.09,4,45,0,2,3870,1.0,2016,Volkswagen,e-Golf
17737,6,2017,45.0,0,0,0,0,275000.0,-3,1,1,4,466.97,0,34.07,4,45,0,2,14000,1.0,2016,Volkswagen,e-Golf
17742,6,2017,45.0,0,0,0,0,175000.0,1,1,1,3,212.84,0,17.26,3,55,0,3,9514,1.0,2016,Nissan,Leaf
17748,6,2017,45.0,0,0,0,0,175000.0,2,1,0,4,328.87,0,34.81,4,45,0,2,14066,1.0,2016,Volkswagen,e-Golf
17757,6,2017,45.0,0,0,0,0,125000.0,2,0,1,3,338.19,0,22.3,5,35,0,2,9185,1.0,2016,BMW,i3
17760,7,2017,45.0,0,0,0,0,175000.0,2,1,1,4,405.89,3,8.44,2,65,1,4,9631,1.0,2016,Tesla,Model X
17765,6,2017,45.0,0,0,0,0,275000.0,2,1,1,4,168.57,0,40.27,2,45,1,2,14872,1.0,2017,Chevrolet,Bolt EV
17767,6,2017,45.0,0,0,0,0,175000.0,1,1,1,4,215.11,0,9.3,4,45,0,2,6240,1.0,2016,Volkswagen,e-Golf
17770,6,2017,45.0,0,0,0,0,275000.0,0,1,1,4,211.13,0,19.63,2,35,0,2,10200,1.0,2017,Mercedes-Benz,B250e
17777,6,2017,45.0,1,0,0,0,225000.0,0,0,1,4,301.26,0,31.85,2,45,0,2,13500,1.0,2016,Mercedes-Benz,B250e
17781,6,2017,45.0,0,1,1,0,225000.0,2,1,1,3,196.19,0,11.06,2,45,1,2,7457,1.0,2016,BMW,i3
17782,6,2017,45.0,0,1,0,0,75000.0,2,0,0,2,151.33,0,18.19,2,65,0,2,12000,1.0,2016,Volkswagen,e-Golf
17784,6,2017,45.0,0,0,0,0,75000.0,1,0,1,3,152.78,0,7.59,1,35,0,2,12680,1.0,2016,Volkswagen,e-Golf
17790,6,2017,45.0,0,0,1,0,125000.0,1,0,1,4,347.88,6,0.43,4,35,0,3,18000,1.0,2016,Tesla,Model X
17797,6,2017,45.0,0,0,0,0,175000.0,-1,1,1,4,968.8,0,36.61,4,35,0,2,15753,1.0,2016,Volkswagen,e-Golf
17798,6,2017,45.0,0,1,0,0,125000.0,2,1,1,3,534.11,6,22.04,3,35,0,3,26600,1.0,2016,Tesla,Model X
17801,6,2017,45.0,0,0,0,0,175000.0,2,0,0,4,67.06,2,4.74,2,35,0,1,7147,1.0,2016,Volkswagen,e-Golf
17802,6,2017,45.0,0,0,1,0,275000.0,1,1,1,3,224.46,0,37.46,3,55,0,3,15000,1.0,2016,Nissan,Leaf
17805,6,2017,45.0,0,1,0,0,175000.0,2,1,1,4,112.06,0,27.32,4,55,0,3,19620,1.0,2017,Nissan,Leaf
17809,6,2017,45.0,0,0,0,0,325000.0,2,1,1,3,123.26,2,28.17,3,35,0,1,12884,1.0,2016,Tesla,Model X
17811,6,2017,45.0,0,0,0,0,175000.0,2,1,1,3,213.38,1,2.26,3,35,1,2,8833,1.0,2016,Tesla,Model X
17832,6,2017,45.0,0,0,0,0,275000.0,2,1,1,4,469.39,0,30.24,3,55,0,2,9257,1.0,2016,Volkswagen,e-Golf
17833,6,2017,45.0,0,0,0,0,225000.0,0,1,1,4,179.75,0,21.95,4,45,0,3,10387,1.0,2016,Volkswagen,e-Golf
17837,6,2017,45.0,0,0,0,0,325000.0,2,1,1,4,273.05,2,13.14,2,65,0,2,10000,1.0,2016,Tesla,Model X
17848,6,2017,45.0,0,0,0,0,175000.0,0,1,1,3,125.17,0,4.97,4,45,0,2,11000,1.0,2016,Volkswagen,e-Golf
17856,6,2017,45.0,0,1,0,0,175000.0,0,1,1,4,391.2,0,20.3,4,45,0,2,7714,1.0,2016,Volkswagen,e-Golf
17865,6,2017,45.0,0,1,0,0,175000.0,2,1,1,3,179.57,0,29.77,3,55,0,3,12024,1.0,2016,Volkswagen,e-Golf
17869,6,2017,45.0,0,0,0,0,175000.0,0,1,1,2,17.73,0,2.16,2,65,0,2,2945,1.0,2016,Mercedes-Benz,B250e
17886,6,2017,45.0,0,0,1,0,225000.0,2,1,1,3,77.55,8,11.81,4,55,0,3,15000,1.0,2017,Tesla,Model S
17887,6,2017,45.0,0,0,0,0,125000.0,2,1,1,4,139.62,3,2.7,4,55,1,3,10720,1.0,2017,Nissan,Leaf
17888,6,2017,45.0,0,0,0,0,175000.0,2,1,1,2,87.01,2,6.13,2,55,0,4,10050,1.0,2016,Tesla,Model X
17901,6,2017,45.0,0,0,0,0,175000.0,1,1,1,4,273.46,0,10.99,3,45,0,3,6842,1.0,2016,Volkswagen,e-Golf
17902,6,2017,45.0,0,0,0,0,375000.0,2,1,1,4,497.57,6,15.11,5,45,0,2,28142,1.0,2016,Tesla,Model X
17903,6,2017,45.0,0,0,0,0,275000.0,2,1,1,4,82.22,1,3.46,2,65,1,3,6545,1.0,2016,Tesla,Model X
17906,6,2017,45.0,0,0,0,0,225000.0,0,1,1,3,154.16,0,21.23,2,45,0,3,7250,1.0,2017,Chevrolet,Bolt EV
17912,6,2017,45.0,1,0,1,0,125000.0,2,1,1,4,322.8,3,26.99,2,65,0,2,15388,1.0,2017,Chevrolet,Bolt EV
17915,6,2017,45.0,0,0,0,0,275000.0,2,1,1,4,278.53,6,9.64,4,35,1,1,18372,1.0,2017,Tesla,Model X
17918,6,2017,45.0,0,1,0,0,275000.0,2,1,1,2,119.41,0,14.81,4,55,0,2,14400,1.0,2017,Nissan,Leaf
17919,6,2017,45.0,0,0,1,0,125000.0,-1,0,0,3,360.11,0,16.81,2,25,1,2,7704,1.0,2016,Volkswagen,e-Golf
17922,6,2017,45.0,0,0,0,0,125000.0,2,0,1,3,464.4,0,25.27,4,45,1,2,12000,1.0,2016,Volkswagen,e-Golf
17931,6,2017,45.0,0,0,0,0,125000.0,2,1,1,2,224.96,7,4.13,2,65,0,2,10113,1.0,2016,Tesla,Model X
17932,6,2017,45.0,0,1,0,0,225000.0,-2,1,1,3,377.94,1,27.06,4,45,1,3,23097,1.0,2016,Tesla,Model X
17947,6,2017,45.0,0,0,0,0,125000.0,2,1,1,4,754.35,0,5.02,5,35,0,2,4800,1.0,2016,Volkswagen,e-Golf
17948,6,2017,45.0,0,0,0,0,125000.0,2,1,1,4,69.94,0,22.43,2,65,0,3,6600,1.0,2016,Volkswagen,e-Golf
17953,6,2017,45.0,0,0,0,0,175000.0,2,1,1,4,465.55,0,0.18,4,45,0,2,20400,1.0,2017,Chevrolet,Bolt EV
