,Month Submitted,Year Submitted,lastpage. Last page,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate,"FCV, BEV Dummy",Model Year,Manufacturer,Model
0,6,2017,42.0,1,0,0,0,275000.0,2,1,1,3,483.14,0,0.01,2,65,0,2,14622,0.0,2016,Toyota,Mirai
1,6,2017,42.0,0,0,1,0,275000.0,2,1,1,4,568.09,1,10.69,3,65,0,3,9197,0.0,2016,Toyota,Mirai
4,6,2017,42.0,1,0,0,0,125000.0,2,1,1,2,255.16,0,17.63,2,55,0,3,5082,0.0,2017,Toyota,Mirai
8,6,2017,42.0,0,0,0,0,125000.0,2,1,1,3,118.02,0,13.35,4,45,0,2,13224,0.0,2017,Toyota,Mirai
9,6,2017,42.0,1,0,1,0,225000.0,1,1,1,3,111.87,1,34.77,4,45,0,3,16080,0.0,2017,Honda,Clarity
10,6,2017,42.0,0,0,0,0,125000.0,0,1,1,3,331.73,0,32.65,2,35,0,2,18600,0.0,2016,Toyota,Mirai
12,6,2017,42.0,0,1,0,0,175000.0,2,1,1,4,138.6,2,4.42,4,45,0,2,17000,0.0,2017,Honda,Clarity
16,6,2017,42.0,0,0,1,0,75000.0,-1,1,1,3,104.29,1,10.86,1,65,0,1,6770,0.0,2016,Hyundai,Tucson
17,6,2017,42.0,0,0,1,0,275000.0,-2,1,1,4,161.04,2,5.71,2,65,0,2,10200,0.0,2016,Toyota,Mirai
25,6,2017,42.0,0,0,0,0,125000.0,2,0,1,3,389.91,3,42.81,2,55,0,1,11142,0.0,2017,Toyota,Mirai
26,6,2017,42.0,0,0,0,0,75000.0,2,0,0,3,369.29,1,5.8,3,55,1,2,9600,0.0,2017,Toyota,Mirai
28,6,2017,42.0,1,0,0,0,125000.0,0,0,0,3,112.7,0,7.16,2,55,0,2,13246,0.0,2017,Toyota,Mirai
30,6,2017,42.0,0,0,0,0,125000.0,2,1,0,2,1008.22,0,25.86,2,55,1,3,13008,0.0,2017,Toyota,Mirai
31,6,2017,42.0,0,0,0,0,175000.0,2,1,1,4,426.14,0,0.73,4,45,0,2,7285,0.0,2016,Toyota,Mirai
34,6,2017,42.0,1,0,0,0,325000.0,2,1,0,4,362.67,1,20.37,3,45,1,2,15331,0.0,2016,Toyota,Mirai
47,6,2017,42.0,0,0,1,0,125000.0,2,0,0,4,153.63,9,15.76,1,45,0,2,11440,0.0,2016,Toyota,Mirai
49,6,2017,42.0,0,1,0,0,175000.0,2,1,1,3,417.32,0,28.6,4,55,0,3,11333,0.0,2017,Toyota,Mirai
50,6,2017,42.0,0,0,1,0,225000.0,2,1,1,4,112.83,5,20.2,2,65,0,2,11621,0.0,2016,Toyota,Mirai
53,6,2017,42.0,1,0,0,0,225000.0,1,1,1,4,393.02,0,66.35,2,55,1,2,24000,0.0,2016,Toyota,Mirai
55,6,2017,42.0,0,0,0,0,175000.0,2,1,1,4,444.34,2,28.75,1,45,0,1,12461,0.0,2016,Toyota,Mirai
58,6,2017,42.0,1,0,0,0,325000.0,1,1,1,4,408.39,0,9.02,4,45,0,2,12000,0.0,2017,Toyota,Mirai
63,6,2017,42.0,0,0,1,0,125000.0,2,0,0,2,371.24,2,9.86,2,45,0,2,8666,0.0,2016,Toyota,Mirai
66,6,2017,42.0,0,0,0,0,275000.0,1,1,1,4,71.98,0,16.47,4,45,0,2,12144,0.0,2016,Toyota,Mirai
67,6,2017,42.0,0,0,1,0,275000.0,2,1,1,4,446.41,7,6.72,5,55,0,4,17356,0.0,2017,Toyota,Mirai
71,6,2017,42.0,0,0,0,0,125000.0,2,1,1,4,179.67,4,23.06,2,55,0,3,10846,0.0,2016,Toyota,Mirai
73,6,2017,42.0,0,0,0,0,275000.0,2,0,0,4,309.73,0,57.39,2,35,0,3,12480,0.0,2016,Toyota,Mirai
75,6,2017,42.0,0,0,1,0,275000.0,1,1,1,4,405.27,0,34.32,3,25,0,4,12000,0.0,2017,Toyota,Mirai
78,6,2017,42.0,0,0,1,0,175000.0,1,1,1,3,106.27,7,3.33,2,35,0,2,14880,0.0,2017,Toyota,Mirai
79,6,2017,42.0,0,0,0,0,275000.0,1,1,1,4,116.55,0,15.57,3,45,0,2,9468,0.0,2017,Toyota,Mirai
83,6,2017,42.0,0,0,1,0,75000.0,2,0,0,3,117.79,3,2.71,1,65,0,2,11640,0.0,2016,Toyota,Mirai
86,6,2017,42.0,0,0,1,0,275000.0,1,1,1,3,228.39,4,11.79,3,65,0,3,7080,0.0,2016,Toyota,Mirai
87,6,2017,42.0,0,1,1,0,225000.0,2,1,0,3,109.02,3,53.78,2,45,0,3,11200,0.0,2016,Toyota,Mirai
88,6,2017,42.0,1,1,0,0,125000.0,0,1,0,4,383.94,0,42.8,3,55,0,3,9000,0.0,2017,Toyota,Mirai
89,6,2017,42.0,0,0,0,0,225000.0,2,1,1,3,396.59,0,18.05,4,45,0,2,15367,0.0,2017,Toyota,Mirai
93,6,2017,42.0,1,0,0,0,125000.0,1,0,0,4,119.08,3,31.31,1,35,0,3,22000,0.0,2016,Toyota,Mirai
95,6,2017,42.0,0,1,0,0,175000.0,2,1,1,4,353.6,0,35.7,3,55,0,3,13400,0.0,2016,Toyota,Mirai
97,6,2017,42.0,0,0,1,0,375000.0,2,1,1,4,455.2,0,10.02,3,35,0,3,4500,0.0,2017,Toyota,Mirai
102,6,2017,42.0,0,0,1,0,175000.0,2,1,1,3,342.92,1,39.33,2,65,0,3,10400,0.0,2016,Toyota,Mirai
104,6,2017,42.0,0,0,0,0,125000.0,2,1,1,3,471.39,0,21.75,2,65,0,2,11492,0.0,2017,Toyota,Mirai
105,6,2017,42.0,0,0,0,0,175000.0,2,1,1,3,616.8,0,20.34,5,55,0,4,9840,0.0,2016,Toyota,Mirai
110,6,2017,42.0,0,0,1,0,275000.0,2,1,1,4,340.25,18,9.01,2,55,0,2,9428,0.0,2016,Toyota,Mirai
112,6,2017,42.0,0,0,1,0,225000.0,2,1,0,2,260.77,0,24.06,2,65,0,2,10661,0.0,2016,Toyota,Mirai
114,6,2017,42.0,1,0,0,0,125000.0,2,0,1,2,284.56,0,25.96,4,45,0,4,14590,0.0,2017,Toyota,Mirai
116,6,2017,42.0,0,0,0,0,275000.0,1,1,1,3,198.31,1,22.72,2,55,0,3,9820,0.0,2017,Honda,Clarity
119,6,2017,42.0,0,0,1,0,175000.0,2,1,1,3,455.17,5,18.94,3,55,1,3,16219,0.0,2016,Toyota,Mirai
121,6,2017,42.0,0,0,0,0,275000.0,2,0,1,3,351.11,1,1.1,4,45,0,2,8400,0.0,2017,Toyota,Mirai
122,6,2017,42.0,0,0,1,0,125000.0,2,1,1,3,199.82,0,5.49,2,65,0,2,4120,0.0,2017,Toyota,Mirai
124,6,2017,42.0,0,0,0,1,275000.0,1,1,1,4,117.46,6,22.01,3,65,0,3,12369,0.0,2016,Toyota,Mirai
125,6,2017,42.0,0,0,0,0,175000.0,1,1,1,3,266.4,2,0.76,5,35,0,3,12000,0.0,2016,Toyota,Mirai
130,6,2017,42.0,0,0,1,0,175000.0,2,0,1,4,434.39,0,36.07,2,55,1,2,16188,0.0,2017,Toyota,Mirai
133,6,2017,42.0,1,0,1,0,125000.0,1,1,1,3,56.95,0,0.1,4,55,0,2,7521,0.0,2016,Toyota,Mirai
135,6,2017,42.0,1,0,0,0,225000.0,2,1,1,3,78.25,0,13.31,3,45,1,2,10714,0.0,2017,Toyota,Mirai
136,6,2017,42.0,0,0,0,0,75000.0,2,0,0,3,426.1,7,20.32,1,65,0,2,15396,0.0,2017,Toyota,Mirai
137,6,2017,42.0,0,0,1,0,125000.0,2,1,1,3,226.02,6,12.87,2,55,1,2,16200,0.0,2016,Toyota,Mirai
140,6,2017,42.0,0,0,0,0,425000.0,-3,1,1,4,297.43,0,39.77,4,35,0,2,19950,0.0,2016,Toyota,Mirai
141,6,2017,42.0,1,1,0,0,125000.0,2,1,1,4,516.46,3,5.83,2,65,0,2,6960,0.0,2017,Toyota,Mirai
143,6,2017,42.0,0,0,0,0,175000.0,0,1,1,3,153.0,0,43.23,4,55,0,4,8970,0.0,2017,Toyota,Mirai
145,6,2017,42.0,0,0,0,0,125000.0,2,1,1,2,179.06,0,10.8,1,65,0,2,12688,0.0,2017,Toyota,Mirai
147,6,2017,42.0,0,0,1,0,225000.0,-3,1,1,3,230.34,0,1.19,2,55,0,2,5352,0.0,2017,Toyota,Mirai
151,6,2017,42.0,0,0,0,0,175000.0,0,0,0,3,373.11,1,24.21,2,35,1,2,11850,0.0,2017,Toyota,Mirai
154,6,2017,42.0,0,0,0,0,175000.0,2,1,1,4,197.05,15,4.93,2,35,0,1,20500,0.0,2016,Toyota,Mirai
157,6,2017,42.0,0,0,1,0,125000.0,2,1,1,4,439.8,0,11.8,2,65,0,2,6947,0.0,2016,Toyota,Mirai
160,6,2017,42.0,0,0,1,0,125000.0,2,1,1,4,349.26,1,8.0,2,65,0,3,5142,0.0,2017,Toyota,Mirai
161,6,2017,42.0,1,0,0,0,225000.0,2,1,1,2,351.13,2,51.41,2,55,0,2,27570,0.0,2016,Toyota,Mirai
164,6,2017,42.0,0,0,1,0,225000.0,2,1,1,3,534.1,0,11.87,4,45,0,3,8500,0.0,2017,Toyota,Mirai
166,6,2017,42.0,0,0,0,0,175000.0,0,1,1,4,371.97,1,14.17,4,45,0,3,9840,0.0,2016,Toyota,Mirai
169,6,2017,42.0,0,0,0,0,175000.0,0,1,1,3,115.95,0,47.62,3,35,0,3,10221,0.0,2016,Toyota,Mirai
171,6,2017,42.0,1,0,0,0,175000.0,2,1,0,4,117.52,2,3.82,1,65,0,2,8800,0.0,2016,Toyota,Mirai
175,6,2017,42.0,0,0,0,0,325000.0,1,1,1,4,243.04,0,8.19,2,35,0,2,15333,0.0,2015,Hyundai,Tucson
178,6,2017,42.0,0,0,1,0,125000.0,2,1,0,4,148.9,2,33.27,3,55,1,4,12428,0.0,2017,Toyota,Mirai
180,6,2017,42.0,0,0,1,0,175000.0,2,1,1,3,86.33,12,8.17,2,65,0,3,11571,0.0,2015,Hyundai,Tucson
183,6,2017,42.0,0,1,1,0,275000.0,1,1,0,4,171.94,6,2.39,1,65,0,1,7764,0.0,2016,Toyota,Mirai
189,6,2017,42.0,0,0,0,0,225000.0,2,1,0,3,413.11,8,45.25,2,55,0,2,8666,0.0,2016,Toyota,Mirai
190,6,2017,42.0,0,0,0,0,75000.0,2,0,0,2,78.14,1,21.82,2,45,1,3,13608,0.0,2017,Toyota,Mirai
194,6,2017,42.0,0,0,1,0,375000.0,2,1,1,3,125.26,6,7.58,3,45,0,4,10181,0.0,2015,Hyundai,Tucson
196,6,2017,42.0,1,0,0,0,225000.0,2,1,1,4,466.58,0,5.58,2,65,0,2,8265,0.0,2017,Toyota,Mirai
197,6,2017,42.0,0,0,0,0,75000.0,2,0,0,2,323.3,2,51.6,1,35,0,2,14113,0.0,2016,Toyota,Mirai
198,6,2017,42.0,0,1,0,0,425000.0,0,1,1,3,140.09,0,6.52,2,65,0,2,12564,0.0,2017,Hyundai,Tucson
200,6,2017,42.0,1,0,1,0,325000.0,2,0,0,4,140.93,2,32.09,2,45,0,2,8250,0.0,2017,Toyota,Mirai
201,6,2017,42.0,0,0,0,0,175000.0,1,1,1,3,290.29,0,24.66,4,45,1,3,16860,0.0,2016,Toyota,Mirai
202,6,2017,42.0,1,1,0,0,225000.0,2,1,1,4,83.56,1,5.35,4,55,0,4,6000,0.0,2017,Toyota,Mirai
205,6,2017,42.0,0,0,0,0,225000.0,1,1,1,4,251.74,0,27.63,3,45,0,3,10600,0.0,2017,Toyota,Mirai
206,6,2017,42.0,0,0,1,0,50000.0,-1,1,0,4,346.59,0,4.5,3,55,0,3,10920,0.0,2016,Toyota,Mirai
207,6,2017,42.0,0,1,0,0,125000.0,2,0,1,4,98.51,5,13.39,4,45,0,2,11272,0.0,2014,Hyundai,Tucson
208,6,2017,42.0,0,0,0,0,125000.0,1,0,0,3,104.78,24,13.96,1,45,0,1,14000,0.0,2017,Toyota,Mirai
209,6,2017,42.0,0,0,0,0,175000.0,1,1,1,4,70.36,1,15.32,2,35,0,2,10838,0.0,2015,Hyundai,Tucson
212,6,2017,42.0,0,0,1,0,75000.0,1,1,1,4,203.66,0,15.01,4,35,0,3,9840,0.0,2017,Toyota,Mirai
213,6,2017,42.0,0,0,1,0,75000.0,2,1,1,4,120.28,0,15.03,3,45,1,2,12631,0.0,2015,Hyundai,Tucson
217,6,2017,42.0,0,0,1,0,375000.0,2,1,1,4,714.56,2,62.63,2,55,0,2,7500,0.0,2017,Toyota,Mirai
221,6,2017,42.0,0,0,0,0,75000.0,2,1,0,4,281.1,1,8.22,2,25,0,2,15000,0.0,2017,Honda,Clarity
222,6,2017,42.0,0,0,0,0,125000.0,1,1,1,4,409.57,2,4.82,4,45,0,3,7368,0.0,2017,Honda,Clarity
223,6,2017,42.0,0,0,0,0,225000.0,2,1,1,4,111.94,0,24.38,4,55,0,3,11760,0.0,2017,Honda,Clarity
226,6,2017,42.0,1,0,1,0,125000.0,2,1,1,3,118.69,2,12.97,1,65,0,1,12588,0.0,2017,Honda,Clarity
227,6,2017,42.0,0,0,0,0,225000.0,1,1,1,2,88.21,2,12.95,4,55,0,3,13845,0.0,2017,Honda,Clarity
228,6,2017,42.0,1,0,1,0,225000.0,2,1,0,3,67.99,2,26.23,4,65,0,3,18285,0.0,2015,Hyundai,Tucson
231,6,2017,42.0,0,0,0,0,125000.0,2,1,1,3,81.5,1,3.32,1,55,1,1,5616,0.0,2017,Honda,Clarity
234,6,2017,42.0,1,0,1,0,175000.0,1,0,0,3,377.72,0,23.41,2,65,0,2,13580,0.0,2017,Toyota,Mirai
235,6,2017,42.0,0,0,0,0,175000.0,2,1,0,2,98.88,1,9.65,1,65,0,1,6797,0.0,2016,Hyundai,Tucson
237,6,2017,42.0,0,0,0,0,75000.0,0,1,0,2,447.83,1,4.52,2,65,0,2,14880,0.0,2017,Honda,Clarity
239,6,2017,42.0,0,0,0,0,125000.0,0,1,1,3,243.44,0,22.07,2,55,0,3,14666,0.0,2016,Hyundai,Tucson
240,6,2017,42.0,0,0,0,0,175000.0,1,1,1,3,438.0,5,20.13,4,35,0,3,13333,0.0,2015,Hyundai,Tucson
241,6,2017,42.0,0,0,0,0,75000.0,2,0,0,3,236.77,2,14.89,1,35,0,1,20997,0.0,2017,Toyota,Mirai
245,6,2017,42.0,0,0,0,0,375000.0,2,1,1,4,141.37,0,27.22,2,65,0,3,17316,0.0,2017,Honda,Clarity
249,6,2017,42.0,0,0,0,0,175000.0,2,0,0,4,137.36,7,1.82,3,45,1,1,7000,0.0,2016,Hyundai,Tucson
251,6,2017,42.0,0,0,0,0,175000.0,2,1,1,3,415.39,0,43.26,2,65,0,3,19800,0.0,2015,Hyundai,Tucson
252,6,2017,42.0,0,0,1,0,225000.0,2,0,0,4,788.46,1,24.94,2,35,0,3,12800,0.0,2015,Hyundai,Tucson
253,6,2017,42.0,0,0,0,0,275000.0,1,0,1,3,241.52,0,33.59,3,55,1,3,13800,0.0,2016,Hyundai,Tucson
254,6,2017,42.0,0,1,0,0,125000.0,2,1,1,3,224.59,1,37.6,3,45,0,1,37800,0.0,2017,Honda,Clarity
256,6,2017,42.0,0,0,0,0,325000.0,2,1,1,3,376.13,1,15.16,4,55,0,3,6000,0.0,2017,Toyota,Mirai
264,6,2017,42.0,0,0,1,0,175000.0,2,1,0,4,201.25,0,17.01,4,45,0,2,7400,0.0,2017,Toyota,Mirai
265,6,2017,42.0,0,0,1,1,125000.0,0,1,1,4,675.24,1,14.16,4,55,0,4,18075,0.0,2016,Toyota,Mirai
267,6,2017,42.0,0,1,0,0,125000.0,2,1,1,4,326.38,0,14.95,4,55,0,2,10200,0.0,2016,Toyota,Mirai
269,6,2017,42.0,0,0,1,0,125000.0,2,1,1,4,333.25,0,11.91,2,65,0,2,2880,0.0,2017,Toyota,Mirai
272,6,2017,42.0,0,0,1,0,275000.0,2,1,1,2,222.46,0,18.1,3,55,0,3,11223,0.0,2017,Toyota,Mirai
274,6,2017,42.0,0,0,0,0,125000.0,2,0,0,2,369.91,9,6.16,2,55,0,2,12750,0.0,2016,Toyota,Mirai
285,6,2017,42.0,1,1,0,0,125000.0,2,1,1,4,146.6,0,51.08,4,45,0,2,21600,0.0,2017,Toyota,Mirai
287,6,2017,42.0,1,0,1,0,175000.0,2,0,1,4,138.53,4,7.71,2,55,0,2,8842,0.0,2016,Toyota,Mirai
298,6,2017,42.0,1,0,0,0,125000.0,2,1,1,4,155.59,0,34.81,4,45,0,4,11368,0.0,2016,Toyota,Mirai
304,6,2017,42.0,0,0,1,0,75000.0,2,0,0,3,494.94,1,10.38,1,65,0,1,9688,0.0,2016,Toyota,Mirai
306,6,2017,42.0,0,0,1,0,175000.0,1,1,1,2,675.33,12,31.63,2,45,0,2,21818,0.0,2016,Toyota,Mirai
311,6,2017,42.0,0,0,0,0,175000.0,-2,1,1,4,1043.44,25,4.57,1,55,0,2,12400,0.0,2017,Toyota,Mirai
314,6,2017,42.0,1,0,0,0,75000.0,2,1,1,3,127.9,20,2.06,4,55,0,2,14117,0.0,2016,Toyota,Mirai
316,6,2017,42.0,1,0,0,0,125000.0,2,1,1,4,83.29,1,13.37,3,45,0,2,13760,0.0,2017,Toyota,Mirai
319,6,2017,42.0,0,1,0,0,125000.0,2,1,1,3,426.38,0,29.95,3,55,0,3,15921,0.0,2016,Toyota,Mirai
321,6,2017,42.0,0,0,1,0,75000.0,2,1,1,3,282.88,0,0.83,4,35,0,2,8400,0.0,2017,Toyota,Mirai
322,6,2017,42.0,0,1,0,0,425000.0,2,1,1,4,471.91,0,0.28,4,45,0,3,15592,0.0,2017,Toyota,Mirai
324,6,2017,42.0,0,1,0,0,75000.0,2,1,1,4,76.32,0,0.48,3,45,1,2,15600,0.0,2017,Toyota,Mirai
328,6,2017,42.0,0,0,1,0,225000.0,0,1,1,4,793.93,3,3.04,4,65,0,3,9046,0.0,2017,Toyota,Mirai
337,6,2017,42.0,0,0,0,0,75000.0,2,0,0,3,131.35,3,18.1,1,55,0,1,13542,0.0,2016,Toyota,Mirai
340,6,2017,42.0,0,0,0,0,225000.0,2,1,1,2,256.05,0,34.55,3,45,0,4,19500,0.0,2016,Toyota,Mirai
342,6,2017,42.0,1,1,0,0,225000.0,2,1,1,4,941.92,2,1.66,5,65,0,3,11460,0.0,2016,Hyundai,Tucson
343,6,2017,42.0,0,0,0,0,275000.0,2,1,1,4,220.91,0,14.62,3,35,0,2,14400,0.0,2017,Toyota,Mirai
351,6,2017,42.0,0,0,1,0,175000.0,2,1,1,4,709.33,12,15.18,5,45,1,4,13080,0.0,2016,Toyota,Mirai
352,6,2017,42.0,0,0,1,0,125000.0,2,1,1,4,122.42,2,8.07,4,35,1,2,11658,0.0,2017,Toyota,Mirai
353,6,2017,42.0,1,0,0,0,275000.0,2,1,1,4,109.89,4,13.9,1,45,0,1,15302,0.0,2016,Toyota,Mirai
365,7,2017,42.0,1,0,1,0,125000.0,2,1,1,4,437.35,0,5.93,4,45,1,4,9333,0.0,2017,Toyota,Mirai
374,10,2017,42.0,0,0,0,0,50000.0,2,0,0,2,271.64,0,1.26,2,35,1,2,7885,0.0,2017,Toyota,Mirai
376,10,2017,42.0,0,0,1,0,50000.0,2,1,0,4,404.11,2,47.22,1,65,1,1,10920,0.0,2017,Toyota,Mirai
377,10,2017,42.0,0,0,1,0,125000.0,2,1,1,3,408.18,2,15.68,4,45,0,2,14000,0.0,2017,Toyota,Mirai
381,10,2017,42.0,0,0,1,0,225000.0,1,1,1,4,101.93,0,18.97,5,55,1,4,12564,0.0,2017,Toyota,Mirai
384,10,2017,42.0,0,0,0,0,175000.0,2,1,1,3,357.07,0,4.54,2,45,1,2,10140,0.0,2017,Toyota,Mirai
387,10,2017,42.0,0,0,0,0,125000.0,2,0,0,3,109.78,1,8.61,1,45,0,1,10000,0.0,2017,Toyota,Mirai
388,10,2017,42.0,0,0,0,0,175000.0,2,0,0,3,109.29,0,4.34,4,35,0,2,9000,0.0,2017,Toyota,Mirai
393,10,2017,42.0,0,0,0,0,175000.0,2,1,1,4,265.94,0,3.88,2,65,0,2,11160,0.0,2017,Toyota,Mirai
394,10,2017,42.0,0,0,1,0,125000.0,2,0,0,2,395.04,1,75.36,2,65,1,1,18300,0.0,2017,Toyota,Mirai
396,10,2017,42.0,0,0,1,0,175000.0,2,0,0,3,853.74,2,12.18,2,45,1,2,20000,0.0,2017,Toyota,Mirai
399,10,2017,42.0,0,0,0,0,125000.0,0,1,1,3,447.22,0,18.43,4,45,0,2,26800,0.0,2017,Toyota,Mirai
400,10,2017,42.0,0,0,1,0,125000.0,2,0,1,3,486.81,0,16.4,3,65,0,2,19670,0.0,2017,Toyota,Mirai
401,10,2017,42.0,0,1,0,0,50000.0,2,1,1,4,381.01,2,9.79,2,65,0,3,19800,0.0,2017,Toyota,Mirai
403,10,2017,42.0,0,0,1,0,225000.0,2,1,1,2,378.52,0,28.38,3,45,0,2,18000,0.0,2017,Toyota,Mirai
406,10,2017,42.0,0,0,0,0,325000.0,2,1,1,4,460.25,0,47.47,4,45,0,3,31200,0.0,2017,Toyota,Mirai
409,10,2017,42.0,1,0,0,0,175000.0,1,1,1,3,121.36,0,1.1,2,45,0,3,6000,0.0,2017,Toyota,Mirai
411,10,2017,42.0,0,0,0,0,375000.0,0,1,1,4,100.14,0,11.23,2,55,0,3,7536,0.0,2017,Toyota,Mirai
413,10,2017,42.0,0,0,0,0,175000.0,2,0,0,4,199.96,10,42.24,4,55,0,3,22648,0.0,2017,Toyota,Mirai
415,10,2017,42.0,0,0,0,0,125000.0,2,1,1,2,260.68,0,11.58,1,35,0,2,13632,0.0,2017,Toyota,Mirai
418,11,2017,42.0,1,1,1,0,225000.0,2,1,1,4,427.84,0,23.91,2,65,0,3,10275,0.0,2017,Toyota,Mirai
419,10,2017,42.0,0,1,0,0,175000.0,2,0,1,4,132.96,1,15.91,3,55,0,2,13800,0.0,2017,Toyota,Mirai
422,11,2017,42.0,0,0,0,0,325000.0,2,1,1,4,330.96,0,18.41,4,45,1,3,18000,0.0,2017,Toyota,Mirai
424,10,2017,42.0,0,0,1,0,375000.0,1,1,1,4,347.41,2,31.0,4,45,1,3,15000,0.0,2017,Toyota,Mirai
426,10,2017,42.0,0,0,0,1,275000.0,2,1,1,4,387.83,0,32.6,5,55,0,4,24000,0.0,2017,Toyota,Mirai
429,10,2017,42.0,0,0,0,0,175000.0,2,1,1,4,436.45,0,6.52,3,55,1,3,19536,0.0,2017,Toyota,Mirai
435,10,2017,42.0,0,0,1,0,175000.0,2,0,0,4,128.9,4,23.17,2,35,0,1,16000,0.0,2017,Toyota,Mirai
439,10,2017,42.0,0,0,0,0,75000.0,0,1,1,3,104.65,1,51.37,4,45,0,2,28350,0.0,2017,Toyota,Mirai
446,10,2017,42.0,0,0,1,0,125000.0,1,1,1,4,959.34,0,28.13,3,35,0,2,14000,0.0,2017,Toyota,Mirai
449,10,2017,42.0,0,0,0,0,225000.0,2,1,1,3,336.29,6,5.61,2,65,0,2,9600,0.0,2017,Toyota,Mirai
450,10,2017,42.0,0,0,0,0,75000.0,2,1,0,2,847.38,0,18.6,2,45,1,2,10700,0.0,2017,Toyota,Mirai
451,11,2017,42.0,0,1,0,0,225000.0,2,1,1,4,347.47,2,20.04,4,45,0,3,19320,0.0,2017,Toyota,Mirai
453,10,2017,42.0,0,0,0,0,75000.0,2,1,1,4,125.92,0,8.11,1,55,1,2,12000,0.0,2017,Toyota,Mirai
455,10,2017,42.0,1,0,0,0,125000.0,2,0,0,3,274.2,0,10.15,3,45,0,2,6857,0.0,2017,Toyota,Mirai
464,10,2017,42.0,0,0,1,0,75000.0,2,1,0,2,93.15,2,18.18,4,55,0,2,12480,0.0,2017,Toyota,Mirai
466,10,2017,42.0,0,0,0,0,325000.0,1,0,0,4,399.66,0,11.01,2,35,0,2,15160,0.0,2017,Toyota,Mirai
468,10,2017,42.0,0,0,0,0,375000.0,2,1,1,4,161.97,0,16.98,2,65,0,2,9000,0.0,2017,Toyota,Mirai
474,10,2017,42.0,0,1,0,0,175000.0,2,1,0,4,747.72,0,34.51,2,35,0,2,11604,0.0,2017,Toyota,Mirai
476,10,2017,42.0,0,0,1,0,175000.0,2,1,1,4,86.89,0,9.61,4,35,1,2,12000,0.0,2017,Toyota,Mirai
482,10,2017,42.0,0,0,1,0,125000.0,2,1,1,3,129.09,1,5.25,2,55,0,2,11110,0.0,2017,Toyota,Mirai
483,10,2017,42.0,1,1,1,0,325000.0,3,1,1,4,97.33,2,28.24,4,35,0,4,18000,0.0,2017,Toyota,Mirai
487,10,2017,42.0,1,0,0,0,75000.0,2,0,0,4,92.23,0,1.92,4,45,0,2,38980,0.0,2017,Toyota,Mirai
488,10,2017,42.0,0,0,0,0,225000.0,0,1,1,4,395.48,0,33.58,4,55,0,2,21600,0.0,2017,Toyota,Mirai
490,10,2017,42.0,0,1,0,0,325000.0,2,1,1,4,868.59,0,26.21,3,55,1,2,10000,0.0,2017,Toyota,Mirai
492,10,2017,42.0,0,0,0,0,75000.0,2,0,0,4,127.2,4,8.96,2,35,0,2,12252,0.0,2017,Toyota,Mirai
494,10,2017,42.0,0,0,0,0,375000.0,2,1,1,4,255.62,0,17.28,4,45,0,3,18090,0.0,2017,Toyota,Mirai
499,10,2017,42.0,0,0,1,0,125000.0,2,1,1,3,142.06,0,4.09,2,45,1,2,9000,0.0,2017,Toyota,Mirai
503,11,2017,42.0,0,0,0,0,175000.0,2,0,1,3,80.33,1,22.82,4,35,0,2,7504,0.0,2017,Toyota,Mirai
504,11,2017,42.0,0,0,0,0,75000.0,2,0,0,3,85.92,10,1.46,1,65,1,1,8000,0.0,2017,Toyota,Mirai
505,11,2017,42.0,0,0,0,0,225000.0,1,0,0,4,84.59,1,4.68,4,35,1,2,10285,0.0,2017,Toyota,Mirai
507,11,2017,42.0,0,0,0,0,275000.0,2,1,1,3,242.78,0,9.62,4,45,0,2,10588,0.0,2016,Toyota,Mirai
509,11,2017,42.0,0,0,0,0,75000.0,2,0,0,4,416.5,2,49.05,2,25,1,3,5810,0.0,2017,Toyota,Mirai
946,4,2015,43.0,0,0,0,0,125000.0,-2,1,1,3,571.75,0,15.58,2,55,0,3,10992,1.0,2013,Honda,Fit EV
953,4,2015,43.0,0,0,1,0,225000.0,1,1,1,4,120.4,0,2.19,2,55,0,2,5714,1.0,2014,Chevrolet,Spark EV
954,4,2015,43.0,0,0,0,0,375000.0,2,1,1,3,407.45,0,40.95,5,45,0,2,16800,1.0,2013,Nissan,Leaf
957,4,2015,43.0,0,0,1,0,275000.0,2,1,1,4,123.65,0,3.04,3,45,0,2,6000,1.0,2012,Nissan,Leaf
959,4,2015,43.0,0,0,0,0,125000.0,0,1,1,4,289.51,0,47.75,2,65,0,2,14250,1.0,2014,Toyota,RAV4 EV
963,4,2015,43.0,0,0,1,0,75000.0,2,1,0,4,113.45,0,24.4,2,55,0,2,14727,1.0,2013,Nissan,Leaf
973,4,2015,43.0,0,0,0,0,225000.0,0,1,1,3,399.26,0,14.12,4,35,0,2,9818,1.0,2014,Toyota,RAV4 EV
975,4,2015,43.0,1,0,0,0,325000.0,1,1,1,4,372.35,5,2.9,4,55,0,2,20530,1.0,2013,Tesla,Model S
978,4,2015,43.0,0,0,0,0,125000.0,-3,1,0,3,396.17,0,14.22,4,35,0,2,11200,1.0,2013,Nissan,Leaf
