 Index ,submitdate. Date submitted,Month/Year Submitted, Month Submitted ,  Year Submitted  , lastpage. Last page , Previous PHEVs , Previous BEVs , Previous HEVs , Previous CNGs , Household Income ," Importance of reducing greenhouse gas emissions (03 not important, 3 important) ", Home ownership (own 1) , Home Type (detached 1) , Highest Level of Education , Longest trip in the last 12 months , Number of trips over 200 miles in the last 12 months , One0way commute distance , Number of people in the household , Age , Gender (Male 1) , Number of vehicles in the household , Annual VMT Estimate  ," FCV, BEV Dummy ", Model Year , Manufacture , Model 
2542,4/20/2015,4/1/2015,4,2015,43,1,0,0,0,500000,0,1,1,4,149,0,30,2,45,1,2,15108,1,2012, Toyota , RAV4 EV 
2545,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,2,1,1,2,701,0,8,2,55,1,3,2160,1,2013, Fiat , 500e 
2546,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,2,1,0,4,380,10,12,1,35,0,2,3634,1,2014, Chevrolet , Spark EV 
2549,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,0,3,226,1,26,1,35,1,1,17333,1,2014, Tesla , Model S 
2551,4/20/2015,4/1/2015,4,2015,43,0,1,0,0,175000,3,1,1,4,278,3,2,2,75,0,2,13846,1,2014, Tesla , Model S 
2554,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,75000,2,1,1,4,1137,4,4,4,65,0,3,9245,1,2013, Tesla , Model S 
2555,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,0,4,419,0,1,2,25,0,3,10500,1,2014, Fiat , 500e 
2557,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,75000,1,0,0,3,530,0,18,3,35,0,3,6000,1,2014, Nissan , Leaf 
2560,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,0,0,4,126,0,9,4,45,0,2,6000,1,2015, Nissan , Leaf 
2561,4/20/2015,4/1/2015,4,2015,43,1,1,0,0,225000,0,1,1,2,268,0,24,4,45,0,2,11333,1,2014, Toyota , RAV4 EV 
2564,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,500000,0,1,1,3,713,4,15,2,45,0,2,17538,1,2013, Tesla , Model S 
2566,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,2,1,1,3,286,0,6,1,45,1,2,6480,1,2014, Ford , Focus Electric 
2574,4/21/2015,4/1/2015,4,2015,43,0,1,0,0,225000,2,1,1,3,108,0,5,4,45,1,3,13091,1,2014, Toyota , RAV4 EV 
2578,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,50000,3,0,0,3,2492,0,4,6,35,0,2,7500,1,2013, Fiat , 500e 
2580,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,0,3,387,0,19,4,45,0,4,12632,1,2013, Nissan , Leaf 
2593,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,225000,2,1,1,4,279,0,6,1,35,0,2,7533,1,2014, Chevrolet , Spark EV 
2596,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,500000,3,1,1,3,383,5,14,4,45,0,2,17333,1,2013, Tesla , Model S 
2599,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,3,242,0,12,2,55,0,2,8143,1,2012, Nissan , Leaf 
2600,4/20/2015,4/1/2015,4,2015,43,1,0,0,0,275000,0,1,1,3,480,0,35,4,45,0,3,18750,1,2014, Toyota , RAV4 EV 
2604,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,375,0,6,3,55,0,3,9692,1,2013, Ford , Focus Electric 
2608,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,125000,0,1,1,4,355,0,65,4,45,0,3,28500,1,2013, Toyota , RAV4 EV 
2609,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,425000,2,1,1,4,225,6,2,2,65,0,2,7000,1,2014, Tesla , Model S 
2610,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,108,0,36,3,55,0,2,9176,1,2014, Chevrolet , Spark EV 
2611,4/20/2015,4/1/2015,4,2015,43,1,0,0,0,225000,2,1,1,4,290,30,30,5,45,0,2,20400,1,2014, Toyota , RAV4 EV 
2615,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,455,8,7,1,55,0,2,7473,1,2013, Tesla , Model S 
2616,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,2,459,0,4,2,55,0,3,6313,1,2014, Fiat , 500e 
2618,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,425000,3,1,1,4,229,0,5,5,35,0,2,5894,1,2013, Nissan , Leaf 
2624,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,175000,3,1,0,4,78,11,32,2,35,0,2,17506,1,2014, BMW , i3 
2628,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,175000,3,1,1,4,364,0,18,2,45,0,3,12480,1,2013, Nissan , Leaf 
2632,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,2,1,1,3,111,0,26,2,45,0,2,9786,1,2013, Fiat , 500e 
2639,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,2,1,1,4,285,0,4,4,45,1,3,8000,1,2014, Nissan , Leaf 
2640,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,425000,3,1,1,4,234,0,17,3,35,0,2,12000,1,2015, Nissan , Leaf 
2643,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,0,1,4,2264,0,5,2,35,0,2,12188,1,2014, Ford , Focus Electric 
2646,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,125000,3,1,0,3,139,0,23,2,35,0,2,17143,1,2013, Toyota , RAV4 EV 
2651,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,3,330,0,17,2,35,0,3,6621,1,2012, Nissan , Leaf 
2661,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,4,456,0,20,4,55,1,4,12194,1,2012, Nissan , Leaf 
2664,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,175000,3,1,1,3,639,3,5,6,55,0,4,12305,1,2014, Tesla , Model S 
2665,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,4,304,0,26,4,45,0,3,10323,1,2011, Nissan , Leaf 
2667,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,2,1,1,4,412,0,29,4,45,0,3,13091,1,2013, Nissan , Leaf 
2671,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,375000,3,0,1,4,220,0,10,4,45,0,2,11143,1,2012, Ford , Focus Electric 
2677,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,3,273,8,28,4,65,0,4,15175,1,2013, Tesla , Model S 
2678,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,1,0,1,4,363,0,15,2,35,0,2,8308,1,2013, Nissan , Leaf 
2681,4/20/2015,4/1/2015,4,2015,43,0,1,0,0,50000,1,1,1,2,270,3,11,2,35,0,1,12600,1,2014, Mitsubishi , i0MiEV 
2683,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,0,0,0,4,358,11000,16,4,25,0,2,4889,1,2013, Nissan , Leaf 
2684,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,125000,2,0,0,3,103,0,27,2,25,1,2,13565,1,2013, Nissan , Leaf 
2689,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,112,0,9,4,18,1,2,11016,1,2012, Nissan , Leaf 
2690,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,3,331,0,24,1,35,0,3,12277,1,2014, Chevrolet , Spark EV 
2691,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,0,1,1,3,451,0,16,3,45,0,3,8937,1,2014, Fiat , 500e 
2692,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,2,1,1,4,383,0,15,2,45,0,2,11429,1,2013, Nissan , Leaf 
2698,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,1,0,1,4,368,0,6,4,35,0,2,7500,1,2014, Ford , Focus Electric 
2700,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,0,3,194,0,13,3,35,0,2,11112,1,2014, Fiat , 500e 
2703,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,425000,3,1,1,4,524,0,1,2,65,0,3,4260,1,2013, Nissan , Leaf 
2704,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,4,363,0,13,2,45,0,3,8600,1,2014, Fiat , 500e 
2711,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,500000,3,1,1,3,490,0,13,2,65,0,3,13662,1,2014, Tesla , Model S 
2712,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,233,1,8,4,45,1,2,10857,1,2013, Nissan , Leaf 
2714,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,1,1,1,4,205,4,15,1,45,0,3,9203,1,2013, Tesla , Model S 
2715,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,500000,3,1,1,4,239,0,5,4,45,0,3,6692,1,2013, Tesla , Model S 
2717,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,2,1,1,4,292,0,29,4,45,0,3,12800,1,2014, Nissan , Leaf 
2718,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,275000,3,1,1,3,472,0,7,3,35,0,2,7429,1,2013, Toyota , RAV4 EV 
2719,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,4,198,0,34,2,65,1,3,19419,1,2014, Fiat , 500e 
2721,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,1,1,1,2,238,0,13,4,45,0,3,11784,1,2013, Nissan , Leaf 
2724,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,175000,2,1,1,3,512,0,3,3,55,1,3,3750,1,2014, Ford , Focus Electric 
2727,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,1,1,0,4,543,3,22,4,45,0,2,9818,1,2013, Tesla , Model S 
2741,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,500000,3,1,1,4,459,0,19,2,65,0,3,8000,1,2014, Nissan , Leaf 
2742,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,3,797,0,30,5,25,1,5,12900,1,2014, Nissan , Leaf 
2743,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,3,216,2,29,4,45,1,3,18000,1,2014, Tesla , Model S 
2747,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,2,1,1,4,675,0,15,5,45,0,3,10909,1,2014, Nissan , Leaf 
2753,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,0,0,1,4,177,0,20,3,55,0,3,11520,1,2013, Nissan , Leaf 
2755,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,0,1,1,4,275,0,14,1,35,0,2,16421,1,2013, Toyota , RAV4 EV 
2762,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,3,456,0,2,2,45,0,4,2585,1,2014, Fiat , 500e 
2764,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,375000,3,1,1,4,148,0,7,4,45,1,4,12989,1,2013, Toyota , RAV4 EV 
2769,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,500000,2,1,1,4,379,0,14,3,35,0,2,5829,1,2013, Nissan , Leaf 
2770,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,3,420,0,10,2,45,0,2,11333,1,2013, Nissan , Leaf 
2775,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,325000,1,1,1,4,410,0,15,2,35,1,2,22286,1,2014, Toyota , RAV4 EV 
2776,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,125000,3,1,1,4,768,0,24,6,45,1,3,16909,1,2013, Nissan , Leaf 
2783,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,2,1,1,2,524,0,3,3,65,0,2,6507,1,2013, Smart , fortwo 
2785,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,2,0,1,4,361,0,6,2,35,0,2,6000,1,2013, Nissan , Leaf 
2788,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,500000,3,1,1,3,430,0,11,4,55,0,2,9201,1,2013, Nissan , Leaf 
2793,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,2,276,1,4,2,65,1,3,10144,1,2011, Nissan , Leaf 
2797,4/20/2015,4/1/2015,4,2015,43,1,0,0,0,325000,2,1,1,4,252,0,32,4,45,0,3,4700,1,2013, Fiat , 500e 
2804,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,175000,3,1,1,4,46,0,4,2,55,0,2,7714,1,2013, Fiat , 500e 
2808,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,0,0,4,364,0,2,2,35,1,2,5455,1,2014, Fiat , 500e 
2810,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,4,243,5,3,2,65,0,3,10714,1,2012, Tesla , Model S 
2814,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,2,1,1,4,119,0,6,3,65,1,3,4966,1,2012, Toyota , RAV4 EV 
2816,4/20/2015,4/1/2015,4,2015,43,1,0,0,0,225000,1,1,1,4,199,0,2,3,45,0,2,7434,1,2015, Fiat , 500e 
2817,4/20/2015,4/1/2015,4,2015,43,1,0,0,0,275000,3,1,1,4,252,0,12,3,45,0,2,15900,1,2013, Toyota , RAV4 EV 
2818,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,2,1,1,4,442,4,12,4,55,0,2,7059,1,2013, Tesla , Model S 
2825,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,3,435,12,17,2,55,0,4,14431,1,2012, Tesla , Model S 
2827,4/21/2015,4/1/2015,4,2015,43,1,1,0,0,225000,3,1,1,3,371,6,12,5,55,0,5,14400,1,2014, Tesla , Model S 
2829,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,275000,3,1,1,3,137,0,27,3,45,1,2,13200,1,2014, Nissan , Leaf 
2831,4/20/2015,4/1/2015,4,2015,43,0,1,1,0,425000,1,1,1,4,437,10,5,4,35,0,2,20850,1,2013, Tesla , Model S 
2832,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,500000,1,1,1,4,387,5,31,3,55,0,2,39818,1,2013, Tesla , Model S 
2839,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,0,1,3,395,0,16,3,35,0,2,13091,1,2014, Chevrolet , Spark EV 
2840,5/3/2015,5/1/2015,5,2015,43,0,0,0,0,275000,3,1,1,4,298,5,5,2,45,0,2,12356,1,2013, Tesla , Model S 
2847,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,4,325,0,5,4,55,0,3,15600,1,2014, Ford , Focus Electric 
2858,4/20/2015,4/1/2015,4,2015,43,1,0,0,0,175000,3,1,1,4,498,0,23,4,35,0,3,10560,1,2013, Nissan , Leaf 
2862,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,425000,2,1,1,4,101,6,23,3,65,0,2,14069,1,2012, Tesla , Model S 
2865,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,0,0,3,435,0,8,5,55,0,2,12000,1,2013, Nissan , Leaf 
2867,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,277,0,10,2,35,0,3,9216,1,2014, Fiat , 500e 
2870,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,4,918,5,17,2,65,0,2,14564,1,2014, Tesla , Model S 
2875,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,425000,2,1,1,4,365,0,11,4,35,1,2,13000,1,2013, Nissan , Leaf 
2876,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,81,1,26,3,35,0,2,20571,1,2013, Toyota , RAV4 EV 
2886,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,2,1,0,4,618,0,33,2,35,0,3,15341,1,2014, Fiat , 500e 
2887,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,0,0,1,4,279,0,33,2,45,0,2,16431,1,2014, Fiat , 500e 
2895,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,4,132,0,17,2,35,0,2,12000,1,2014, Nissan , Leaf 
2897,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,325000,3,1,1,4,351,0,45,4,55,0,3,15273,1,2014, Ford , Focus Electric 
2901,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,0,1,4,186,0,8,3,35,1,2,12000,1,2015, Fiat , 500e 
2903,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,500000,3,1,1,4,103,6,40,4,55,0,3,20644,1,2013, Tesla , Model S 
2904,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,275000,1,1,1,3,406,3,49,2,65,0,1,20286,1,2013, Tesla , Model S 
2905,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,3,373,0,20,4,55,0,2,11647,1,2012, Nissan , Leaf 
2910,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,225000,1,1,1,3,227,0,18,2,45,0,3,11000,1,2014, Nissan , Leaf 
2911,4/20/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,3,419,0,36,4,45,0,3,9462,1,2014, Fiat , 500e 
2913,4/20/2015,4/1/2015,4,2015,43,0,0,1,0,125000,1,1,1,4,3680,0,10,2,65,1,5,4333,1,2013, Fiat , 500e 
2918,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,3,460,0,25,2,45,0,3,10500,1,2013, Fiat , 500e 
2920,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,225000,2,1,1,2,419,0,17,3,55,0,4,11077,1,2014, Fiat , 500e 
2922,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,75000,2,1,1,3,270,0,24,11,55,0,5,18064,1,2014, Nissan , Leaf 
2925,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,375000,3,1,1,4,136,0,33,2,45,0,3,7200,1,2014, Fiat , 500e 
2927,4/21/2015,4/1/2015,4,2015,43,1,0,0,0,275000,1,1,1,3,391,0,26,4,45,0,3,10909,1,2013, Nissan , Leaf 
2932,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,4,52,13000,24,2,45,0,3,12644,1,2013, Nissan , Leaf 
2940,4/22/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,0,1,4,91,3,11,2,35,1,1,11000,1,2014, Ford , Focus Electric 
2941,4/21/2015,4/1/2015,4,2015,43,1,0,0,0,175000,0,1,1,3,281,20,18,2,45,0,3,18180,1,2013, Toyota , RAV4 EV 
2942,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,500000,3,1,1,4,177,0,11,2,65,0,2,6105,1,2014, Toyota , RAV4 EV 
2948,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,425000,3,1,1,4,250,0,28,4,35,1,3,12000,1,2014, Nissan , Leaf 
2951,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,325000,3,1,1,3,287,0,11,3,65,0,3,6519,1,2012, Nissan , Leaf 
2953,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,2,411,0,12,4,55,0,3,4732,1,2013, Nissan , Leaf 
2955,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,225000,3,1,1,2,231,0,20,4,55,0,4,10909,1,2013, Nissan , Leaf 
2961,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,125000,1,1,1,4,130,0,4,4,35,0,3,13200,1,2014, Nissan , Leaf 
2966,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,125000,3,1,1,4,199,0,4,2,55,0,4,5790,1,2014, Chevrolet , Spark EV 
2967,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,225000,3,1,1,3,536,0,49,3,55,0,3,24000,1,2013, Nissan , Leaf 
2970,4/21/2015,4/1/2015,4,2015,43,1,0,0,0,125000,2,0,1,3,381,0,8,2,35,0,2,12114,1,2013, Nissan , Leaf 
2972,4/21/2015,4/1/2015,4,2015,43,1,0,0,0,125000,3,1,1,3,94,0,14,2,55,1,3,7200,1,2014, Nissan , Leaf 
2978,4/21/2015,4/1/2015,4,2015,43,1,0,0,0,175000,3,1,1,3,77,0,23,5,45,0,3,155294,1,2014, Fiat , 500e 
2984,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,75000,1,0,0,3,82,0,32,2,25,0,2,12000,1,2013, Fiat , 500e 
2985,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,0,0,2,336,4,4,2,65,0,2,9768,1,2014, Toyota , RAV4 EV 
2988,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,175000,2,1,1,4,498,0,5,2,65,0,3,8000,1,2013, Fiat , 500e 
2993,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,3,886,10,7,4,55,0,5,13895,1,2013, Tesla , Model S 
2997,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,175000,1,1,1,3,2612,0,32,5,45,0,3,15750,1,2014, Chevrolet , Spark EV 
2998,4/21/2015,4/1/2015,4,2015,43,0,1,0,0,325000,1,1,1,4,105,0,7,2,45,0,2,8182,1,2014, BMW , i3 
3000,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,175000,2,1,1,4,213,0,14,4,45,0,3,10172,1,2014, Fiat , 500e 
3002,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,225000,2,1,1,3,269,0,4,4,35,0,3,11058,1,2014, Honda , Fit EV 
3003,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,75000,2,1,0,4,269,0,34,4,35,0,2,12000,1,2013, Nissan , Leaf 
3005,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,75000,3,1,1,3,96,0,4,1,65,0,5,8400,1,2014, Toyota , RAV4 EV 
3007,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,425000,3,1,1,3,511,0,18,4,45,1,2,11200,1,2013, Honda , Fit EV 
3016,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,75000,3,1,1,2,282,0,15,2,75,0,4,7488,1,2013, Nissan , Leaf 
3019,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,0,1,3,453,3,19,5,35,0,4,8571,1,2014, Tesla , Model S 
3023,4/21/2015,4/1/2015,4,2015,43,1,0,1,0,125000,2,1,0,3,381,0,22,4,25,0,4,12300,1,2015, Nissan , Leaf 
3026,4/21/2015,4/1/2015,4,2015,43,0,1,0,0,275000,0,1,0,4,648,0,1,4,55,0,5,5667,1,2014, Chevrolet , Spark EV 
3029,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,75000,1,0,0,3,370,3,10,1,35,0,1,13650,1,2013, Tesla , Model S 
3042,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,4,1453,0,29,4,55,0,3,10453,1,2012, Ford , Focus Electric 
3046,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,75000,3,1,1,4,930,0,12,3,55,0,2,10495,1,2013, Nissan , Leaf 
3051,4/21/2015,4/1/2015,4,2015,43,0,1,0,0,125000,3,1,1,2,431,20,7,2,55,1,3,20727,1,2014, Tesla , Model S 
3053,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,175000,3,1,1,4,355,0,35,2,45,0,3,29880,1,2014, Nissan , Leaf 
3059,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,3,535,0,14,3,55,0,2,9333,1,2015, Nissan , Leaf 
3062,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,4,218,0,1,3,45,0,2,11000,1,2015, Nissan , Leaf 
3064,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,175000,3,1,1,3,371,0,10,5,45,0,5,8667,1,2013, Ford , Focus Electric 
3071,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,225000,3,1,1,3,483,0,23,2,55,0,2,13778,1,2012, Nissan , Leaf 
3074,4/21/2015,4/1/2015,4,2015,43,0,1,0,0,175000,2,1,1,4,268,0,7,3,55,1,3,6000,1,2014, Nissan , Leaf 
3075,4/21/2015,4/1/2015,4,2015,43,0,1,0,0,175000,2,1,1,3,396,4,4,2,65,0,2,12000,1,2013, Tesla , Model S 
3078,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,275000,3,1,1,3,231,0,10,1,45,0,2,4444,1,2013, Nissan , Leaf 
3082,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,3,100,0,8,2,65,0,3,8251,1,2012, Nissan , Leaf 
3083,4/21/2015,4/1/2015,4,2015,43,0,1,0,0,225000,3,1,1,3,390,0,9,2,45,1,3,9000,1,2015, Nissan , Leaf 
3085,4/21/2015,4/1/2015,4,2015,43,1,0,0,0,225000,3,1,1,3,259,0,5,4,45,0,3,9000,1,2013, Nissan , Leaf 
3092,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,50000,2,1,1,3,393,0,7,3,45,0,2,8918,1,2013, Nissan , Leaf 
3098,4/21/2015,4/1/2015,4,2015,43,0,0,1,0,125000,3,1,1,3,212,0,7,2,75,0,3,7800,1,2015, Nissan , Leaf 
3100,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,125000,3,1,1,4,635,0,6,3,45,1,3,13265,1,2014, Fiat , 500e 
3106,4/21/2015,4/1/2015,4,2015,43,0,0,0,0,500000,2,0,1,4,278,10,6,4,45,0,2,14182,1,2014, Tesla , Model S 
3109,4/22/2015,4/1/2015,4,2015,43,0,0,1,0,125000,2,1,0,3,284,0,20,3,55,0,3,10667,1,2013, Fiat , 500e 
3111,4/22/2015,4/1/2015,4,2015,43,0,0,0,0,125000,1,0,1,3,206,0,19,2,55,0,5,14125,1,2013, Nissan , Leaf 
3113,4/22/2015,4/1/2015,4,2015,43,1,0,1,0,275000,3,1,1,4,249,0,18,2,55,1,2,8333,1,2013, Nissan , Leaf 
3122,4/22/2015,4/1/2015,4,2015,43,0,0,0,0,225000,0,1,1,3,452,0,9,2,35,0,2,19292,1,2013, Toyota , RAV4 EV 
3127,4/22/2015,4/1/2015,4,2015,43,0,0,0,0,225000,2,1,1,4,144,0,15,4,45,1,2,11856,1,2014, Nissan , Leaf 
3134,4/22/2015,4/1/2015,4,2015,43,0,0,1,0,125000,2,1,1,4,111,0,9,4,55,1,4,5486,1,2013, Honda , Fit EV 
3136,4/22/2015,4/1/2015,4,2015,43,0,0,0,0,375000,3,1,1,3,204,0,5,2,55,0,3,6987,1,2013, Fiat , 500e 
3139,4/22/2015,4/1/2015,4,2015,43,1,0,0,0,325000,3,1,1,4,138,0,42,4,45,0,4,12900,1,2015, Chevrolet , Spark EV 
3140,4/22/2015,4/1/2015,4,2015,43,0,0,0,0,50000,2,0,0,2,266,0,13,2,55,0,2,28000,1,2013, Nissan , Leaf 
3142,4/22/2015,4/1/2015,4,2015,43,0,0,0,0,225000,1,1,1,4,253,0,12,1,45,1,2,9706,1,2015, Fiat , 500e 
3144,4/22/2015,4/1/2015,4,2015,43,0,0,1,0,175000,3,1,1,4,452,0,31,4,45,1,3,12185,1,2014, Fiat , 500e 
3147,4/22/2015,4/1/2015,4,2015,43,0,1,0,0,75000,3,1,1,3,399,4,3,1,55,1,1,7500,1,2012, Tesla , Model S 
3148,4/22/2015,4/1/2015,4,2015,43,0,0,0,0,225000,2,1,1,4,404,0,26,2,45,0,4,12386,1,2014, Chevrolet , Spark EV 
3156,4/22/2015,4/1/2015,4,2015,43,0,0,1,0,325000,3,1,1,3,1250,0,18,5,55,0,5,12031,1,2014, Fiat , 500e 
