Station Name,City,State,ZIP,Latitude,Longitude,year
Inn at Herr Ridge - Tesla Destination,Gettysburg,PA,17325,39.8423436,-77.2618187,2016
Ledges Hotel - Tesla Destination,Hawley,PA,18428,41.472262,-75.171428,2015
"The Settlers Inn, a Select Registry Property - Tesla Destination",Hawley,PA,18428,41.481545,-75.183188,2015
Cocoon Coffee House - Tesla Destination,Hawley,PA,18428,41.472154,-75.172537,2015
AACA Antique Automobile Museum - Tesla Destination,Hummelstown,PA,17036,40.300091,-76.6896676,2014
"Inn at Westwynd Farm, a Select Registry Property - Tesla Destination",Hummelstown,PA,17036,40.3351832,-76.6681699,2015
Hilton Garden Inn Indiana at IUP - Tesla Destination,Indiana,PA,15705,40.611518,-79.160111,2017
Times House Bed and Breakfast - Tesla Destination,Jim Thorpe,PA,18229,40.863079,-75.739534,2016
Hilton Garden Inn Kennett Square - Tesla Destination,Kennett Square,PA,19348,39.860952,-75.686351,2016
Pine Point Plaza & Carwash - Tesla Destination,Lake Harmony,PA,18624,41.02008425,-75.58740735,2018
King's Cottage Bed & Breakfast - Tesla Destination,Lancaster,PA,17602,40.039804,-76.28137,2015
The Hollinger House Bed and Breakfast - Tesla Destination,Lancaster,PA,17602,39.9948422,-76.2884552,2015
The Inn at Leola Village - Tesla Destination,Leola,PA,17540,40.085037,-76.203975,2016
Candlewood Suites Grove City - Outlet Center - Tesla Destination,Mercer,PA,16137,41.142506,-80.166834,2017
Hampton Inn & Suites Grove City - Tesla Destination,Mercer,PA,16137,41.143031,-80.164498,2017
"The Mercersburg Inn, a Select Registry Property - Tesla Destination",Mercersburg,PA,17236,39.8239074,-77.9016381,2015
Giant Eagle Supermarket - Tesla Destination,Monroeville,PA,15146,40.431753,-79.772012,2018
La Quinta Inn Pittsburgh Airport - Tesla Destination,Moon Township,PA,15108,40.5079155,-80.22268,2017
Blue Spruce Shoppes - Tesla Destination,Murrysville,PA,15668,40.427355,-79.700879,2017
The Jacqueline House of Wilmington - Tesla Destination,New Castle,PA,16105,41.09308,-80.328679,2016
The Christmas Haus - Tesla Destination,New Oxford,PA,17350,39.863211,-77.058592,2017
Redbud House - Tesla Destination,New Oxford,PA,17350,39.864011,-77.056571,2017
The French Manor Inn & Spa - Tesla Destination,Newfoundland,PA,18445,41.2831762,-75.3414059,2015
The Londonderry Inn - Tesla Destination,Palmyra,PA,17078,40.277607,-76.578011,2017
1825 Inn Bed and Breakfast - Tesla Destination,Palmyra,PA,17078,40.2948925,-76.6038306,2015
Courtyard Philadelphia City Avenue - Tesla Destination,Philadelphia,PA,19131,40.006896,-75.210763,2015
Chestnut Hill Hotel - Tesla Destination,Philadelphia,PA,19118,40.074369,-75.202958,2015
Hampton Inn/Philadelphia Airport - Tesla Destination,Philadelphia,PA,19153,39.8882671,-75.2462644,2018
Hilton Garden Inn Valley Forge / Oaks - Tesla Destination,Phoenixville,PA,19460,40.13029,-75.450725,2015
Market District Supermarket-Pittsburgh - Tesla Destination,Pittsburgh,PA,15205,40.4416878,-80.1515623,2018
Residence Inn Pittsburgh University/Medical Center - Tesla Destination,Pittsburgh,PA,15213,40.454172,-79.954741,2016
Holiday Inn Express & Suites Pittsburgh - Tesla Destination,Pittsburgh,PA,15205,40.443113,-80.160004,2016
Shadyside Inn All Suites Hotel - Tesla Destination,Pittsburgh,PA,15232,40.448882,-79.933985,2016
The Block Northway - Tesla Destination,Pittsburgh,PA,15237,40.552182,-80.020224,2018
Holiday Inn Express Greentree - Tesla Destination,Pittsburgh,PA,15220,40.424493,-80.041625,2016
Distrikt Hotel Pittsburgh - Tesla Destination,Pittsburgh,PA,15219,40.437204,-79.998658,2017
Homewood Suites Plymouth Meeting - Tesla Destination,Plymouth Meeting,PA,19462,40.109192,-75.292373,2016
Kalahari Resorts & Conventions - Tesla Destination,Pocono Manor,PA,18349,41.099178,-75.392559,2016
Doubletree by Hilton Reading - Tesla Destination,Reading,PA,19601,40.3355055,-75.923357,2018
Candlewood Suites Sayre - Tesla Destination,Sayre,PA,18840,41.987453,-76.546662,2017
"Tara A Country Inn, a Select Registry Property - Tesla Destination",Sharpsville,PA,16150,41.2834516,-80.4283713,2015
Skytop Lodge - Tesla Destination,Skytop,PA,18357,41.228181,-75.238315,2015
Courtyard Philadelphia-Springfield - Tesla Destination,Springfield,PA,19064,39.925968,-75.351941,2016
Hilton Garden Inn State College - Tesla Destination,State College,PA,16801,40.8093041,-77.8352077,2016
Country Inn & Suites State College - Tesla Destination,State College,PA,16801,40.810884,-77.832797,2016
Days Inn State College - Tesla Destination,State College,PA,16803,40.793522,-77.858385,2017
Best Western Plus Towanda Inn - Tesla Destination,Towanda,PA,18848,41.788976,-76.455753,2015
Homewood Suites Doylestown - Tesla Destination,Warrington,PA,18976,40.26558,-75.133621,2016
Hyatt Place Pittsburgh South Meadows - Tesla Destination,Washington,PA,15301,40.217788,-80.201721,2016
The Arena Bar and Grill - Tesla Destination,Wilkes Barre,PA,18702,41.236834,-75.865035,2016
Holiday Inn Wilkes Barre - East Mountain - Tesla Destination,Wilkes-Barre,PA,18704,41.2508089,-75.8141767,2018
Breaker Brewing Company - Tesla Destination,Wilkes-Barre Township,PA,18702,41.225321,-75.868909,2016
"Gurney's Resort, Newport - Tesla Destination",Newport,RI,2840,41.4914098,-71.3273945,2018
The Vanderbilt Grace Hotel - Tesla Destination,Newport,RI,2840,41.48793,-71.313498,2016
Red Beam Garage C - Tesla Destination,Warwick,RI,2886,41.727961,-71.437705,2018
Ocean House - Tesla Destination,Watch Hill,RI,2891,41.3103108,-71.8534852,2015
The Weekapaug Inn - Tesla Destination,Westerly,RI,2891,41.330512,-71.750423,2015
The Bleckley Inn - Tesla Destination,Anderson,SC,29624,34.502584,-82.648609,2015
"Rhett House Inn, a Select Registry Property - Tesla Destination",Beaufort,SC,29902,32.4328131,-80.6738761,2016
Secession Golf Club - Tesla Destination,Beaufort,SC,29907,32.388675,-80.659278,2017
"Bloomsbury Inn, a Select Registry Property - Tesla Destination",Camden,SC,29020,34.258767,-80.604834,2015
Belmond Charleston Place - Tesla Destination,Charleston,SC,29401,32.780654,-79.932352,2014
Holiday Inn Charleston-Riverview - Tesla Destination,Charleston,SC,29407,32.781065,-79.965062,2017
Grand Bohemian Charleston Hotel - Tesla Destination,Charleston,SC,29456,32.782947,-79.932288,2016
Renaissance Charleston Historic District - Tesla Destination,Charleston,SC,29401,32.782707,-79.933428,2015
Best Western Plus University Inn & Conference Center - Tesla Destination,Clemson,SC,29631,34.688333,-82.82529099999999,2017
Aloft Columbia Harbison - Tesla Destination,Columbia,SC,29212,34.0750624,-81.1602296,2018
Downtown Greenville - Tesla Destination,Greenville,SC,29601,34.847321,-82.3986945,2017
Staybridge Suites Greenville I-85 Woodruff Road - Tesla Destination,Greenville,SC,29607,34.8223458,-82.3012288,2018
Wyndham Garden Greenville Airport - Tesla Destination,Greenville,SC,29615,34.85708,-82.269407,2017
Embassy Suites by Hilton Greenville Golf Resort - Tesla Destination,Greenville,SC,29607,34.825788,-82.323732,2017
City of Hartsville East College Ave. Parking Lots - Tesla Destination,Hartsville,SC,29550,34.375476,-80.072566,2017
Shelter Cove Harbour - Tesla Destination,Hilton Head Island,SC,29928,32.180115,-80.726984,2017
Marriott's Surfwatch - Tesla Destination,Hilton Head Island,SC,29928,32.197338,-80.69798,2017
Best Western Ocean Breeze Inn - Tesla Destination,Hilton Head Island,SC,29928,32.1424227,-80.7627025,2015
Sonesta Resort Hilton Head Island - Tesla Destination,Hilton Head Island,SC,29928,32.154318,-80.731841,2017
The Westin Hilton Head Island Resort & Spa - Tesla Destination,Hilton Head Island,SC,29928,32.2089885,-80.6815982,2014
Bomboras Grille - Tesla Destination,Hilton Head Island,SC,29928,32.144581,-80.751565,2015
Marriott's Grande Ocean - Tesla Destination,Hilton Head Island,SC,29928,32.137083,-80.762091,2017
Sanctuary at Kiawah Island Golf Resort - Tesla Destination,Kiawah Island,SC,29455,32.601592,-80.092282,2015
"Abingdon Manor, Country Inn & Restaurant - Tesla Destination",Latta,SC,29565,34.343903,-79.431386,2015
Alodia's Cucina Italiana - Tesla Destination,Lexington,SC,29072,33.981961,-81.238013,2018
Mount Pleasant Towne Centre - Tesla Destination,Mount Pleasant,SC,29464,32.82928,-79.828358,2018
Towneplace Suites Charleston Mt. Pleasant - Tesla Destination,Mt. Pleasant,SC,29464,32.8091877,-79.8495211,2017
Ellington at Wachesaw East - Tesla Destination,Murrells Inlet,SC,29576,33.561023,-79.046193,2014
Hilton Myrtle Beach Resort - Tesla Destination,Myrtle Beach,SC,29572,33.769328,-78.774974,2015
Best Western Plus Grand Strand Inn & Suites - Tesla Destination,Myrtle Beach,SC,29577,33.6718019,-78.9035179,2015
The Caribbean Resort & Villas - Tesla Destination,Myrtle Beach,SC,29577,33.707872,-78.861683,2014
Embassy Suites Myrtle Beach Oceanfront Resort - Tesla Destination,Myrtle Beach,SC,29572,33.767361,-78.778418,2015
SpringHill Suites by Marriott Charleston North - Tesla Destination,North Charleston,SC,29420,32.9388585,-80.0529389,2018
North Beach Plantation - Tesla Destination,North Myrtle Beach,SC,29582,33.790958,-78.736232,2015
21 Main at North Beach - Tesla Destination,North Myrtle Beach,SC,29582,33.794668,-78.742203,2016
Litchfield Beach & Golf Resort - Tesla Destination,Pawleys Island,SC,29585,33.484047,-79.095578,2015
Home2 Suites by Hilton Rock Hill - Tesla Destination,Rock Hill,SC,29730,34.936644,-80.965165,2017
Courtyard by Marriott Rock Hill - Tesla Destination,Rock Hill,SC,29732,34.9784748,-80.9896041,2017
The Pump House Restaurant - Tesla Destination,Rock Hill,SC,29732,34.984879,-80.973734,2016
Shuler's Bar-B-Que - Tesla Destination,Sellers,SC,29592,34.312196,-79.477929,2018
AC Marriott Spartanburg - Tesla Destination,Spartanburg,SC,29306,34.948005,-81.934974,2017
Ramada Walterboro - Tesla Destination,Walterboro,SC,29488,32.878794,-80.71065,2017
Best Western Ramkota Hotel - Tesla Destination,Aberdeen,SD,57401,45.4747481,-98.5090549,2015
Rock Crest Lodge - Tesla Destination,Custer,SD,57730,43.76447,-103.609503,2015
Rocket Motel - Tesla Destination,Custer,SD,57730,43.765424,-103.604607,2015
Comfort Inn & Suites Custer - Tesla Destination,Custer,SD,57730,43.76373,-103.613702,2015
Econolodge of Custer - Tesla Destination,Custer,SD,57730,43.7655,-103.601908,2015
Custer Area Chamber of Commerce - Tesla Destination,Custer,SD,57730,43.766022,-103.597891,2015
Bavarian Inn - Tesla Destination,Custer,SD,57730,43.774591,-103.608451,2015
Hot Springs Hills Inn - Tesla Destination,Hot Springs,SD,57747,43.42552,-103.470379,2018
Powder House Lodge - Tesla Destination,Keystone,SD,57751,43.9076112,-103.4370891,2015
Baymont Inn & Suites Pierre - Tesla Destination,Pierre,SD,57501,44.371097,-100.362375,2017
Holiday Inn Sioux Falls-City Centre - Tesla Destination,Sioux Falls,SD,57104,43.549523,-96.727582,2017
Hampton Inn Sioux Falls - Tesla Destination,Sioux Falls,SD,57106,43.52355,-96.779223,2018
Super 8 Sioux Falls - Tesla Destination,Sioux Falls,SD,57103,43.547096,-96.693196,2017
Hampton Inn & Suites Southwest/Sioux Falls - Tesla Destination,Sioux Falls,SD,57108,43.490554,-96.770543,2018
TownePlace Suites Sioux Falls - Tesla Destination,Sioux Falls,SD,57106,43.528533,-96.78349,2018
Holiday Inn Express & Suites Nashville SE Antioch - Tesla Destination,Antioch,TN,37013,36.0439915,-86.6480986,2017
Hampton Inn Nashville-I-24 Hickory Hollow - Tesla Destination,Antioch,TN,37013,36.0448739,-86.6479546,2017
DelMonaco Winery & Vineyards - Tesla Destination,Baxter,TN,38544,36.163439,-85.615665,2018
Hampton Inn & Suites Chattanooga/ Downtown - Tesla Destination,Chattanooga,TN,37402,35.0517332,-85.3113814,2018
DoubleTree by Hilton Chattanooga Downtown - Tesla Destination,Chattanooga,TN,37402,35.0512209,-85.3124976,2018
Holiday Inn & Suites Chattanooga Downtown - Tesla Destination,Chattanooga,TN,37402,35.051119,-85.311229,2016
Home2 Suites by Hilton Clarksville/Ft. Campbell - Tesla Destination,Clarksville,TN,37040,36.5930397,-87.2863968,2017
Old Glory Distilling Co. - Tesla Destination,Clarksville,TN,37040,36.596445,-87.277796,2016
Stonehaus Winery - Tesla Destination,Crossville,TN,38571,35.985032,-85.010353,2016
Comfort Inn Dickson - Tesla Destination,Dickson,TN,37055,36.0221579,-87.3347879,2018
Home2 Suites by Hilton Nashville Franklin - Tesla Destination,Franklin,TN,37067,35.9559429,-86.8054694,2018
Hampton Inn & Suites Nashville/Franklin/Cool Springs - Tesla Destination,Franklin,TN,37067,35.952404,-86.813731,2016
Hilton Garden Inn Nashville Franklin/ Cool Springs - Tesla Destination,Franklin,TN,37067,35.959448,-86.800246,2017
Wildwood Resort & Marina - Tesla Destination,Granville,TN,38564,36.2712,-85.7953,2018
General Morgan Inn - Tesla Destination,Greeneville,TN,37743,36.163621,-82.83095900000001,2017
Holiday Inn Express & Suites Chattanooga-Hixson - Tesla Destination,Hixson,TN,37343,35.127276,-85.246608,2018
Hilton Garden Inn Jackson - Tesla Destination,Jackson,TN,38305,35.66221,-88.861765,2018
Rush Street Neighborhood Grill - Tesla Destination,Kingsport,TN,37660,36.549767,-82.525923,2017
MeadowView Conference Resort & Convention Center - Tesla Destination,Kingsport,TN,37664,36.506546,-82.568279,2017
The Tennessean Hotel - Tesla Destination,Knoxville,TN,37902,35.9623888,-83.923282,2017
Embassy Suites Knoxville West - Tesla Destination,Knoxville,TN,37922,35.9131838,-84.1068105,2017
Mountain Motorsports - Tesla Destination,Kodak,TN,37764,35.98178,-83.613345,2014
The Peabody Hotel - Tesla Destination,Memphis,TN,38103,35.142409,-90.051998,2016
La Quinta Inn & Suites Memphis Wolfchase - Tesla Destination,Memphis,TN,38133,35.203262,-89.778509,2017
Hyatt Place Memphis Wolfchase Galleria - Tesla Destination,Memphis,TN,38133,35.196114,-89.797391,2017
Best Western Galleria Inn & Suites - Tesla Destination,Memphis,TN,38133,35.20374,-89.775131,2017
Hilton Garden Inn Murfreesboro - Tesla Destination,Murfreesboro,TN,37129,35.8644112,-86.4508482,2017
Hilton Nashville Downtown - Tesla Destination,Nashville,TN,37201,36.159949,-86.777271,2017
Urban Cookhouse Nashville - Tesla Destination,Nashville,TN,37203,36.150445,-86.79679,2017
The Hermitage Hotel - Tesla Destination,Nashville,TN,37219,36.163688,-86.782274,2016
Gaylord Opryland Resort & Convention Center - Tesla Destination,Nashville,TN,37214,36.212449,-86.696838,2016
Thompson Nashville - Tesla Destination,Nashville,TN,37203,36.152491,-86.784039,2018
Hotel Preston - Tesla Destination,Nashville,TN,37217,36.1420023,-86.7013478,2018
Fairfield Inn & Suites Nashville Downtown/The Gulch - Tesla Destination,Nashville,TN,37203,36.15033,-86.781542,2017
Christopher Place Resort - Tesla Destination,Newport,TN,37821,35.920625,-83.252367,2015
The Inn at Christmas Place - Tesla Destination,Pigeon Forge,TN,37863,35.809438,-83.576405,2015
Margaritaville - Tesla Destination,Pigeon Forge,TN,37863,35.802613,-83.568554,2016
Titanic Pigeon Forge - Tesla Destination,Pigeon Forge,TN,37863,35.821495,-83.578399,2016
"Berry Springs Lodge, a Select Registry Property - Tesla Destination",Sevierville,TN,37862,35.81792,-83.501509,2015
TownePlace Suites by Marriott Nashville Smyrna - Tesla Destination,Smyrna,TN,37167,35.975191,-86.577625,2017
Dancing Bear Lodge & Appalachian Bistro - Tesla Destination,Townsend,TN,37882,35.678761,-83.782354,2017
Hampton Inn Tullahoma - Tesla Destination,Tullahoma,TN,37388,35.385701,-86.231766,2017
Blackberry Farm - Tesla Destination,Walland,TN,37886,35.687809,-83.86247,2015
Westmoreland Family Clinic - Tesla Destination,Westmoreland,TN,37186,36.554146,-86.237929,2014
Best Western Winchester - Tesla Destination,Winchester,TN,37398,35.200297,-86.0943006,2018
Hilton Garden Inn - Tesla Destination,Abilene,TX,79606,32.39623,-99.764642,2015
La Quinta Inn and Suites Allen at The Village - Tesla Destination,Allen,TX,75013,33.11674,-96.667297,2016
Hyatt Place Dallas/Allen - Tesla Destination,Allen,TX,75013,33.107313,-96.676484,2017
Hampton Inn & Suites Amarillo East - Tesla Destination,Amarillo,TX,79118,35.193396,-101.752268,2017
Home2 Suites by Hilton Amarillo - Tesla Destination,Amarillo,TX,79124,35.190964,-101.931012,2016
Holiday Inn Express and Suites Amarillo West - Tesla Destination,Amarillo,TX,79124,35.192673,-101.932979,2015
Microtel Inn and Suites Aransas Pass - Tesla Destination,Aransas Pass,TX,78336,27.900089,-97.143324,2017
Lone Star Court - Tesla Destination,Austin,TX,78758,30.395197,-97.726426,2015
Kimber Modern - Tesla Destination,Austin,TX,78704,30.250091,-97.74843,2016
Homewood Suites Austin/ Tech Ridge - Tesla Destination,Austin,TX,78753,30.408205,-97.666596,2015
Fairfield Inn & Suites by Marriott Austin - Tesla Destination,Austin,TX,78750,30.440841,-97.779967,2017
Hotel San Jose - Tesla Destination,Austin,TX,78704,30.250541,-97.749422,2017
Travaasa Austin Resort & Spa - Tesla Destination,Austin,TX,78726,30.44599,-97.868845,2015
Lake Austin Spa Resort - Tesla Destination,Austin,TX,78732,30.3272668,-97.9254155,2014
Hotel Ella - Tesla Destination,Austin,TX,78705,30.283018,-97.745736,2014
W Austin Hotel & Residences - Tesla Destination,Austin,TX,78701,30.265397,-97.746566,2015
Hyatt Regency Austin - Tesla Destination,Austin,TX,78704,30.259012,-97.747352,2014
Home2 Suites by Hilton Austin North - Tesla Destination,Austin,TX,78758,30.398309,-97.719381,2016
Austin Terrier - Tesla Destination,Austin,TX,78731,30.357106,-97.74863,2016
827 Rays - Tesla Destination,Austin,TX,78734,30.396418,-97.931356,2017
Atlantic Aviation - Austin - Tesla Destination,Austin,TX,78719,30.188007,-97.663024,2016
TownePlace Suites Austin Round Rock - Tesla Destination,Austin,TX,78728,30.477825,-97.680383,2018
Kimpton Hotel Van Zandt - Tesla Destination,Austin,TX,78701,30.259977,-97.739149,2017
InterContinental Stephen F Austin Hotel - Tesla Destination,Austin,TX,78701,30.269491,-97.742266,2015
Rudy's Country Store and BBQ Austin - Tesla Destination,Austin,TX,78732,30.410666,-97.849318,2016
Omni Barton Creek Resort - Tesla Destination,Austin,TX,78735,30.291085,-97.858717,2016
Renaissance Austin Hotel - Tesla Destination,Austin,TX,78759,30.392202,-97.750038,2018
Four Seasons Hotel Austin - Tesla Destination,Austin,TX,78701,30.26197,-97.742421,2015
Westin Austin Downtown - Tesla Destination,Austin,TX,78701,30.26662,-97.740375,2017
"Best Western - Bay City, TX - Tesla Destination",Bay City,TX,77414,28.98298,-95.984724,2017
La Quinta Inn & Suites Bay City - Tesla Destination,Bay City,TX,77414,28.989004,-95.928545,2016
Baymont Inn & Suites Baytown - Tesla Destination,Baytown,TX,77521,29.80628,-94.984893,2017
"Homewood Suites by Hilton Beaumont, TX - Tesla Destination",Beaumont,TX,77705,30.043046,-94.150541,2016
Kenjo's Barbeque - Tesla Destination,Brazoria,TX,77422,29.048805,-95.566459,2015
Coach Light Inn Brenham - Tesla Destination,Brenham,TX,77833,30.149202,-96.386061,2016
Holiday Inn Express & Suites Brenham South - Tesla Destination,Brenham,TX,77833,30.140265,-96.40033,2017
La Quinta Inn & Suites Brookshire - Tesla Destination,Brookshire,TX,77007,29.777438,-95.96685,2016
Hilton Garden Inn Bryan/College Station - Tesla Destination,Bryan,TX,77802,30.646748,-96.302227,2016
Best Western Red River Inn - Tesla Destination,Burkburnett,TX,76354,34.077106,-98.555634,2016
Baja BBQ Shack - Tesla Destination,Canyon Lake,TX,78133,29.900689,-98.233946,2018
Wonderland Montessori Academy of Carrollton - Tesla Destination,Carrollton,TX,75010,33.020267,-96.930382,2017
La Quinta Inn & Suites Austin - Cedar Park - Tesla Destination,Cedar Park,TX,78613,30.524131,-97.817548,2017
Holiday Inn Express Hotel & Suites Clute Southwest - Tesla Destination,Clute,TX,77531,29.01086,-95.411242,2015
Hampton Inn & Suites Lake Jackson-Clute - Tesla Destination,Clute,TX,77531,29.010826,-95.41154,2015
Embassy Suites by Hilton College Station - Tesla Destination,College Station,TX,77840,30.629312,-96.334004,2017
Best Western Plus College Station Inn & Suites - Tesla Destination,College Station,TX,77845,30.5642077,-96.2665727,2015
Homewood Suites by Hilton College Station - Tesla Destination,College Station,TX,77840,30.633489,-96.323218,2015
Hotel Faust - Tesla Destination,Comfort,TX,78013,29.966348,-98.90732,2015
Best Western On The Island - Tesla Destination,Corpus Christi,TX,78418,27.6281711,-97.2232362,2015
Hawthorn Suites by Wyndham Corpus Christi - Tesla Destination,Corpus Christi,TX,78416,27.744438,-97.442593,2017
SpringHill Suites Corpus Christi - Tesla Destination,Corpus Christi,TX,78411,27.71813,-97.392836,2016
Hyatt Place Corpus Christi - Tesla Destination,Corpus Christi,TX,78412,27.696245,-97.349457,2016
Hampton Inn & Suites - I37 & Navigation Blvd - Tesla Destination,Corpus Christi,TX,78408,27.80259,-97.453946,2015
Holiday Inn Express & Suites Corpus Christi - Tesla Destination,Corpus Christi,TX,78408,27.803051,-97.45418,2016
Candlewood Suites Corpus Christi - Tesla Destination,Corpus Christi,TX,78418,27.675861,-97.304879,2017
Hampton Inn & Suites Dallas - North Park Area - Tesla Destination,Dallas,TX,75231,32.887017,-96.768894,2017
Consolidated Restaurant Operations - Tesla Destination,Dallas,TX,75234,32.915716,-96.896088,2016
NYLO Dallas South Side - Tesla Destination,Dallas,TX,75215,32.7675371,-96.7962415,2014
Fairmont Dallas - Tesla Destination,Dallas,TX,75201,32.785831,-96.801945,2016
The Ritz-Carlton Dallas - Tesla Destination,Dallas,TX,75201,32.792269,-96.803141,2016
Aloft Dallas/Lovefield - Tesla Destination,Dallas,TX,75235,32.826111,-96.847006,2017
Hyatt Regency Dallas - Tesla Destination,Dallas,TX,75207,32.776235,-96.809281,2015
Residence Inn Dallas at The Canyon - Tesla Destination,Dallas,TX,75211,32.765875,-96.876091,2018
Sheraton Dallas Galleria - Tesla Destination,Dallas,TX,75248,32.926961,-96.824545,2018
Omni Dallas Hotel - Tesla Destination,Dallas,TX,75218,32.774957,-96.804194,2017
Holiday Inn Express & Suites North Dallas At Preston - Tesla Destination,Dallas,TX,75240,32.926755,-96.801658,2016
Dallas Marriott City Center - Tesla Destination,Dallas,TX,75201,32.786413,-96.795473,2014
The LOT Dallas - Tesla Destination,Dallas,TX,75214,32.810335,-96.72919,2016
Preston Hollow Emergency Room - Tesla Destination,Dallas,TX,75231,32.88024,-96.768568,2014
Highland Park Village - Tesla Destination,Dallas,TX,75205,32.836475,-96.804888,2018
Best Western Premier  Crown Chase Inn & Suites - Tesla Destination,Denton,TX,76208,33.182787,-97.100066,2014
Wildwood Inn - Tesla Destination,Denton,TX,76210,33.18006,-97.111717,2015
Old Irish Bed and Breakfast - Tesla Destination,Denton,TX,76208,33.240214,-97.050542,2018
Embassy Suites by Hilton Denton Convention Center - Tesla Destination,Denton,TX,76201,33.225812,-97.170143,2018
GLo DeSoto Dallas - Tesla Destination,DeSoto,TX,75115,32.570158,-96.823234,2018
Los Madrones - Tesla Destination,Dripping Springs,TX,78620,30.29085,-98.07382,2017
Days Inn & Suites Dumas - Tesla Destination,Dumas,TX,79029,35.84727,-101.974035,2017
Hampton Inn & Suites Dumas - Tesla Destination,Dumas,TX,79029,35.839881,-101.974378,2017
Best Western Plus Duncanville/Dallas - Tesla Destination,Duncanville,TX,75137,32.641745,-96.888506,2015
Courtyard by Marriott El Paso East/I-10 - Tesla Destination,El Paso,TX,79936,31.720516,-106.3036,2017
Cutter Aviation El Paso - Tesla Destination,El Paso,TX,79925,31.796906,-106.375744,2015
Home2 Suites by Hilton El Paso Airport - Tesla Destination,El Paso,TX,79925,31.787438,-106.408404,2017
Best Western Plus Floresville - Tesla Destination,Floresville,TX,78114,29.13582,-98.146748,2017
Hotel Limpia - Tesla Destination,Fort Davis,TX,79734,30.589132,-103.893967,2018
Hampton Inn & Suites DFW Airport South - Tesla Destination,Fort Worth,TX,76155,32.824473,-97.059412,2016
Sugarberry Inn - Tesla Destination,Fredericksburg,TX,78624,30.2749956,-98.869256,2018
Alexander Vineyards - Tesla Destination,Fredericksburg,TX,78624,30.225301,-98.785331,2017
Silver Fox Steakhouse - Tesla Destination,Frisco,TX,75034,33.088507,-96.839327,2014
Mainstreet Motors - Tesla Destination,Frisco,TX,75034,33.146219,-96.82591,2017
Parkwood Collision - Tesla Destination,Frisco,TX,75034,33.145167,-96.824985,2017
Moody Gardens - Tesla Destination,Galveston,TX,77554,29.275728,-94.855293,2015
GTP Systems Public Parking - Tesla Destination,Galveston,TX,77550,29.309704,-94.790271,2018
Port Parking Galveston - Tesla Destination,Galveston,TX,77550,29.302678,-94.809501,2016
Ez Cruise Parking - Tesla Destination,Galveston,TX,77550,29.305229,-94.798922,2017
The San Luis Resort - Tesla Destination,Galveston,TX,77551,29.2724,-94.818399,2017
Hilton Galveston Island Resort - Tesla Destination,Galveston,TX,77551,29.27023,-94.821473,2017
Best Western Galveston West Beach Hotel - Tesla Destination,Galveston,TX,77554,29.253198,-94.851373,2017
Budget Inn & Suites Ganado - Tesla Destination,Ganado,TX,77962,29.041398,-96.516627,2017
Holiday Inn Express & Suites Garland - Tesla Destination,Garland,TX,75043,32.864472,-96.541511,2014
Home Made Kitchen - Tesla Destination,George West,TX,78022,28.31911,-98.113639,2015
Inn on Lake Granbury - Tesla Destination,Granbury,TX,76048,32.43976,-97.788643,2015
Americas Best Value Inn - Harker Heights/Killeen - Tesla Destination,Harker Heights,TX,76548,31.0778128,-97.6561128,2015
Bluebonnet Country Club - Tesla Destination,Hico,TX,76457,31.959619,-98.01877,2016
Horseshoe Bay - Tesla Destination,Horseshoe Bay,TX,78657,30.546511,-98.360596,2015
Hyatt Regency Houston - Tesla Destination,Houston,TX,77002,29.75713,-95.369525,2015
Fairfield Inn & Suites Houston Energy Corridor/Katy - Tesla Destination,Houston,TX,77094,29.783684,-95.650532,2021
The St. Regis Houston - Tesla Destination,Houston,TX,77027,29.747099,-95.450734,2014
Hyatt Place Houston NW Vintage Park - Tesla Destination,Houston,TX,77070,29.989143,-95.571772,2016
"Royal Sonesta Hotel - Houston, TX - Tesla Destination",Houston,TX,77027,29.744261,-95.458778,2018
Hotel Derek - Tesla Destination,Houston,TX,77027,29.741523,-95.456936,2016
Hyatt Regency Houston Galleria - Tesla Destination,Houston,TX,77056,29.738161,-95.467246,2016
Boheme Restaurant - Tesla Destination,Houston,TX,77006,29.748067,-95.386061,2016
TMC Hotel Tower - Tesla Destination,Houston,TX,77030,29.707875,-95.403851,2018
Holiday Inn Express & Suites Houston - Memorial Park - Tesla Destination,Houston,TX,77024,29.783327,-95.467074,2017
Hotel Sorella - CityCentre - Tesla Destination,Houston,TX,77024,29.7797741,-95.5616562,2014
JW Marriott Houston Downtown - Tesla Destination,Houston,TX,77002,29.758401,-95.3642,2017
Comfort Suites Northwest Houston at Beltway 8 - Tesla Destination,Houston,TX,77064,29.928071,-95.545954,2016
Sorella CityCentre - Tesla Destination,Houston,TX,77024,29.78184,-95.559549,2017
La Quinta Inn & Suites Willowbrook Houston - Tesla Destination,Houston,TX,77070,29.957064,-95.550736,2017
Wing Aviation Hangar - Tesla Destination,Houston,TX,77061,29.649515,-95.268602,2014
Best Western Plus Downtown Inn & Suites - Tesla Destination,Houston,TX,77019,29.757377,-95.377384,2017
Holiday Inn Express & Suites Houston - Tesla Destination,Houston,TX,77085,29.684177,-95.422822,2016
Homewood Suites by Hilton Houston Memorial City - Tesla Destination,Houston,TX,77007,29.78641,-95.526882,2018
Staybridge Suites Houston Medical Center - Tesla Destination,Houston,TX,77025,29.688453,-95.419609,2017
