Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate,Target,Model Year,Manufacturer,Model
0,0,0,0,225000.0,1,1,1,4,384.24,0,22.05,4,55,0,2,5819,1.0,2015,9,6
0,1,0,0,225000.0,2,1,1,4,348.8,0,4.89,4,55,0,2,13028,1.0,2016,11,8
1,0,1,0,175000.0,2,1,0,4,118.5,3,3.42,3,35,1,3,7500,1.0,2015,11,8
0,0,1,0,275000.0,2,1,1,4,356.93,0,17.07,2,55,0,2,7714,1.0,2015,9,6
0,0,0,0,175000.0,2,1,1,4,344.01,0,29.73,5,55,0,4,20280,1.0,2015,9,6
0,0,0,0,175000.0,1,1,1,4,258.46,0,13.83,4,35,1,2,13043,1.0,2015,9,6
0,0,1,0,175000.0,1,1,1,4,983.75,0,0.94,2,65,0,2,3482,1.0,2015,9,6
0,0,1,0,225000.0,0,1,1,4,614.88,0,5.35,5,55,0,3,6171,1.0,2016,2,0
0,0,0,0,325000.0,2,1,1,4,269.33,2,21.74,5,55,0,4,7971,1.0,2015,11,8
0,0,0,0,175000.0,0,1,1,3,300.01,0,24.25,3,45,0,4,14457,1.0,2016,13,15
0,0,0,0,325000.0,2,1,1,4,115.84,1,12.16,2,45,0,3,9763,1.0,2016,11,8
0,0,0,0,175000.0,1,1,0,4,186.16,0,31.44,3,45,0,2,4800,1.0,2015,9,6
0,0,0,0,75000.0,2,1,1,2,136.77,0,8.1,3,45,1,2,6387,1.0,2016,2,0
0,1,0,0,275000.0,1,1,1,4,460.56,0,12.67,4,35,0,2,7800,1.0,2015,9,6
0,0,1,1,175000.0,2,1,1,4,383.21,0,13.29,4,55,0,2,5333,1.0,2015,9,6
0,0,0,0,175000.0,2,1,1,4,347.61,0,9.39,3,55,0,2,8827,1.0,2015,9,6
0,0,0,0,125000.0,2,1,1,3,117.35,9,25.84,5,35,0,2,19500,1.0,2015,9,6
0,0,1,0,175000.0,2,1,1,3,245.03,0,23.05,1,55,1,2,7000,1.0,2016,2,0
0,0,0,0,325000.0,0,1,1,3,465.66,0,11.56,2,25,1,2,8979,1.0,2015,0,18
0,1,0,0,125000.0,2,1,1,4,236.58,2,40.15,4,45,0,3,24000,1.0,2016,11,8
0,0,0,0,375000.0,1,1,1,3,230.05,0,26.51,4,45,0,3,16200,1.0,2015,9,6
0,0,0,0,175000.0,0,1,0,4,865.01,0,5.17,2,25,1,2,10285,1.0,2015,0,18
0,0,0,0,175000.0,2,1,1,4,481.03,0,4.33,2,35,1,2,3428,1.0,2016,2,0
0,1,0,0,425000.0,2,1,1,3,555.24,0,28.79,3,45,0,3,13090,1.0,2016,13,15
1,1,0,0,225000.0,2,1,1,4,482.35,0,2.89,2,65,0,3,4311,1.0,2015,9,6
0,0,0,0,75000.0,2,0,1,3,453.61,3,4.68,3,65,0,3,9337,1.0,2015,9,6
0,0,0,0,375000.0,0,1,1,4,525.36,0,15.52,4,45,0,3,12500,1.0,2015,9,6
0,0,1,0,225000.0,-3,1,0,4,490.31,0,40.54,3,35,1,3,12631,1.0,2015,9,6
0,0,0,0,175000.0,0,0,0,3,385.12,12,24.99,2,35,0,2,24705,1.0,2015,11,8
0,1,0,0,225000.0,2,1,1,3,283.81,0,21.52,4,45,0,2,10666,1.0,2015,9,6
0,0,1,0,175000.0,2,1,1,4,172.26,0,11.88,4,45,0,2,9600,1.0,2015,9,6
0,0,1,0,75000.0,2,1,1,4,114.41,0,13.35,3,25,0,2,9600,1.0,2015,6,12
0,0,0,0,175000.0,2,1,1,3,147.29,0,18.99,2,65,0,3,5259,1.0,2015,9,6
0,0,0,0,175000.0,2,1,0,4,459.07,0,3.79,3,45,0,2,5700,1.0,2016,2,0
0,0,0,0,75000.0,2,1,1,4,134.71,2,11.77,4,45,0,1,12683,1.0,2015,9,6
0,0,0,0,425000.0,2,1,1,4,236.7,4,11.65,5,55,0,4,12000,1.0,2015,11,8
0,0,1,0,325000.0,2,1,1,4,106.89,0,10.29,3,65,0,2,13732,1.0,2016,2,0
0,0,0,0,50000.0,2,1,1,3,101.66,0,11.83,3,55,0,3,18544,1.0,2015,9,6
0,0,0,0,325000.0,2,1,0,3,382.05,0,5.46,3,45,1,2,6000,1.0,2016,13,15
0,1,0,0,75000.0,2,1,1,3,445.16,0,25.22,4,55,0,4,17333,1.0,2015,9,6
0,0,0,0,175000.0,1,1,0,3,291.89,10,6.4,1,65,0,3,11400,1.0,2015,11,8
0,0,0,0,125000.0,2,1,1,3,519.09,0,5.0,4,45,1,3,16007,1.0,2015,9,6
0,0,0,0,50000.0,2,0,1,2,112.8,0,9.01,2,25,0,2,11400,1.0,2015,9,6
0,0,1,0,225000.0,2,1,1,4,1022.54,0,3.38,2,65,0,2,7500,1.0,2015,9,6
0,0,0,0,175000.0,0,1,1,3,177.68,0,4.63,3,55,1,2,13500,1.0,2015,9,6
0,1,0,0,75000.0,-1,0,0,3,273.72,2,7.74,2,55,0,2,6790,1.0,2015,9,6
1,0,1,0,75000.0,1,1,1,2,299.89,12,4.81,3,25,1,2,6000,1.0,2015,9,6
0,0,1,0,425000.0,0,1,1,4,388.32,0,18.16,3,35,0,2,10666,1.0,2016,9,6
0,0,0,0,275000.0,2,1,1,3,618.53,1,51.48,4,55,1,3,9750,1.0,2015,11,8
0,0,0,0,175000.0,2,1,0,4,180.97,0,20.39,2,55,1,2,12000,1.0,2015,9,6
0,0,0,0,125000.0,1,1,1,4,133.06,0,12.37,4,35,1,3,6598,1.0,2015,0,18
0,0,0,0,125000.0,0,1,1,2,749.67,0,65.63,3,35,0,2,31645,1.0,2015,9,6
0,1,0,0,275000.0,2,1,1,4,400.07,0,13.24,5,55,0,2,12000,1.0,2015,9,6
0,1,0,0,225000.0,0,1,1,4,177.93,0,19.56,3,55,0,2,12393,1.0,2015,0,18
0,0,1,0,225000.0,2,1,1,4,274.57,0,38.09,2,55,0,3,17250,1.0,2015,9,6
0,0,0,0,125000.0,2,1,1,4,337.69,0,17.93,3,35,0,2,12000,1.0,2015,9,6
0,0,0,0,175000.0,1,1,1,3,334.06,0,18.12,4,55,0,4,8144,1.0,2016,11,8
0,0,1,0,125000.0,1,1,1,4,59.58,0,6.32,3,35,0,2,7876,1.0,2016,6,12
0,0,0,0,375000.0,2,1,1,3,196.35,16,6.25,4,55,0,3,20026,1.0,2015,11,8
0,0,0,0,50000.0,2,1,1,3,510.34,0,17.57,5,35,1,3,11850,1.0,2015,9,6
1,1,0,0,325000.0,2,1,1,2,361.7,4,20.8,5,35,0,4,6000,1.0,2016,11,9
0,0,0,0,175000.0,2,1,1,4,323.34,0,4.26,4,45,0,2,4694,1.0,2015,9,6
0,0,1,0,225000.0,2,1,1,4,369.57,0,25.8,4,65,0,4,7663,1.0,2015,9,6
0,1,0,0,225000.0,-1,0,1,4,440.22,0,4.94,4,55,0,4,3775,1.0,2016,9,6
0,0,0,0,225000.0,1,0,0,2,102.74,0,16.46,3,35,0,2,6240,1.0,2016,6,12
0,0,0,0,50000.0,2,1,1,3,40.14,0,1.32,1,55,0,2,3200,1.0,2016,2,0
0,0,0,0,125000.0,0,0,0,2,360.72,0,35.44,4,35,0,2,13800,1.0,2015,9,6
0,0,0,0,125000.0,0,1,1,3,381.39,4,5.65,2,65,0,2,11012,1.0,2015,11,8
0,0,0,0,225000.0,2,1,1,3,349.53,2,31.16,5,45,0,2,22285,1.0,2016,11,8
0,0,0,0,125000.0,2,1,0,4,274.73,0,20.19,2,35,0,2,10666,1.0,2015,9,6
0,0,0,0,275000.0,2,0,0,4,164.31,0,11.61,2,35,1,2,685,1.0,2016,2,0
0,0,0,0,325000.0,1,1,1,4,388.92,2,7.18,2,35,1,2,9000,1.0,2015,11,8
0,0,0,0,225000.0,2,1,0,4,324.21,3,12.47,4,45,0,3,16338,1.0,2015,11,8
0,0,0,0,225000.0,2,1,1,4,356.55,0,6.36,3,65,0,4,9445,1.0,2015,9,6
0,0,0,0,225000.0,1,1,1,4,384.78,0,9.82,4,55,0,2,8000,1.0,2015,9,6
0,1,0,0,225000.0,1,1,1,4,153.44,2,29.96,2,65,0,2,21600,1.0,2016,11,8
0,0,0,0,275000.0,0,1,1,4,252.47,1,10.26,3,45,0,3,13560,1.0,2016,11,8
0,0,0,0,125000.0,2,1,1,3,184.16,0,32.13,3,55,0,3,21654,1.0,2015,0,18
0,0,1,0,175000.0,2,1,1,4,389.42,0,1.42,2,65,0,2,9272,1.0,2015,9,6
0,0,0,0,225000.0,0,1,1,4,374.85,0,28.94,2,55,0,2,31636,1.0,2016,9,6
0,0,0,0,325000.0,-3,1,1,3,203.77,6,3.84,3,45,0,3,7714,1.0,2016,11,8
0,0,1,0,225000.0,2,1,0,4,296.37,0,3.37,2,45,0,2,4125,1.0,2015,9,6
0,0,0,0,225000.0,2,1,1,4,159.11,0,20.41,2,55,0,2,10653,1.0,2015,0,18
0,0,0,0,225000.0,-2,1,1,2,372.44,20,42.77,3,55,1,3,18822,1.0,2015,11,8
0,0,0,0,175000.0,2,1,1,4,298.79,3,1.55,2,65,0,2,5400,1.0,2016,11,8
1,0,0,0,125000.0,2,0,1,2,250.53,0,12.27,3,55,0,2,8540,1.0,2015,9,6
0,1,0,0,175000.0,-1,1,1,3,453.91,0,19.23,2,45,1,3,12240,1.0,2016,13,15
1,1,0,0,175000.0,2,1,1,4,103.2,0,7.02,4,45,0,3,10050,1.0,2016,9,6
0,1,1,0,275000.0,1,1,1,3,387.89,8,13.69,2,35,0,3,13500,1.0,2015,11,8
0,0,0,0,225000.0,1,0,1,3,301.16,0,7.79,3,35,0,4,3600,1.0,2016,2,0
0,0,0,0,175000.0,0,0,0,4,398.37,0,10.85,2,45,0,2,1122,1.0,2016,2,0
0,0,0,0,225000.0,-3,1,1,4,371.8,0,28.37,5,35,1,2,13028,1.0,2015,9,6
0,0,1,0,75000.0,2,0,1,4,900.56,1,18.9,2,35,1,2,7500,1.0,2016,13,15
0,0,0,0,225000.0,2,1,1,4,758.27,0,0.11,4,55,0,4,4200,1.0,2016,13,15
0,1,0,0,225000.0,2,1,1,4,372.9,0,14.86,3,45,0,3,11000,1.0,2016,2,0
0,0,0,0,275000.0,2,0,0,4,456.9,29,9.25,1,45,0,2,13800,1.0,2015,11,8
0,0,0,0,175000.0,2,1,1,4,124.35,10,30.27,5,55,0,4,26640,1.0,2015,9,6
0,1,0,0,325000.0,1,1,1,2,319.71,10,17.43,2,55,1,2,11454,1.0,2015,11,8
0,0,0,0,275000.0,0,1,1,4,376.86,0,15.16,4,45,0,2,10285,1.0,2016,13,15
0,0,0,0,275000.0,2,0,1,4,133.34,0,27.81,4,45,0,2,12000,1.0,2016,13,15
0,0,1,0,175000.0,2,0,0,4,408.26,0,7.06,2,35,0,2,5028,1.0,2015,0,18
0,0,0,0,175000.0,2,1,1,3,404.52,0,13.32,3,45,0,2,6300,1.0,2016,13,15
0,1,0,0,125000.0,2,0,0,2,79.02,0,13.87,2,35,1,2,10800,1.0,2016,2,0
0,0,1,0,175000.0,2,1,1,4,146.41,0,3.34,4,45,0,2,11250,1.0,2016,13,15
0,0,0,0,125000.0,2,1,1,3,504.72,0,20.45,2,35,0,3,9840,1.0,2016,13,15
0,0,0,0,225000.0,0,0,1,3,755.15,2,10.3,3,45,1,3,10938,1.0,2016,9,6
1,0,0,0,175000.0,2,1,0,3,78.18,0,2.89,3,35,0,3,13333,1.0,2015,0,18
0,0,0,0,125000.0,1,1,1,3,364.94,0,6.36,5,45,0,3,4893,1.0,2016,13,15
0,0,0,0,175000.0,2,1,1,4,118.41,0,21.78,2,35,0,2,14705,1.0,2015,9,6
0,0,0,0,375000.0,2,1,0,4,484.46,0,26.26,2,35,0,2,11454,1.0,2015,9,6
0,1,0,0,175000.0,2,1,0,3,359.86,0,11.24,4,45,0,2,6666,1.0,2015,9,6
0,0,0,0,75000.0,2,0,0,3,200.81,0,13.89,2,35,0,2,10502,1.0,2016,2,0
0,1,0,0,275000.0,2,1,1,3,205.24,10,5.32,2,45,0,2,9272,1.0,2015,11,8
0,0,0,0,125000.0,0,1,1,3,520.61,5,14.0,2,55,0,2,13411,1.0,2015,11,8
0,1,0,0,275000.0,2,1,0,4,455.75,0,3.63,4,35,0,2,13255,1.0,2015,9,6
0,0,0,0,125000.0,0,0,0,3,347.87,0,7.36,2,35,0,2,7000,1.0,2015,9,6
0,0,0,0,275000.0,2,1,0,3,175.21,1,16.23,3,65,0,3,10682,1.0,2016,6,12
0,0,1,0,275000.0,2,1,1,2,128.88,0,14.72,4,55,1,4,5485,1.0,2015,11,8
0,0,0,0,275000.0,2,1,1,2,361.81,6,3.38,3,55,1,4,6619,1.0,2015,11,8
0,0,0,0,225000.0,2,0,0,3,216.89,0,7.71,2,25,0,2,3450,1.0,2015,9,6
0,0,0,0,75000.0,0,0,0,2,74.75,0,6.85,2,25,0,2,9066,1.0,2016,13,15
0,0,0,0,125000.0,-3,1,0,4,266.96,0,17.35,4,35,0,3,12429,1.0,2015,9,6
0,0,0,0,175000.0,0,1,1,4,394.34,0,28.04,4,35,1,2,13500,1.0,2016,6,12
1,1,0,0,275000.0,2,1,0,3,274.49,3,28.3,2,45,1,3,6000,1.0,2016,11,8
0,0,0,0,225000.0,2,1,0,4,474.86,0,7.05,5,45,0,3,7237,1.0,2015,9,6
0,0,0,0,275000.0,2,1,1,3,383.75,0,5.2,4,55,0,2,8546,1.0,2015,9,6
0,0,0,0,225000.0,1,1,1,3,530.53,0,48.48,2,55,0,4,26250,1.0,2015,13,15
0,0,0,0,175000.0,2,1,1,4,238.26,0,5.07,4,35,0,2,16800,1.0,2016,13,15
0,0,0,0,125000.0,-2,1,0,4,148.58,0,24.35,1,45,0,2,15000,1.0,2015,0,18
0,0,1,0,275000.0,0,1,1,3,267.8,0,13.3,3,45,0,2,8400,1.0,2016,2,0
0,0,0,0,275000.0,-2,1,1,4,291.65,13,30.97,2,55,0,2,25363,1.0,2015,11,8
0,1,0,0,175000.0,2,1,1,4,394.12,0,8.83,4,55,0,3,16800,1.0,2016,9,6
0,0,0,0,125000.0,2,0,0,3,124.15,0,2.38,2,35,0,2,3534,1.0,2016,2,0
0,0,1,0,175000.0,2,1,1,4,233.51,0,4.21,4,45,0,2,11280,1.0,2016,9,6
0,0,0,0,125000.0,1,1,1,4,58.96,10,2.7,3,45,0,1,6452,1.0,2015,11,8
0,1,0,0,175000.0,-3,1,1,3,416.52,0,7.93,4,55,0,2,9526,1.0,2015,9,6
0,0,0,0,125000.0,2,1,1,3,282.58,0,22.91,2,35,0,2,7206,1.0,2015,9,6
0,0,0,0,125000.0,2,0,0,3,610.88,5,1.54,1,35,0,1,12000,1.0,2015,11,8
0,0,0,0,175000.0,2,1,1,4,381.72,0,23.98,2,55,1,2,26250,1.0,2015,9,6
0,0,0,0,125000.0,2,0,1,4,227.62,3,2.49,5,55,0,3,10500,1.0,2015,11,8
0,0,0,0,125000.0,2,1,1,4,362.7,0,18.41,4,45,0,2,12734,1.0,2015,9,6
0,0,1,0,225000.0,2,1,1,4,932.96,0,6.34,4,55,1,3,3264,1.0,2015,9,6
0,1,1,0,175000.0,2,1,1,2,87.58,3,19.5,2,25,1,2,13846,1.0,2015,9,6
0,0,0,0,275000.0,2,0,0,3,133.51,1,5.65,2,35,0,2,4000,1.0,2016,13,15
0,0,0,0,175000.0,1,1,1,4,208.79,45,17.45,3,65,0,2,5610,1.0,2013,9,6
0,0,0,0,325000.0,0,1,1,3,311.72,15,32.45,5,35,0,2,16200,1.0,2015,11,8
0,0,0,0,375000.0,2,1,1,4,423.41,2,18.93,5,45,0,2,12428,1.0,2015,11,8
0,0,1,0,375000.0,2,1,1,4,100.94,3,2.12,2,65,0,2,9484,1.0,2015,11,8
0,0,0,0,125000.0,2,1,1,3,202.88,4,14.29,3,45,1,2,20498,1.0,2015,9,6
0,0,1,0,325000.0,2,1,0,3,215.44,3,49.47,3,45,1,2,14328,1.0,2015,11,8
0,0,0,0,175000.0,0,1,1,3,103.26,0,20.13,2,35,1,3,6000,1.0,2014,9,6
0,0,0,0,325000.0,1,1,1,3,146.23,15,2.98,2,65,0,2,14742,1.0,2015,11,8
0,0,0,0,325000.0,2,1,1,3,365.53,0,25.55,5,55,0,3,13333,1.0,2015,13,15
0,0,0,0,225000.0,2,0,0,4,542.83,0,11.23,4,35,0,2,7272,1.0,2013,9,6
0,0,0,1,225000.0,-3,1,1,2,646.79,0,25.53,2,55,0,3,13350,1.0,2016,13,15
0,0,1,0,275000.0,0,1,1,3,372.86,0,21.94,4,45,1,3,6685,1.0,2015,9,6
0,1,0,0,50000.0,2,1,1,3,110.15,2,6.4,2,25,0,3,7669,1.0,2015,2,0
0,0,0,0,75000.0,1,0,0,3,243.67,0,5.23,2,25,0,2,12375,1.0,2015,9,6
0,0,0,0,225000.0,0,1,1,4,284.22,0,19.36,4,55,0,3,12000,1.0,2015,9,6
0,0,0,0,275000.0,1,1,1,4,460.04,0,23.3,2,35,1,2,12190,1.0,2015,9,6
1,0,0,0,125000.0,2,1,1,3,98.16,0,19.66,2,65,1,2,6168,1.0,2016,13,15
0,0,1,0,175000.0,0,1,1,3,542.83,0,19.37,3,65,0,3,10285,1.0,2015,9,6
0,0,0,0,175000.0,-2,1,1,3,145.76,0,12.86,4,45,0,2,11400,1.0,2015,9,6
0,0,0,0,225000.0,2,1,1,4,366.21,0,13.98,4,45,0,2,14857,1.0,2015,9,6
0,0,0,0,325000.0,2,1,1,3,359.83,1,27.61,4,35,0,2,13000,1.0,2015,11,8
0,0,1,0,75000.0,2,1,1,3,388.68,2,2.92,2,65,1,2,10023,1.0,2016,11,8
0,0,0,0,225000.0,0,1,1,3,388.2,0,25.64,4,55,1,4,18958,1.0,2015,9,6
0,0,0,0,175000.0,0,1,1,4,309.12,0,7.65,1,35,1,2,12666,1.0,2015,9,6
0,0,1,0,375000.0,2,1,1,3,427.42,0,12.63,3,35,1,3,8856,1.0,2016,13,15
0,0,0,0,125000.0,2,1,1,4,410.92,0,20.31,4,45,1,2,9428,1.0,2015,9,6
0,0,0,0,375000.0,-2,1,1,4,113.3,0,6.97,3,35,0,2,6600,1.0,2015,9,6
0,0,1,0,225000.0,2,1,1,3,273.83,0,8.52,2,45,1,2,4500,1.0,2015,2,0
0,0,0,0,75000.0,2,1,1,4,994.96,5,22.59,2,65,0,2,10002,1.0,2015,11,8
0,0,0,0,175000.0,1,1,1,3,139.27,0,13.66,1,55,1,2,10092,1.0,2016,11,8
0,0,0,0,225000.0,2,1,1,3,294.96,1,22.59,3,55,0,2,16170,1.0,2015,11,8
1,0,0,0,175000.0,2,1,1,2,139.5,0,10.14,2,35,1,2,9729,1.0,2015,0,18
0,0,0,0,425000.0,0,1,1,3,255.15,1,19.93,4,45,0,2,15000,1.0,2015,9,6
0,0,0,0,175000.0,1,0,0,4,966.7,0,13.95,2,35,1,2,13500,1.0,2016,13,15
0,0,0,0,325000.0,-2,1,1,2,296.56,2,49.1,3,45,0,4,14400,1.0,2015,11,8
0,0,0,0,275000.0,1,1,1,3,178.13,0,22.31,3,45,0,2,12500,1.0,2015,9,6
0,0,0,0,75000.0,2,1,0,2,119.95,1,4.73,5,65,1,1,5827,1.0,2016,13,15
0,0,0,0,75000.0,0,0,0,3,435.27,0,17.74,2,25,1,2,10400,1.0,2016,2,0
0,0,0,0,175000.0,2,1,1,3,80.04,2,8.99,4,55,1,2,8000,1.0,2015,9,6
0,0,0,0,125000.0,1,1,1,4,377.67,0,37.15,5,25,0,3,10500,1.0,2015,9,6
0,1,0,0,325000.0,2,1,1,4,193.56,4,42.05,2,55,0,4,14196,1.0,2014,11,8
0,0,0,0,275000.0,2,1,1,4,136.99,0,20.68,2,65,0,2,8290,1.0,2015,11,8
0,0,0,0,125000.0,2,1,1,4,199.47,0,16.68,4,65,1,3,10176,1.0,2015,9,6
0,1,0,0,325000.0,2,1,1,4,110.45,12,26.74,3,55,1,3,15500,1.0,2015,11,8
1,0,0,0,175000.0,1,1,1,4,390.84,20,3.52,4,35,0,2,16363,1.0,2015,11,8
0,0,1,0,125000.0,1,1,1,4,736.77,0,15.56,2,35,1,2,8640,1.0,2015,9,6
0,0,0,0,75000.0,1,1,1,3,266.9,0,15.25,3,35,0,2,8719,1.0,2016,2,0
0,0,0,0,225000.0,0,1,1,4,492.03,0,1.8,4,55,0,2,12970,1.0,2015,9,6
1,1,1,0,275000.0,2,1,1,3,135.33,0,46.61,2,45,0,2,13066,1.0,2016,9,6
0,0,0,0,275000.0,-2,1,1,4,496.56,12,1.56,1,65,0,2,18304,1.0,2015,11,8
0,1,0,0,125000.0,0,1,1,4,361.62,0,5.53,3,55,1,4,6230,1.0,2016,2,0
0,0,0,0,125000.0,0,0,0,4,275.84,0,3.82,4,45,0,2,6857,1.0,2015,0,18
0,0,1,0,275000.0,2,1,1,4,492.03,6,34.93,3,35,0,3,18101,1.0,2015,11,8
1,0,1,0,175000.0,2,1,1,4,276.4,0,16.39,4,55,1,4,9000,1.0,2016,13,15
0,0,0,0,225000.0,2,1,1,4,354.88,0,23.46,5,45,1,3,12510,1.0,2015,9,6
0,1,0,0,175000.0,2,1,1,3,939.67,0,1.18,3,55,0,2,15814,1.0,2015,9,6
0,0,1,0,325000.0,2,1,1,3,402.18,4,21.22,4,45,0,3,13699,1.0,2015,11,8
0,0,0,0,175000.0,2,1,1,3,668.65,0,7.8,2,65,0,2,6000,1.0,2015,9,6
0,0,0,0,125000.0,2,1,1,3,118.95,0,15.62,5,35,0,2,9483,1.0,2015,9,6
0,1,0,0,275000.0,2,1,1,3,113.71,1,6.0,2,65,0,2,5965,1.0,2015,11,8
0,0,0,0,125000.0,2,1,1,3,147.44,0,15.28,4,45,0,2,10080,1.0,2015,9,6
0,0,0,0,175000.0,2,1,0,3,283.41,0,16.06,4,35,1,2,3938,1.0,2015,9,6
0,0,0,0,325000.0,-2,1,1,3,857.56,3,14.28,2,45,0,3,12800,1.0,2015,11,8
0,0,0,0,375000.0,1,1,0,4,401.81,1,14.68,5,35,0,2,12000,1.0,2015,9,6
0,0,0,0,225000.0,2,1,1,3,224.58,6,4.17,4,35,0,2,6000,1.0,2015,11,8
0,0,0,0,325000.0,2,1,1,4,439.88,0,17.42,2,65,0,2,14518,1.0,2015,11,8
0,0,0,0,125000.0,2,1,1,2,331.05,0,2.89,5,45,1,3,12000,1.0,2016,6,12
0,0,0,0,275000.0,2,1,1,3,132.92,0,20.08,3,55,1,3,15600,1.0,2015,9,6
0,0,0,0,225000.0,2,1,1,2,356.82,2,54.48,4,35,0,2,32000,1.0,2015,11,8
0,0,0,0,75000.0,2,1,1,3,385.01,0,5.43,3,65,0,3,12298,1.0,2016,11,8
0,0,0,0,175000.0,0,1,1,3,438.02,7,3.13,1,65,0,2,14306,1.0,2016,11,8
0,0,0,0,325000.0,1,1,1,3,205.43,0,5.43,4,55,0,2,6000,1.0,2015,9,6
0,1,0,0,75000.0,2,1,1,2,129.51,0,0.0,2,55,0,3,3157,1.0,2016,9,6
0,0,0,0,225000.0,2,0,0,4,299.2,0,20.7,3,45,0,2,10363,1.0,2016,6,12
0,0,0,0,125000.0,2,1,1,3,448.51,2,27.44,1,45,0,2,15529,1.0,2015,11,8
0,1,0,0,175000.0,2,1,1,4,135.8,6,60.07,2,65,0,2,9375,1.0,2015,11,8
0,0,0,0,125000.0,2,1,1,4,134.84,0,16.17,3,35,0,2,9809,1.0,2015,9,6
0,0,1,0,325000.0,2,1,0,4,274.52,4,11.48,1,35,0,1,12000,1.0,2015,11,8
0,0,1,0,175000.0,2,1,1,4,254.84,0,37.74,4,45,0,3,6425,1.0,2015,9,6
1,0,0,0,375000.0,0,1,1,3,117.35,4,12.76,2,65,1,3,13200,1.0,2015,11,8
0,0,0,0,175000.0,2,1,1,4,333.94,0,10.26,5,45,0,3,11314,1.0,2016,13,15
0,0,0,0,225000.0,0,1,1,3,666.8,0,1.45,4,45,0,2,8347,1.0,2015,9,6
0,0,0,0,175000.0,1,1,1,4,149.71,0,12.56,4,45,1,2,6000,1.0,2016,2,0
0,0,0,0,175000.0,2,1,1,2,118.74,0,33.08,2,55,0,3,17400,1.0,2015,9,6
0,1,0,0,175000.0,2,1,1,4,538.9,0,7.58,4,45,0,2,9600,1.0,2016,11,8
0,0,1,0,75000.0,1,0,0,3,282.49,0,19.02,2,25,0,2,5256,1.0,2016,13,15
0,0,0,0,225000.0,2,1,1,3,139.18,1,16.64,2,65,1,2,19764,1.0,2015,11,8
0,0,0,0,125000.0,1,1,0,2,464.4,0,2.8,4,55,0,3,34523,1.0,2015,9,6
0,0,1,0,175000.0,2,1,1,4,126.13,0,3.6,4,45,1,2,6000,1.0,2015,9,6
0,0,1,0,175000.0,2,0,0,3,118.13,0,12.5,2,35,1,2,8000,1.0,2015,9,6
1,0,0,0,275000.0,2,1,1,4,359.49,3,4.77,2,65,0,2,8666,1.0,2015,11,8
0,0,0,0,125000.0,2,0,1,4,83.78,0,37.42,3,55,0,2,10418,1.0,2015,9,6
0,0,1,0,225000.0,2,1,1,4,863.46,0,6.03,5,45,0,2,450,1.0,2016,6,12
0,0,0,0,125000.0,1,1,1,2,113.23,0,22.31,4,45,0,2,13995,1.0,2015,0,18
0,0,0,0,225000.0,2,1,0,4,109.93,0,15.19,2,35,0,2,11250,1.0,2015,0,18
0,0,0,0,275000.0,-1,1,0,4,199.97,0,6.82,3,35,0,2,12285,1.0,2015,9,6
0,0,0,0,225000.0,2,1,1,3,416.4,3,30.68,3,45,0,2,21176,1.0,2015,11,8
1,0,0,0,275000.0,-3,1,1,3,154.0,0,0.95,4,35,0,2,3600,1.0,2015,0,18
0,0,0,0,175000.0,-1,0,1,4,567.31,12,12.49,3,25,0,3,26181,1.0,2015,11,8
0,0,1,0,175000.0,2,1,1,4,347.56,0,9.63,3,45,1,2,4615,1.0,2015,0,18
0,0,0,0,175000.0,0,1,1,4,396.45,1,44.4,4,55,0,2,19333,1.0,2015,11,8
0,0,0,0,125000.0,2,1,1,3,213.94,0,23.03,3,35,1,4,8640,1.0,2016,2,0
0,0,0,0,375000.0,0,1,1,3,392.82,0,15.5,3,35,0,3,10000,1.0,2015,9,6
0,0,0,0,275000.0,0,1,1,4,383.25,0,26.38,4,35,0,2,16256,1.0,2016,13,15
0,0,0,0,125000.0,-3,1,1,3,288.25,0,17.83,3,45,0,3,6600,1.0,2016,2,0
1,0,0,0,225000.0,2,1,1,3,149.58,3,25.52,2,45,0,2,13500,1.0,2015,11,8
0,0,0,0,275000.0,2,1,1,2,150.32,5,83.47,1,65,1,1,18425,1.0,2015,11,8
0,1,1,0,225000.0,2,1,1,4,79.33,0,14.1,3,55,0,3,13446,1.0,2015,9,6
0,0,0,0,325000.0,2,1,1,4,99.61,0,13.86,2,35,0,2,10500,1.0,2015,9,6
0,0,0,0,75000.0,2,1,0,3,270.89,0,9.36,2,55,1,2,9750,1.0,2015,9,6
0,0,0,0,175000.0,2,1,0,3,115.15,0,5.25,3,35,0,2,9911,1.0,2015,0,18
0,0,0,0,175000.0,1,1,1,2,406.09,0,13.54,5,45,0,2,8400,1.0,2016,2,0
0,0,0,0,225000.0,2,0,0,4,534.81,0,3.18,3,45,1,2,5000,1.0,2015,9,6
1,1,0,0,175000.0,2,0,0,4,100.28,0,13.09,2,35,0,2,11450,1.0,2016,6,12
0,0,0,0,175000.0,2,0,1,4,389.78,4,38.83,2,45,0,2,15529,1.0,2015,9,6
0,0,0,0,175000.0,2,0,0,2,220.51,2,12.69,2,65,0,2,8436,1.0,2016,6,12
