Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate,Target,Model Year,Manufacturer,Model
1,0,0,0,175000.0,2,1,1,3,107.94,0,19.1,4,45,0,2,14516,1.0,2014,3,5
0,0,0,0,75000.0,-3,1,1,3,408.06,0,15.16,5,45,0,4,9777,1.0,2013,9,6
0,0,1,0,275000.0,1,1,1,4,355.48,1,32.04,3,55,0,2,21230,1.0,2013,9,6
0,0,0,0,125000.0,2,1,1,2,342.69,0,14.76,2,65,0,2,11400,1.0,2013,9,6
0,0,0,0,325000.0,2,1,1,4,462.36,0,14.91,4,55,0,3,14175,1.0,2014,4,4
0,0,0,0,125000.0,2,1,1,3,428.3,3,29.5,3,45,0,2,21446,1.0,2013,12,10
0,0,0,0,225000.0,2,1,1,4,191.12,0,19.93,2,35,1,3,12857,1.0,2012,9,6
0,0,1,0,225000.0,2,1,1,3,356.13,0,15.46,2,55,0,2,16665,1.0,2015,12,10
0,0,0,0,75000.0,2,1,1,3,418.36,0,26.59,4,55,0,3,11030,1.0,2013,9,6
0,0,0,0,125000.0,2,1,1,4,571.95,0,3.43,3,35,1,2,7021,1.0,2014,2,0
0,0,0,0,275000.0,2,1,1,3,293.32,0,1.01,2,65,0,2,3135,1.0,2014,10,16
0,0,0,0,175000.0,2,1,1,3,646.99,0,23.21,2,55,1,4,11706,1.0,2014,7,1
0,0,1,0,75000.0,2,1,1,3,441.68,1,11.34,2,45,1,2,10042,1.0,2013,12,10
0,0,0,0,175000.0,0,1,1,4,62.66,0,15.97,4,45,0,2,10320,1.0,2015,9,6
0,0,0,0,275000.0,2,1,1,3,556.35,3,4.87,3,65,0,2,13650,1.0,2013,11,8
0,0,1,0,225000.0,2,0,1,4,201.7,0,22.32,5,45,0,2,9756,1.0,2014,1,13
0,0,0,0,50000.0,2,1,1,2,71.73,0,14.41,2,55,0,2,9882,1.0,2014,4,4
0,0,1,0,225000.0,2,1,1,4,172.98,0,23.66,3,65,0,2,8444,1.0,2014,12,10
0,0,1,0,225000.0,1,1,0,4,185.88,1,28.86,1,35,0,1,14100,1.0,2013,11,8
0,0,0,0,75000.0,2,1,1,3,106.56,2,1.71,2,65,0,2,8748,1.0,2014,9,6
1,0,1,0,325000.0,0,1,1,4,376.51,0,5.52,4,55,0,3,4310,1.0,2015,9,6
0,0,1,0,275000.0,2,1,1,4,399.03,0,2.98,3,55,0,4,6799,1.0,2014,1,13
0,1,0,0,275000.0,1,0,1,3,934.36,1,13.44,4,55,0,2,10580,1.0,2015,9,6
0,0,0,0,125000.0,0,1,1,4,98.86,0,10.39,3,65,0,2,8842,1.0,2013,12,10
0,1,1,0,175000.0,2,1,1,4,107.93,0,18.63,4,45,1,3,19059,1.0,2014,12,10
0,0,0,0,75000.0,2,1,1,2,137.23,0,2.73,3,65,0,2,3570,1.0,2013,9,6
0,0,0,0,125000.0,2,1,1,4,113.28,0,26.69,3,45,1,3,14769,1.0,2012,12,10
0,0,0,0,275000.0,1,1,1,4,370.32,3,41.61,1,45,0,1,14319,1.0,2014,11,8
0,0,1,0,125000.0,2,1,1,3,152.43,2,5.41,1,55,1,1,6300,1.0,2014,12,10
0,0,1,0,325000.0,2,1,1,4,189.26,0,9.74,3,45,1,2,10588,1.0,2013,12,10
0,0,0,0,375000.0,1,1,1,4,74.83,0,19.6,4,45,1,2,8075,1.0,2014,9,6
0,0,1,0,225000.0,2,1,1,4,139.19,0,15.29,1,65,1,2,6054,1.0,2015,2,0
0,0,0,0,225000.0,2,1,1,4,810.57,0,15.09,2,65,0,2,7636,1.0,2014,9,6
0,0,0,0,175000.0,2,1,1,4,209.24,0,23.1,2,35,0,2,10736,1.0,2013,9,6
0,0,0,0,325000.0,2,1,1,4,89.7,1,25.72,2,45,0,2,9815,1.0,2014,4,4
0,1,0,0,275000.0,2,1,1,4,124.42,1,3.52,3,55,0,4,15360,1.0,2013,11,8
0,0,1,0,125000.0,2,1,1,4,402.18,0,16.83,5,35,0,2,9276,1.0,2013,9,6
0,0,0,0,325000.0,0,1,1,4,172.58,0,11.85,5,45,1,3,12468,1.0,2013,9,6
0,0,0,0,225000.0,1,1,1,2,424.99,10,41.58,2,45,1,3,12800,1.0,2014,9,6
0,0,1,1,225000.0,2,1,1,3,179.31,0,20.04,3,55,0,3,8628,1.0,2013,9,6
0,0,0,0,175000.0,0,1,1,4,492.58,0,14.32,3,55,0,2,8285,1.0,2013,9,6
0,0,0,0,175000.0,0,1,1,3,391.4,0,9.54,2,35,0,3,15221,1.0,2013,9,6
0,0,0,0,175000.0,2,1,1,4,104.51,2,12.99,2,55,1,2,14667,1.0,2013,11,8
0,0,0,0,75000.0,2,1,1,3,417.03,0,5.25,5,55,0,3,10956,1.0,2012,9,6
1,0,0,0,325000.0,-1,1,1,4,347.32,0,21.35,4,35,0,3,13107,1.0,2014,3,5
0,0,0,0,125000.0,2,0,1,3,174.58,0,20.07,4,45,0,2,11572,1.0,2014,2,0
0,0,0,0,175000.0,0,1,1,4,87.42,0,19.37,3,35,0,2,9714,1.0,2014,9,6
0,0,0,0,75000.0,2,0,0,3,57.66,2,2.18,1,45,1,1,6769,1.0,2014,9,6
0,0,1,0,175000.0,2,0,0,4,26.2,0,0.71,4,45,1,2,9600,1.0,2014,12,10
1,0,0,0,175000.0,2,1,1,4,318.42,0,18.15,4,35,0,3,8000,1.0,2014,2,0
0,0,0,0,325000.0,2,1,1,4,130.02,0,47.15,4,55,0,3,23556,1.0,2012,11,8
0,0,0,0,225000.0,1,0,1,4,471.02,0,5.27,4,55,0,3,9200,1.0,2014,9,6
0,0,0,0,325000.0,2,1,1,3,191.6,0,6.02,3,55,0,3,11971,1.0,2013,9,6
0,0,1,0,225000.0,2,1,1,4,203.31,0,14.45,3,55,1,3,9500,1.0,2013,9,6
1,0,1,0,275000.0,2,1,1,4,386.09,4,39.0,4,55,0,4,20210,1.0,2013,11,8
0,0,0,0,325000.0,-1,1,1,4,212.69,0,25.43,3,45,0,3,15310,1.0,2012,9,6
0,0,0,0,125000.0,0,0,0,3,402.43,0,4.57,2,35,0,2,4231,1.0,2013,2,0
0,0,0,0,175000.0,2,0,0,4,82.76,0,12.95,3,35,0,2,5500,1.0,2014,9,6
0,0,0,0,175000.0,2,1,1,3,124.02,0,23.76,4,45,0,2,11247,1.0,2013,4,4
0,0,0,0,75000.0,2,1,1,3,245.94,0,2.84,2,65,1,2,6509,1.0,2013,9,6
0,0,1,0,125000.0,2,1,1,3,582.59,0,17.23,2,65,0,3,9660,1.0,2012,9,6
0,0,0,0,175000.0,2,1,1,4,286.59,0,22.69,3,65,0,2,24173,1.0,2012,3,5
0,0,0,0,225000.0,1,1,1,3,755.9,0,22.37,2,45,0,2,9101,1.0,2013,2,0
0,0,0,0,125000.0,2,1,1,2,108.53,0,16.98,2,25,0,2,8650,1.0,2014,0,18
1,0,0,0,175000.0,1,1,1,3,886.46,1,36.94,3,35,0,3,13519,1.0,2013,9,6
0,0,0,0,225000.0,2,1,1,3,201.39,0,5.35,4,35,0,2,7777,1.0,2011,9,6
0,0,0,0,375000.0,0,1,0,4,81.01,0,9.96,2,35,0,2,4933,1.0,2014,9,6
0,0,0,0,175000.0,2,1,1,2,92.85,0,7.36,4,55,0,3,7547,1.0,2013,9,6
0,0,0,0,175000.0,0,1,1,3,128.92,0,1.59,4,45,1,3,7375,1.0,2013,9,6
0,0,0,0,175000.0,2,1,1,3,714.63,1,14.77,2,55,1,2,11079,1.0,2014,2,0
0,0,1,0,175000.0,2,1,1,4,535.67,0,18.52,4,45,1,2,11441,1.0,2014,2,0
0,0,0,0,175000.0,2,1,1,4,52.11,0,2.74,3,45,0,2,6051,1.0,2014,2,0
0,0,1,0,225000.0,2,0,1,4,666.03,0,15.37,2,35,0,3,6857,1.0,2013,9,6
0,0,1,0,225000.0,2,1,1,4,168.64,0,13.91,4,55,0,3,6260,1.0,2014,9,6
0,0,0,0,125000.0,2,1,1,4,400.84,0,32.81,2,55,1,4,19565,1.0,2011,9,6
0,0,1,0,275000.0,2,1,1,3,411.16,10,24.59,3,55,1,2,25000,1.0,2015,11,8
0,0,0,0,75000.0,1,0,1,3,140.13,0,20.86,3,45,0,2,10255,1.0,2014,3,5
0,0,0,0,175000.0,2,0,1,3,221.11,0,11.05,3,65,1,3,8571,1.0,2013,2,0
0,0,0,0,125000.0,2,1,1,3,403.37,0,10.42,2,45,0,3,2250,1.0,2014,11,8
0,0,0,0,125000.0,1,1,1,2,454.95,0,28.99,5,55,1,4,10410,1.0,2013,9,6
0,0,0,0,125000.0,2,1,1,2,142.45,0,9.13,2,55,0,4,9142,1.0,2013,3,5
1,0,0,0,375000.0,1,1,1,3,383.47,18,52.62,4,45,0,3,23250,1.0,2014,11,8
0,0,0,0,175000.0,2,1,1,3,399.9,0,3.02,1,55,0,2,5560,1.0,2013,3,5
0,0,0,0,125000.0,2,1,1,4,382.12,0,25.98,2,55,0,2,7560,1.0,2015,9,6
0,0,0,0,75000.0,2,0,0,2,43.18,3,0.5,2,35,0,1,7498,1.0,2014,3,5
0,0,0,0,75000.0,2,1,0,4,102.63,0,17.39,1,35,0,2,13714,1.0,2014,9,6
0,0,1,0,75000.0,1,1,1,3,174.51,2,1.75,3,35,1,2,10666,1.0,2014,12,10
0,0,0,0,225000.0,1,0,0,3,375.17,0,17.93,4,45,1,3,10186,1.0,2013,9,6
0,0,0,0,225000.0,2,1,1,4,406.58,0,19.11,2,65,0,2,12000,1.0,2013,9,6
0,0,0,0,375000.0,2,1,1,4,144.08,0,26.66,4,35,1,2,16800,1.0,2014,0,18
0,0,1,0,225000.0,2,1,1,4,393.14,0,23.56,3,55,0,4,5646,1.0,2014,4,4
0,0,0,0,175000.0,2,1,1,3,247.01,0,8.26,4,45,0,3,15300,1.0,2015,2,0
0,0,0,0,225000.0,-1,1,1,3,497.41,10,5.52,4,55,0,3,31636,1.0,2013,11,8
0,1,0,0,325000.0,2,1,1,3,198.56,2,13.92,3,55,0,3,13090,1.0,2014,11,8
0,0,0,0,125000.0,2,1,1,3,427.0,1,3.43,1,55,1,1,9837,1.0,2014,1,13
0,0,0,0,375000.0,2,1,1,4,353.98,2,2.7,2,65,1,3,7030,1.0,2014,11,8
0,0,0,0,325000.0,2,1,1,3,357.97,0,16.45,4,35,0,2,8062,1.0,2012,9,6
0,0,0,0,125000.0,2,1,1,4,176.67,0,3.57,4,45,1,2,4704,1.0,2013,9,6
0,0,0,0,425000.0,1,1,1,3,178.44,0,9.68,2,55,0,2,10891,1.0,2013,2,0
0,0,1,0,75000.0,2,1,0,3,462.57,0,4.95,2,65,1,2,11625,1.0,2014,1,13
1,0,0,0,275000.0,-1,1,0,3,283.62,2,8.4,3,55,0,4,12480,1.0,2015,11,8
0,0,0,0,175000.0,0,1,1,4,965.85,0,21.2,5,35,0,3,11550,1.0,2014,3,5
0,0,0,0,175000.0,1,1,1,3,184.45,0,9.02,1,55,1,2,8751,1.0,2013,9,6
1,1,0,0,125000.0,2,0,0,3,130.97,0,30.85,2,25,0,2,5076,1.0,2014,3,5
0,0,0,0,125000.0,-3,1,1,4,217.65,0,9.31,5,35,0,3,7714,1.0,2013,9,6
0,0,0,0,175000.0,2,1,1,4,498.54,0,25.05,3,55,0,3,16941,1.0,2014,9,6
0,0,1,0,225000.0,2,1,1,3,193.37,0,3.82,3,55,1,2,4000,1.0,2015,0,18
0,0,1,0,225000.0,2,1,1,4,402.09,1,8.04,2,45,0,4,8000,1.0,2014,11,8
0,1,0,0,125000.0,2,1,1,3,282.76,0,9.8,1,55,0,2,10117,1.0,2013,9,6
0,0,0,0,75000.0,0,1,1,3,529.38,0,11.09,2,55,0,2,8400,1.0,2014,0,18
0,0,0,0,75000.0,0,1,1,4,189.15,0,26.15,2,65,1,3,10615,1.0,2014,9,6
0,0,0,0,225000.0,2,1,1,4,496.61,0,10.77,4,35,1,2,8280,1.0,2013,9,6
0,0,0,0,75000.0,2,1,1,3,283.28,0,26.08,1,65,0,2,10617,1.0,2013,9,6
0,0,0,0,75000.0,2,1,1,3,114.2,2,10.98,1,55,1,2,10838,1.0,2012,9,6
0,0,0,0,275000.0,0,1,1,3,347.97,3,74.42,4,45,0,3,16615,1.0,2014,11,8
0,0,0,0,75000.0,1,1,0,3,408.56,0,31.61,3,35,0,2,16615,1.0,2014,4,4
0,0,0,0,125000.0,0,0,1,4,382.1,0,3.3,3,55,0,4,14478,1.0,2013,4,4
0,0,0,0,125000.0,2,0,1,3,363.67,0,14.3,4,45,1,2,23294,1.0,2013,9,6
0,0,0,0,175000.0,0,1,1,4,108.0,0,14.54,5,45,0,3,11814,1.0,2013,9,6
0,0,0,0,75000.0,2,1,1,4,144.78,0,14.58,4,55,0,2,7881,1.0,2012,9,6
0,0,0,0,425000.0,2,1,1,3,224.09,0,0.57,4,55,0,4,6281,1.0,2011,9,6
0,0,1,0,125000.0,2,0,1,4,371.72,0,4.58,3,35,1,2,1800,1.0,2014,9,6
0,0,0,0,75000.0,-3,1,1,2,62.51,0,5.99,3,35,0,4,8100,1.0,2015,0,18
1,0,0,0,375000.0,0,1,1,3,312.89,1,10.41,2,55,0,3,22200,1.0,2015,11,8
0,0,0,0,125000.0,1,1,1,2,303.18,30,18.0,4,55,0,3,37609,1.0,2011,9,6
0,0,1,0,275000.0,2,1,1,3,331.4,4,7.48,5,45,1,2,18495,1.0,2013,11,8
0,0,0,0,175000.0,2,1,1,3,231.65,0,16.1,5,55,1,4,7200,1.0,2013,9,6
0,0,0,0,225000.0,2,1,1,4,444.53,0,13.64,2,55,0,4,7200,1.0,2014,9,6
0,0,0,0,175000.0,2,1,1,3,246.15,0,4.03,2,55,0,3,10590,1.0,2013,9,6
0,0,0,0,75000.0,2,1,0,2,290.83,0,20.86,2,45,0,2,10533,1.0,2014,0,18
0,0,1,0,125000.0,2,1,1,4,88.21,0,4.91,4,35,1,2,6976,1.0,2011,9,6
0,0,0,0,125000.0,2,1,1,4,612.74,0,17.94,3,35,0,3,10500,1.0,2013,9,6
1,0,0,0,275000.0,2,1,1,3,250.19,0,6.11,4,45,0,2,600,1.0,2015,9,6
0,0,1,0,125000.0,1,1,1,4,84.85,1,8.76,1,65,1,1,8016,1.0,2014,11,8
0,0,0,0,225000.0,2,1,1,4,949.86,0,2.82,4,45,1,2,7203,1.0,2011,9,6
0,0,0,0,175000.0,2,1,1,3,369.11,0,2.9,2,45,1,2,4978,1.0,2011,9,6
0,0,0,0,325000.0,-1,1,1,3,102.74,0,1.99,3,35,0,4,7065,1.0,2014,2,0
0,0,1,0,75000.0,2,1,1,3,728.87,0,19.06,4,35,1,3,11437,1.0,2012,12,10
0,0,0,0,225000.0,-3,1,1,4,577.24,0,5.16,4,45,0,2,8400,1.0,2011,9,6
0,0,0,0,225000.0,0,1,1,3,338.07,0,4.03,4,35,0,2,8026,1.0,2011,9,6
0,0,0,0,225000.0,1,1,1,4,316.71,0,25.29,3,45,0,2,10483,1.0,2014,1,13
0,0,0,0,175000.0,2,1,1,3,378.03,0,1.81,4,55,1,3,10363,1.0,2013,12,10
0,0,1,0,325000.0,0,1,1,2,187.36,7,45.59,3,45,0,2,18500,1.0,2013,11,8
0,0,0,0,175000.0,-1,1,1,3,350.79,0,36.63,4,55,0,4,15316,1.0,2014,9,6
0,0,0,0,125000.0,2,1,1,4,629.99,0,13.57,2,45,1,3,6750,1.0,2013,9,6
0,0,0,0,125000.0,-1,1,1,3,85.15,0,1.75,4,45,0,3,11089,1.0,2012,9,6
0,0,0,0,275000.0,2,1,1,4,218.63,3,10.93,4,45,0,2,10202,1.0,2013,11,8
0,0,0,0,125000.0,0,1,1,2,136.74,0,24.73,2,55,1,2,14409,1.0,2012,9,6
0,0,0,0,175000.0,2,0,1,4,206.66,0,11.29,3,25,0,3,7411,1.0,2014,1,13
0,0,1,0,175000.0,2,1,1,3,152.53,0,18.7,4,35,1,3,13090,1.0,2013,9,6
0,0,0,0,225000.0,2,1,1,2,772.79,0,46.22,2,55,0,2,4286,1.0,2011,9,6
0,0,0,0,125000.0,2,1,1,4,407.32,0,12.94,2,55,1,2,7471,1.0,2013,9,6
0,0,1,0,175000.0,2,1,1,4,917.62,0,6.01,2,55,1,3,7758,1.0,2014,10,16
1,0,0,0,225000.0,2,0,1,3,551.42,0,22.56,4,35,0,2,15960,1.0,2014,12,10
0,0,0,0,125000.0,1,1,1,3,906.84,0,20.06,2,35,0,3,14000,1.0,2014,9,6
0,0,0,0,175000.0,2,1,1,4,421.49,0,5.07,4,45,0,2,7600,1.0,2013,3,5
0,0,1,0,325000.0,2,1,1,4,501.76,0,17.46,2,45,1,2,10500,1.0,2014,12,10
0,0,0,0,125000.0,2,1,1,4,329.58,0,24.24,4,35,0,2,10907,1.0,2014,9,6
0,0,0,0,225000.0,1,1,1,4,240.87,0,20.29,5,35,0,3,10666,1.0,2014,9,6
0,0,1,0,225000.0,2,1,1,3,352.26,0,32.53,4,45,1,3,17920,1.0,2013,9,6
0,0,0,0,175000.0,2,1,1,4,116.54,0,7.66,4,45,0,2,12417,1.0,2013,9,6
0,0,0,0,275000.0,2,1,1,4,145.37,0,6.75,5,45,0,4,8400,1.0,2012,9,6
0,1,0,0,225000.0,2,0,0,4,435.06,25,24.93,2,35,0,1,22551,1.0,2012,11,8
0,0,0,0,50000.0,2,0,0,4,261.93,2,12.77,2,35,0,2,12800,1.0,2014,9,6
0,0,1,0,175000.0,2,1,1,3,131.71,0,38.35,4,45,0,2,18250,1.0,2013,9,6
0,0,0,0,125000.0,1,1,1,4,567.95,0,10.97,4,55,0,3,11139,1.0,2014,4,4
0,0,1,0,225000.0,-2,1,1,3,266.3,0,30.66,3,65,0,4,14347,1.0,2013,9,6
0,0,0,0,225000.0,2,1,0,4,143.8,0,15.85,1,65,1,3,11040,1.0,2012,12,10
1,0,0,0,125000.0,-1,1,1,4,96.12,0,2.35,4,45,0,3,8842,1.0,2013,12,10
0,0,1,0,275000.0,-1,1,1,4,257.13,6,12.14,4,35,0,2,16363,1.0,2013,11,8
0,0,0,0,125000.0,2,1,0,2,119.34,0,15.24,2,35,1,2,8894,1.0,2014,2,0
0,1,1,0,275000.0,2,1,1,4,323.5,0,8.35,4,55,0,2,9960,1.0,2014,9,6
0,0,0,0,125000.0,1,0,1,4,49.32,0,19.64,3,35,1,3,11111,1.0,2013,9,6
0,0,0,0,175000.0,2,1,1,4,618.22,0,20.96,2,65,0,3,11000,1.0,2012,9,6
0,1,0,0,275000.0,2,1,1,4,464.28,0,14.92,3,35,0,3,4125,1.0,2014,11,8
0,1,0,0,325000.0,-2,1,1,4,550.88,8,7.53,5,45,0,2,13482,1.0,2013,11,8
0,0,0,0,375000.0,2,1,1,4,1012.23,6,41.27,2,65,0,2,28320,1.0,2013,11,8
0,0,1,0,75000.0,2,1,1,2,474.44,0,17.57,2,55,0,4,10133,1.0,2015,9,6
0,0,1,0,175000.0,2,0,1,4,391.6,0,5.93,3,45,0,2,6420,1.0,2014,0,18
0,0,1,0,175000.0,0,1,1,4,749.89,0,30.44,3,45,0,2,11428,1.0,2011,9,6
0,0,1,0,125000.0,2,0,1,2,272.03,0,20.03,5,65,0,3,9734,1.0,2013,9,6
1,0,1,0,125000.0,2,1,1,4,480.5,0,4.9,2,55,0,2,4854,1.0,2013,9,6
0,0,0,0,325000.0,0,1,1,4,78.89,1,23.35,4,55,0,2,19636,1.0,2015,0,18
0,0,0,0,225000.0,1,1,1,4,346.01,0,36.46,4,45,0,3,14181,1.0,2014,0,18
0,1,0,0,125000.0,0,1,1,2,98.42,0,37.57,4,55,0,4,18875,1.0,2014,3,5
0,0,1,0,125000.0,1,1,1,3,438.73,0,30.16,4,45,0,2,14431,1.0,2014,9,6
0,0,1,0,325000.0,2,1,1,3,116.83,1,28.23,4,45,0,3,9600,1.0,2012,12,10
0,1,1,0,125000.0,2,1,1,3,490.05,0,38.1,3,55,1,3,6000,1.0,2014,7,1
1,0,1,0,75000.0,2,0,0,4,467.33,0,18.99,2,65,0,2,14034,1.0,2011,9,6
1,0,0,0,175000.0,2,1,1,3,372.27,3,41.53,2,25,0,2,26592,1.0,2015,11,8
0,0,0,0,225000.0,-2,1,1,3,342.77,8,1.89,4,45,0,2,15000,1.0,2014,11,8
0,0,0,0,375000.0,2,1,1,4,656.07,0,29.5,4,55,0,3,14064,1.0,2013,9,6
0,0,0,0,50000.0,0,1,1,3,165.98,8,36.35,4,35,0,1,15771,1.0,2012,12,10
1,0,0,0,325000.0,0,1,1,3,293.79,0,22.38,4,35,0,2,10500,1.0,2015,0,18
0,0,1,0,425000.0,2,1,1,4,781.31,2,9.2,3,45,0,3,16588,1.0,2013,12,10
0,0,0,0,75000.0,2,1,1,3,126.23,0,14.33,2,55,0,3,12923,1.0,2013,9,6
0,0,0,0,175000.0,2,1,1,3,287.29,5,3.73,4,45,0,2,9827,1.0,2013,11,8
0,0,0,0,125000.0,2,1,1,3,469.17,4,12.42,2,65,0,3,4399,1.0,2013,11,8
0,0,0,0,75000.0,1,0,0,4,107.23,0,16.48,4,45,0,2,11250,1.0,2013,9,6
0,0,0,0,75000.0,2,0,1,3,390.76,0,24.64,2,35,1,2,11142,1.0,2013,9,6
0,0,0,0,125000.0,2,1,1,4,131.34,0,15.08,2,45,0,2,15171,1.0,2014,1,13
0,0,0,0,125000.0,2,1,1,4,53.54,0,13.39,2,65,0,3,3507,1.0,2014,0,18
0,1,1,0,375000.0,2,1,1,4,136.9,20,98.66,1,35,0,2,33777,1.0,2012,11,8
0,0,0,0,75000.0,2,0,1,2,166.52,0,4.03,4,65,0,3,4361,1.0,2013,3,5
0,1,0,0,425000.0,1,1,1,4,97.97,4,3.93,4,45,0,2,10512,1.0,2014,11,8
0,1,0,0,225000.0,2,1,1,4,308.22,0,6.16,4,55,0,4,10036,1.0,2014,9,6
1,0,0,0,275000.0,2,1,1,4,233.14,0,11.08,2,35,1,2,11700,1.0,2014,7,1
0,0,0,0,50000.0,2,1,1,3,474.97,0,8.35,2,65,0,3,13598,1.0,2011,9,6
0,0,1,0,75000.0,0,0,0,2,116.16,0,4.86,3,35,0,2,7777,1.0,2013,9,6
0,0,0,0,75000.0,2,1,1,3,146.71,0,3.57,3,45,1,2,8002,1.0,2013,2,0
0,0,1,0,125000.0,2,1,1,3,108.33,0,14.02,2,55,0,3,10727,1.0,2013,9,6
0,0,1,0,175000.0,2,1,1,3,342.82,0,40.73,3,45,0,3,27272,1.0,2013,9,6
0,0,1,0,275000.0,2,1,1,3,307.56,1,19.37,3,45,0,4,16846,1.0,2014,9,6
0,0,0,0,275000.0,2,1,1,4,578.42,0,37.02,2,55,0,3,13388,1.0,2013,2,0
0,0,0,0,225000.0,0,1,1,3,384.03,0,31.38,4,45,0,4,18000,1.0,2014,12,10
0,0,0,0,375000.0,1,1,1,4,364.02,0,71.76,5,55,0,3,31046,1.0,2013,11,8
0,0,0,0,425000.0,1,1,1,4,169.45,0,10.01,3,35,0,2,8727,1.0,2014,0,18
0,0,1,0,125000.0,2,1,1,3,251.84,0,21.65,2,45,0,2,11555,1.0,2013,9,6
0,0,0,0,125000.0,2,1,1,4,65.67,1,5.56,3,55,1,2,13826,1.0,2013,11,8
0,0,0,0,175000.0,2,1,1,2,310.51,4,5.69,2,65,0,2,18662,1.0,2013,11,8
1,0,0,0,275000.0,2,1,1,3,121.14,0,32.06,4,45,0,2,13573,1.0,2013,9,6
0,1,1,0,275000.0,2,1,1,4,293.2,0,8.87,2,45,0,2,11024,1.0,2014,0,18
0,0,1,0,225000.0,0,1,0,3,135.92,1,3.75,2,45,0,2,10344,1.0,2012,11,8
0,1,1,0,175000.0,0,1,1,4,364.24,4,4.36,2,65,0,2,3818,1.0,2014,0,18
0,0,1,0,175000.0,2,1,1,2,230.29,0,36.77,4,65,0,2,23478,1.0,2012,12,10
0,0,1,0,325000.0,1,1,1,4,537.53,2,19.66,3,65,0,4,7246,1.0,2013,11,8
0,0,0,0,225000.0,0,1,1,4,339.56,10,28.61,3,35,0,3,10320,1.0,2014,4,4
0,0,0,0,425000.0,0,1,1,3,479.26,5,1.61,2,65,0,2,9194,1.0,2013,11,8
0,0,1,0,125000.0,2,1,1,3,380.23,0,3.54,3,55,1,4,3428,1.0,2013,12,10
0,0,0,0,125000.0,2,1,1,4,176.52,0,14.31,5,45,0,2,6923,1.0,2013,9,6
0,1,0,0,375000.0,2,1,1,4,383.11,0,6.23,2,65,1,3,4200,1.0,2015,9,6
0,1,0,0,225000.0,0,1,1,4,237.84,1,2.65,2,65,0,3,8423,1.0,2013,11,8
0,0,1,0,125000.0,2,1,1,3,366.66,0,1.95,2,65,0,2,5955,1.0,2013,3,5
0,0,0,0,50000.0,0,1,1,3,216.63,0,13.11,1,35,0,3,8861,1.0,2014,1,13
0,0,1,0,125000.0,2,1,1,2,191.65,0,11.96,2,55,0,2,7389,1.0,2013,9,6
0,0,0,0,125000.0,2,1,1,4,244.86,0,35.2,4,45,0,2,16225,1.0,2013,9,6
0,0,0,0,75000.0,2,1,1,2,115.92,0,26.23,2,65,1,3,10635,1.0,2014,4,4
0,0,1,0,125000.0,2,1,1,4,597.87,0,4.82,2,65,0,4,7200,1.0,2013,9,6
0,0,0,0,75000.0,2,1,1,3,380.08,0,9.29,5,45,0,2,10498,1.0,2014,10,16
0,0,1,0,75000.0,2,1,1,4,376.85,0,0.09,2,65,0,2,6861,1.0,2011,9,6
0,0,0,0,125000.0,2,1,0,3,97.84,0,21.43,4,35,0,2,13823,1.0,2014,0,18
0,0,0,0,75000.0,2,1,1,2,453.7,0,21.34,4,45,0,2,12600,1.0,2013,9,6
0,0,1,0,425000.0,-2,0,1,4,145.84,5,20.87,5,45,0,3,8506,1.0,2014,11,8
0,0,0,0,75000.0,1,1,1,4,669.92,0,5.05,2,65,0,2,3505,1.0,2013,9,6
0,0,0,0,325000.0,-3,1,0,4,756.91,0,26.32,2,35,0,2,9818,1.0,2013,9,6
0,0,1,0,275000.0,2,1,1,4,245.01,0,2.77,3,55,1,2,10578,1.0,2013,9,6
1,0,0,0,175000.0,2,1,1,3,114.17,0,11.55,4,45,0,3,8609,1.0,2012,9,6
0,0,1,0,75000.0,2,1,0,4,149.55,0,9.8,2,25,1,2,8771,1.0,2013,10,16
0,0,0,0,175000.0,1,1,0,4,210.0,0,10.32,2,35,0,2,17724,1.0,2014,2,0
0,0,0,0,75000.0,2,1,1,4,598.29,8,6.68,3,55,1,3,13333,1.0,2013,11,8
0,0,0,0,125000.0,2,1,0,3,75.11,4,0.5,2,55,0,1,3777,1.0,2012,12,10
1,0,0,0,175000.0,0,1,1,2,182.8,0,33.56,5,55,0,3,14465,1.0,2014,3,5
0,0,0,0,125000.0,2,1,1,4,356.87,0,21.2,4,45,1,2,8897,1.0,2013,9,6
0,0,0,0,275000.0,-2,1,1,3,130.68,0,17.63,4,45,0,2,13804,1.0,2014,12,10
0,1,0,0,225000.0,2,1,1,4,795.24,6,5.24,4,55,0,2,15600,1.0,2013,12,10
0,0,0,0,175000.0,0,1,1,4,376.72,0,8.48,4,35,1,2,24619,1.0,2015,1,13
0,0,1,0,275000.0,2,1,1,3,130.01,6,33.06,4,55,0,3,18600,1.0,2013,11,8
0,0,0,0,175000.0,0,1,1,4,248.56,0,4.86,3,35,1,2,9600,1.0,2015,9,6
0,0,0,0,125000.0,2,1,1,3,385.3,0,34.77,2,55,0,3,10458,1.0,2013,9,6
0,0,0,0,425000.0,1,1,1,3,910.06,0,13.64,2,55,1,2,9410,1.0,2013,2,0
